8.47485,8.81229,,5327.64591,5327.91009,,Latitudes,,difference,squared difference
1014.03051,1004.97846,,4813.73589,4814.71047,,1014.03051,1004.97846,9.05204999969999,81.9396092
1024.02828,1014.03051,,4811.64909,4813.73589,,1024.02828,1014.03051,9.99776999987012,99.95540497
1033.57761,1024.02828,,4809.62001,4811.64909,,1033.57761,1024.02828,9.54933000022993,91.18970345
1045.65108,1033.57761,,4808.34795,4809.62001,,1045.65108,1033.57761,12.0734700000698,145.7686778
1054.65429,1045.65108,,4808.47338,4808.34795,,1054.65429,1045.65108,9.00321000000008,81.0577903
1063.81734,1054.65429,,4806.98376,4808.47338,,1063.81734,1054.65429,9.16304999982003,83.9614853
1071.27432,1063.81734,,4804.11996,4806.98376,,1071.27432,1063.81734,7.45698000023003,55.60655072
1079.41728,1071.27432,,4802.73024,4804.11996,,1079.41728,1071.27432,8.14295999980004,66.30779756
1087.17729,1079.41728,,4802.22297,4802.73024,,1087.17729,1079.41728,7.76001000005999,60.2177552
1095.36243,1087.17729,,4800.65565,4802.22297,,1095.36243,1087.17729,8.18514000013988,66.99651682
1104.02154,1095.36243,,4798.85523,4800.65565,,1104.02154,1095.36243,8.65910999993002,74.98018599
1112.47752,1104.02154,,4796.67963,4798.85523,,1112.47752,1104.02154,8.45598000006999,71.50359776
1121.99466,1112.47752,,4794.50403,4796.67963,,1121.99466,1112.47752,9.51713999993012,90.57595378
1131.24651,1121.99466,,4792.64922,4794.50403,,1131.24651,1121.99466,9.25185000006991,85.59672842
1142.08566,1131.24651,,4790.89098,4792.64922,,1142.08566,1131.24651,10.8391500000801,117.4871727
1151.72601,1142.08566,,4789.08945,4790.89098,,1151.72601,1142.08566,9.64034999987007,92.93634812
1161.41187,1151.72601,,4786.9749,4789.08945,,1161.41187,1151.72601,9.68586000008986,93.81588394
1171.74486,1161.41187,,4785.43311,4786.9749,,1171.74486,1161.41187,10.3329900000001,106.7706823
1181.85585,1171.74486,,4783.7892,4785.43311,,1181.85585,1171.74486,10.11098999977,102.2321188
1193.33214,1181.85585,,4782.69141,4783.7892,,1193.33214,1181.85585,11.4762899999598,131.7052322
1203.6729,1193.33214,,4781.53701,4782.69141,,1203.6729,1193.33214,10.3407600002502,106.9313174
1213.39539,1203.6729,,4781.77899,4781.53701,,1213.39539,1203.6729,9.72248999996987,94.5268118
1223.75613,1213.39539,,4780.90542,4781.77899,,1223.75613,1213.39539,10.36073999993,107.3449333
1232.31423,1223.75613,,4780.63458,4780.90542,,1232.31423,1223.75613,8.5580999998399,73.24107561
1240.31289,1232.31423,,4780.73892,4780.63458,,1240.31289,1232.31423,7.99866000009001,63.9785618
1247.75877,1240.31289,,4779.95748,4780.73892,,1247.75877,1240.31289,7.44588000010003,55.44112898
1252.92138,1247.75877,,4782.61704,4779.95748,,1252.92138,1247.75877,5.16261000008012,26.65254201
1259.84334,1252.92138,,4782.81906,4782.61704,,1259.84334,1252.92138,6.92195999973001,47.91353024
1266.3657,1259.84334,,4781.32944,4782.81906,,1266.3657,1259.84334,6.52236000019002,42.54117997
1274.61855,1266.3657,,4781.05749,4781.32944,,1274.61855,1266.3657,8.25284999983,68.10953312
1283.60511,1274.61855,,4779.52236,4781.05749,,1283.60511,1274.61855,8.98656000019992,80.75826064
1290.33837,1283.60511,,4779.98745,4779.52236,,1290.33837,1283.60511,6.73325999988992,45.33679023
1297.07829,1290.33837,,4780.80108,4779.98745,,1297.07829,1290.33837,6.73992000005001,45.42652161
1303.5951,1297.07829,,4780.81551,4780.80108,,1303.5951,1297.07829,6.51681000013014,42.46881258
1311.55491,1303.5951,,4780.52469,4780.81551,,1311.55491,1303.5951,7.95981000002985,63.35857524
1317.55557,1311.55491,,4781.21955,4780.52469,,1317.55557,1311.55491,6.00066000001016,36.00792044
1323.86592,1317.55557,,4781.17404,4781.21955,,1323.86592,1317.55557,6.31034999999997,39.82051712
1332.83361,1323.86592,,4779.9042,4781.17404,,1332.83361,1323.86592,8.96768999981987,80.41946393
1338.76434,1332.83361,,4778.34132,4779.9042,,1338.76434,1332.83361,5.9307300001401,35.17355833
1345.81395,1338.76434,,4778.04495,4778.34132,,1345.81395,1338.76434,7.04961000004005,49.69700115
1353.58617,1345.81395,,4777.57098,4778.04495,,1353.58617,1345.81395,7.77221999989001,60.40740373
1361.73912,1353.58617,,4777.56321,4777.57098,,1361.73912,1353.58617,8.15294999983985,66.4705937
1369.54131,1361.73912,,4779.00288,4777.56321,,1369.54131,1361.73912,7.80219000000011,60.8741688
1375.97154,1369.54131,,4780.53579,4779.00288,,1375.97154,1369.54131,6.43023000005996,41.34785785
1382.36403,1375.97154,,4781.37273,4780.53579,,1382.36403,1375.97154,6.39249000008999,40.8639284
1384.67616,1382.36403,,4782.46497,4781.37273,,1384.67616,1382.36403,2.31213000005005,5.345945137
1391.45049,1384.67616,,4783.51392,4782.46497,,1391.45049,1384.67616,6.77432999974008,45.89154695
1400.01636,1391.45049,,4784.65278,4783.51392,,1400.01636,1391.45049,8.56587000009995,73.37412886
1407.41007,1400.01636,,4785.21111,4784.65278,,1407.41007,1400.01636,7.39371000011988,54.66694757
1414.8615,1407.41007,,4784.40303,4785.21111,,1414.8615,1407.41007,7.45142999976997,55.52380904
1422.93231,1414.8615,,4784.82372,4784.40303,,1422.93231,1414.8615,8.07081000014,65.13797406
1431.1785,1422.93231,,4785.35874,4784.82372,,1431.1785,1422.93231,8.2461900000701,67.99964952
1439.38251,1431.1785,,4785.58185,4785.35874,,1439.38251,1431.1785,8.20401000011998,67.30578008
1448.35242,1439.38251,,4786.30224,4785.58185,,1448.35242,1439.38251,8.96991000001003,80.45928541
1455.23775,1448.35242,,4787.95059,4786.30224,,1455.23775,1448.35242,6.88532999985,47.40776921
1464.16437,1455.23775,,4788.22143,4787.95059,,1464.16437,1455.23775,8.92661999997995,79.68454462
1475.09232,1464.16437,,4787.97279,4788.22143,,1475.09232,1464.16437,10.92794999993,119.4200912
1483.83468,1475.09232,,4788.00054,4787.97279,,1483.83468,1475.09232,8.74235999971006,76.42885836
1494.04779,1483.83468,,4789.30257,4788.00054,,1494.04779,1483.83468,10.2131100003401,104.3076159
1503.42285,1494.04779,,4789.86756,4789.30257,,1503.42285,1494.04779,9.37506000000985,87.89175
1512.55371,1503.42285,,4791.27282,4789.86756,,1512.55371,1503.42285,9.13085999991017,83.37260434
1521.30828,1512.55371,,4791.66243,4791.27282,,1521.30828,1512.55371,8.7545699999298,76.64249588
1531.72119,1521.30828,,4789.56009,4791.66243,,1531.72119,1521.30828,10.4129100003101,108.4286947
1541.29272,1531.72119,,4789.87422,4789.56009,,1541.29272,1531.72119,9.57152999970003,91.61418654
1548.50217,1541.29272,,4789.2282,4789.87422,,1548.50217,1541.29272,7.20945000024994,51.97616931
1556.27217,1548.50217,,4789.16271,4789.2282,,1556.27217,1548.50217,7.76999999971008,60.3729
1563.45831,1556.27217,,4788.9618,4789.16271,,1563.45831,1556.27217,7.18614000028992,51.6406081
1570.56453,1563.45831,,4789.53123,4788.9618,,1570.56453,1563.45831,7.10621999999989,50.49836269
1576.95924,1570.56453,,4790.29935,4789.53123,,1576.95924,1570.56453,6.39470999987998,40.89231598
1583.29623,1576.95924,,4790.81883,4790.29935,,1583.29623,1576.95924,6.33698999984017,40.15744226
1590.50679,1583.29623,,4790.20278,4790.81883,,1590.50679,1583.29623,7.21056000033991,51.99217552
1595.6583,1590.50679,,4791.94992,4790.20278,,1595.6583,1590.50679,5.15150999995012,26.53805528
1599.95289,1595.6583,,4792.59039,4791.94992,,1599.95289,1595.6583,4.29459000001998,18.44350327
1604.93013,1599.95289,,4793.75145,4792.59039,,1604.93013,1599.95289,4.97723999971981,24.77291801
1615.30863,1604.93013,,4793.88798,4793.75145,,1615.30863,1604.93013,10.3785000002201,107.7132623
1623.09417,1615.30863,,4793.52834,4793.88798,,1623.09417,1615.30863,7.78553999981,60.61463309
1630.8786,1623.09417,,4793.58162,4793.52834,,1630.8786,1623.09417,7.78443000010998,60.59735043
1639.48776,1630.8786,,4794.34419,4793.58162,,1639.48776,1630.8786,8.60916000013003,74.11763591
1647.34767,1639.48776,,4793.70705,4794.34419,,1647.34767,1639.48776,7.85991000003992,61.77818521
1654.90788,1647.34767,,4793.78475,4793.70705,,1654.90788,1647.34767,7.56020999969996,57.15677524
1662.66012,1654.90788,,4795.30323,4793.78475,,1662.66012,1654.90788,7.75224000021012,60.09722502
1669.57875,1662.66012,,4795.53744,4795.30323,,1669.57875,1662.66012,6.91862999985005,47.86744107
1676.98023,1669.57875,,4788.62436,4795.53744,,1676.98023,1669.57875,7.40147999997998,54.78190619
1684.55376,1676.98023,,4784.09223,4788.62436,,1684.55376,1676.98023,7.5735300000099,57.35835666
1691.23707,1684.55376,,4781.35608,4784.09223,,1691.23707,1684.55376,6.68331000009994,44.66663256
1690.77087,1691.23707,,4781.33832,4781.35608,,1690.77087,1691.23707,-0.466199999929813,0.21734244
1693.8489,1690.77087,,4776.63303,4781.33832,,1693.8489,1690.77087,3.07802999992987,9.47426868
1696.68717,1693.8489,,4773.70596,4776.63303,,1696.68717,1693.8489,2.83826999981011,8.055776592
1696.89363,1696.68717,,4770.73782,4773.70596,,1696.89363,1696.68717,0.206460000119932,0.042625732
1697.41311,1696.89363,,4767.9939,4770.73782,,1697.41311,1696.89363,0.51947999999993,0.26985947
1697.22996,1697.41311,,4764.87258,4767.9939,,1697.22996,1697.41311,-0.183149999779971,0.033543922
1694.56707,1697.22996,,4763.25975,4764.87258,,1694.56707,1697.22996,-2.66289000027996,7.090983154
1690.94181,1694.56707,,4759.56678,4763.25975,,1690.94181,1694.56707,-3.62525999984996,13.14251007
1687.65732,1690.94181,,4756.30893,4759.56678,,1687.65732,1690.94181,-3.28449000005003,10.78787456
1683.6258,1687.65732,,4751.95995,4756.30893,,1683.6258,1687.65732,-4.03151999994998,16.25315351
1678.62747,1683.6258,,4747.60875,4751.95995,,1678.62747,1683.6258,-4.99832999989007,24.98330279
1673.46486,1678.62747,,4744.16553,4747.60875,,1673.46486,1678.62747,-5.16261000006989,26.65254201
1669.13808,1673.46486,,4740.26721,4744.16553,,1669.13808,1673.46486,-4.32677999993007,18.72102517
1664.23077,1669.13808,,4735.7484,4740.26721,,1664.23077,1669.13808,-4.90731000024994,24.08169144
1658.20902,1664.23077,,4730.56914,4735.7484,,1658.20902,1664.23077,-6.02174999978001,36.26147306
1653.1119,1658.20902,,4726.12803,4730.56914,,1653.1119,1658.20902,-5.09712000017998,25.9806323
1647.22002,1653.1119,,4719.75108,4726.12803,,1647.22002,1653.1119,-5.89188000007016,34.71424994
1639.99281,1647.22002,,4713.88584,4719.75108,,1639.99281,1647.22002,-7.22720999975991,52.23256438
1634.12202,1639.99281,,4708.74876,4713.88584,,1634.12202,1639.99281,-5.87079000030008,34.46617523
1627.25556,1634.12202,,4702.62933,4708.74876,,1627.25556,1634.12202,-6.8664599998699,47.14827293
1620.52563,1627.25556,,4695.74955,4702.62933,,1620.52563,1627.25556,-6.72993000001998,45.29195781
1613.6403,1620.52563,,4689.79329,4695.74955,,1613.6403,1620.52563,-6.88532999985,47.40776921
1606.79049,1613.6403,,4682.74923,4689.79329,,1606.79049,1613.6403,-6.84981000007997,46.91989704
1600.94412,1606.79049,,4675.81284,4682.74923,,1600.94412,1606.79049,-5.84636999986014,34.18004218
1594.26303,1600.94412,,4669.85103,4675.81284,,1594.26303,1600.94412,-6.68109000030995,44.63696359
1586.33985,1594.26303,,4662.56277,4669.85103,,1586.33985,1594.26303,-7.9231799997599,62.77678131
1579.45785,1586.33985,,4657.02054,4662.56277,,1579.45785,1586.33985,-6.88199999998005,47.361924
1574.62491,1579.45785,,4655.6619,4657.02054,,1574.62491,1579.45785,-4.83294000000001,23.35730904
1568.73858,1574.62491,,4651.27185,4655.6619,,1568.73858,1574.62491,-5.88633000002005,34.64888087
1565.11998,1568.73858,,4647.18594,4651.27185,,1565.11998,1568.73858,-3.61860000009005,13.09426596
1562.13297,1565.11998,,4642.35411,4647.18594,,1562.13297,1565.11998,-2.98700999989001,8.922228739
1559.6166,1562.13297,,4638.72663,4642.35411,,1559.6166,1562.13297,-2.51636999997982,6.332117977
1557.30558,1559.6166,,4638.06396,4638.72663,,1557.30558,1559.6166,-2.31102000035003,5.340813442
1556.95704,1557.30558,,4636.82298,4638.06396,,1556.95704,1557.30558,-0.348539999660034,0.121480131
1556.80719,1556.95704,,4634.96817,4636.82298,,1556.80719,1556.95704,-0.14985000017009,0.022455023
1556.22555,1556.80719,,4633.28985,4634.96817,,1556.22555,1556.80719,-0.581640000019888,0.33830509
1556.69175,1556.22555,,4629.86772,4633.28985,,1556.69175,1556.22555,0.466199999930041,0.21734244
1557.4299,1556.69175,,4627.97295,4629.86772,,1557.4299,1556.69175,0.738150000349833,0.544865423
1559.36574,1557.4299,,4624.11126,4627.97295,,1559.36574,1557.4299,1.93583999966995,3.747476504
1561.39371,1559.36574,,4620.55149,4624.11126,,1561.39371,1559.36574,2.02797000019018,4.112662322
1564.36074,1561.39371,,4616.68203,4620.55149,,1564.36074,1561.39371,2.96702999980994,8.80326702
1567.24008,1564.36074,,4611.96675,4616.68203,,1567.24008,1564.36074,2.87934000004998,8.290598836
1570.40025,1567.24008,,4607.37468,4611.96675,,1570.40025,1567.24008,3.16017000002012,9.986674429
1574.03772,1570.40025,,4602.5373,4607.37468,,1574.03772,1570.40025,3.63747000007993,13.231188
1578.26904,1574.03772,,4598.15391,4602.5373,,1578.26904,1574.03772,4.23131999992006,17.90406894
1581.47361,1578.26904,,4592.78373,4598.15391,,1581.47361,1578.26904,3.20457000013994,10.26926889
1584.18423,1581.47361,,4587.43464,4592.78373,,1584.18423,1581.47361,2.71061999989001,7.347460784
1585.66497,1584.18423,,4583.09454,4587.43464,,1585.66497,1584.18423,1.48073999986991,2.192590947
1588.51878,1585.66497,,4579.48815,4583.09454,,1588.51878,1585.66497,2.85381000030998,8.144231518
1591.29933,1588.51878,,4575.79407,4579.48815,,1591.29933,1588.51878,2.78054999976007,7.731458301
1593.64032,1591.29933,,4571.42955,4575.79407,,1593.64032,1591.29933,2.34099000006995,5.48023418
1594.515,1593.64032,,4565.68641,4571.42955,,1594.515,1593.64032,0.874680000199987,0.765065103
1596.23883,1594.515,,4560.87012,4565.68641,,1596.23883,1594.515,1.72382999988008,2.971589868
1599.41232,1596.23883,,4552.65834,4560.87012,,1599.41232,1596.23883,3.17348999993987,10.07103878
1603.65696,1599.41232,,4547.84094,4552.65834,,1603.65696,1599.41232,4.24463999983004,18.01696873
1607.83278,1603.65696,,4542.82374,4547.84094,,1607.83278,1603.65696,4.17582000045013,17.43747268
1613.28177,1607.83278,,4543.9626,4542.82374,,1613.28177,1607.83278,5.44898999971997,29.69149202
1618.39998,1613.28177,,4540.19526,4543.9626,,1618.39998,1613.28177,5.11820999995007,26.1960736
1623.5415,1618.39998,,4536.31026,4540.19526,,1623.5415,1618.39998,5.14151999989986,26.43522791
1629.73419,1623.5415,,4533.0846,4536.31026,,1629.73419,1623.5415,6.19269000013014,38.34940944
1636.56291,1629.73419,,4531.09437,4533.0846,,1636.56291,1629.73419,6.82871999989993,46.63141684
1644.6759,1636.56291,,4528.3449,4531.09437,,1644.6759,1636.56291,8.11299000008989,65.82060674
1651.50018,1644.6759,,4529.7102,4528.3449,,1651.50018,1644.6759,6.82427999954007,46.57079751
1658.44434,1651.50018,,4532.86926,4529.7102,,1658.44434,1651.50018,6.94416000037995,48.22135811
1665.06882,1658.44434,,4536.38241,4532.86926,,1665.06882,1658.44434,6.62447999996994,43.88373527
1670.39127,1665.06882,,4537.69332,4536.38241,,1670.39127,1665.06882,5.32245000028001,28.32847401
1674.40281,1670.39127,,4537.47465,4537.69332,,1674.40281,1670.39127,4.01153999988014,16.09245317
1678.98822,1674.40281,,4537.73661,4537.47465,,1678.98822,1674.40281,4.58541000002992,21.02598487
1685.46729,1678.98822,,4532.68056,4537.73661,,1685.46729,1678.98822,6.47907000015994,41.97834807
1688.96157,1685.46729,,4526.98071,4532.68056,,1688.96157,1685.46729,3.49427999966019,12.20999272
1691.55675,1688.96157,,4520.83353,4526.98071,,1691.55675,1688.96157,2.59518000019989,6.734959233
1693.67463,1691.55675,,4513.05021,4520.83353,,1693.67463,1691.55675,2.1178799997499,4.485415693
1697.36538,1693.67463,,4506.34026,4513.05021,,1697.36538,1693.67463,3.69075000014004,13.62163556
1703.8056,1697.36538,,4500.85131,4506.34026,,1703.8056,1697.36538,6.4402200001,41.47643365
1708.35549,1703.8056,,4494.723,4500.85131,,1708.35549,1703.8056,4.54988999985017,20.70149901
1712.78661,1708.35549,,4492.40532,4494.723,,1712.78661,1708.35549,4.43112000027986,19.63482446
1719.48324,1712.78661,,4490.12316,4492.40532,,1719.48324,1712.78661,6.69662999962998,44.84485335
1726.53951,1719.48324,,4488.80226,4490.12316,,1726.53951,1719.48324,7.05627000020013,49.79094632
1731.94854,1726.53951,,4487.27823,4488.80226,,1731.94854,1726.53951,5.40902999995001,29.25760554
1738.62963,1731.94854,,4485.23694,4487.27823,,1738.62963,1731.94854,6.68108999992,44.63696359
1744.55703,1738.62963,,4479.16413,4485.23694,,1744.55703,1738.62963,5.92740000025992,35.13407076
1749.87726,1744.55703,,4474.04148,4479.16413,,1749.87726,1744.55703,5.3202299996999,28.30484725
1755.60375,1749.87726,,4469.21187,4474.04148,,1755.60375,1749.87726,5.7264900002001,32.79268772
1760.19027,1755.60375,,4463.76066,4469.21187,,1760.19027,1755.60375,4.58652000011989,21.03616571
1763.84661,1760.19027,,4458.26949,4463.76066,,1763.84661,1760.19027,3.65633999967008,13.36882219
1767.82263,1763.84661,,4452.96924,4458.26949,,1767.82263,1763.84661,3.9760200000901,15.80873504
1773.62238,1767.82263,,4448.01975,4452.96924,,1773.62238,1767.82263,5.79974999994988,33.63710006
1779.30669,1773.62238,,4444.76079,4448.01975,,1779.30669,1773.62238,5.68431000024998,32.31138018
1784.87667,1779.30669,,4442.80497,4444.76079,,1784.87667,1779.30669,5.56997999987016,31.0246772
1789.65411,1784.87667,,4438.07304,4442.80497,,1789.65411,1784.87667,4.7774400001399,22.82393295
1794.981,1789.65411,,4434.53325,4438.07304,,1794.981,1789.65411,5.32688999986999,28.37575707
1799.87055,1794.981,,4431.60285,4434.53325,,1799.87055,1794.981,4.88954999996008,23.9076992
1805.28846,1799.87055,,4425.19704,4431.60285,,1805.28846,1799.87055,5.41790999989985,29.35374877
1811.84412,1805.28846,,4424.3601,4425.19704,,1811.84412,1805.28846,6.55566000018007,42.97667804
1817.07777,1811.84412,,4420.08993,4424.3601,,1817.07777,1811.84412,5.23365000003992,27.39109232
1822.0761,1817.07777,,4417.46034,4420.08993,,1822.0761,1817.07777,4.99832999989007,24.98330279
1829.20896,1822.0761,,4414.70532,4417.46034,,1829.20896,1822.0761,7.13286000023004,50.87769178
1836.81912,1829.20896,,4414.7808,4414.70532,,1836.81912,1829.20896,7.6101599998799,57.91453522
1843.30374,1836.81912,,4417.13511,4414.7808,,1843.30374,1836.81912,6.4846199998301,42.05029654
1850.84286,1843.30374,,4416.31371,4417.13511,,1850.84286,1843.30374,7.53911999992988,56.83833037
1860.37776,1850.84286,,4415.25921,4416.31371,,1860.37776,1850.84286,9.5349000002202,90.91431801
1869.61518,1860.37776,,4414.15587,4415.25921,,1869.61518,1860.37776,9.23741999966001,85.32992825
1875.89778,1869.61518,,4410.21759,4414.15587,,1875.89778,1869.61518,6.28260000006981,39.47106276
1880.37885,1875.89778,,4406.94753,4410.21759,,1880.37885,1875.89778,4.48107000007008,20.07998835
1885.63803,1880.37885,,4402.2378,4406.94753,,1885.63803,1880.37885,5.25918000018009,27.65897427
1892.0727,1885.63803,,4397.67903,4402.2378,,1892.0727,1885.63803,6.43467000002988,41.40497801
1897.8003,1892.0727,,4392.87051,4397.67903,,1897.8003,1892.0727,5.72759999990012,32.80540176
1902.65766,1897.8003,,4390.85697,4392.87051,,1902.65766,1897.8003,4.85736000004999,23.59394617
1907.61159,1902.65766,,4390.75152,4390.85697,,1907.61159,1902.65766,4.95393000015997,24.54142245
1914.82548,1907.61159,,4391.45193,4390.75152,,1914.82548,1907.61159,7.21389000022987,52.04020894
1921.9428,1914.82548,,4395.35136,4391.45193,,1921.9428,1914.82548,7.11731999973017,50.65624398
1927.70481,1921.9428,,4401.04344,4395.35136,,1927.70481,1921.9428,5.76200999997991,33.20075924
1931.62311,1927.70481,,4407.31272,4401.04344,,1931.62311,1927.70481,3.91830000004006,15.35307489
1936.61145,1931.62311,,4412.33769,4407.31272,,1936.61145,1931.62311,4.98833999985004,24.88353595
1939.45971,1936.61145,,4416.54792,4412.33769,,1939.45971,1936.61145,2.84825999984992,8.112585027
1946.69247,1939.45971,,4421.62839,4416.54792,,1946.69247,1939.45971,7.23276000020996,52.31281722
1952.47335,1946.69247,,4421.73717,4421.62839,,1952.47335,1946.69247,5.78087999996001,33.41857357
1956.80568,1952.47335,,4422.70176,4421.73717,,1956.80568,1952.47335,4.33232999960001,18.76908323
1962.10149,1956.80568,,4424.0382,4422.70176,,1962.10149,1956.80568,5.29581000045005,28.04560356
1966.32171,1962.10149,,4424.37009,4424.0382,,1966.32171,1962.10149,4.22021999979006,17.81025685
1971.15465,1966.32171,,4423.1946,4424.37009,,1971.15465,1966.32171,4.83294000000001,23.35730904
1974.20937,1971.15465,,4419.59043,4423.1946,,1974.20937,1971.15465,3.05471999996985,9.331314278
1981.93386,1974.20937,,4418.34057,4419.59043,,1981.93386,1974.20937,7.72449000027996,59.66774576
1983.58776,1981.93386,,4415.43903,4418.34057,,1983.58776,1981.93386,1.65390000000002,2.73538521
1987.04763,1983.58776,,4409.82243,4415.43903,,1987.04763,1983.58776,3.45986999998013,11.97070042
1989.16329,1987.04763,,4405.15821,4409.82243,,1989.16329,1987.04763,2.11565999995992,4.476017235
1991.97603,1989.16329,,4398.88116,4405.15821,,1991.97603,1989.16329,2.8127400000601,7.911506308
1994.81541,1991.97603,,4394.58435,4398.88116,,1994.81541,1991.97603,2.83937999988984,8.062078784
1998.13875,1994.81541,,4390.80591,4394.58435,,1998.13875,1994.81541,3.32334000010997,11.04458876
2002.90842,1998.13875,,4387.43151,4390.80591,,2002.90842,1998.13875,4.76966999990009,22.74975191
2007.95892,2002.90842,,4383.81069,4387.43151,,2007.95892,2002.90842,5.05049999987,25.50755025
2013.82305,2007.95892,,4383.6897,4383.81069,,2013.82305,2007.95892,5.86413000015,34.38802066
2020.17114,2013.82305,,4382.41653,4383.6897,,2020.17114,2013.82305,6.34808999996994,40.29824665
2024.08944,2020.17114,,4384.57104,4382.41653,,2024.08944,2020.17114,3.91830000004006,15.35307489
2028.73035,2024.08944,,4387.31385,4384.57104,,2028.73035,2024.08944,4.64090999989003,21.53804563
2031.67296,2028.73035,,4389.4062,4387.31385,,2031.67296,2028.73035,2.9426100001599,8.658953613
2035.38702,2031.67296,,4391.41752,4389.4062,,2035.38702,2031.67296,3.71405999971012,13.79424168
2038.31631,2035.38702,,4393.20129,4391.41752,,2038.31631,2035.38702,2.92929000023992,8.580739906
2040.64398,2038.31631,,4395.05499,4393.20129,,2040.64398,2038.31631,2.32766999975001,5.418047628
2043.96621,2040.64398,,4398.11526,4395.05499,,2043.96621,2040.64398,3.32223000002,11.03721217
2047.76574,2043.96621,,4400.62608,4398.11526,,2047.76574,2043.96621,3.79953000008004,14.43642822
2051.36214,2047.76574,,4404.5799,4400.62608,,2051.36214,2047.76574,3.59640000022978,12.93409296
2054.8431,2051.36214,,4407.83997,4404.5799,,2054.8431,2051.36214,3.48095999974021,12.11708252
2058.50166,2054.8431,,4411.14,4407.83997,,2058.50166,2054.8431,3.65856000024996,13.38506128
2062.4799,2058.50166,,4414.04709,4411.14,,2062.4799,2058.50166,3.97823999986986,15.8263935
2065.14057,2062.4799,,4416.46356,4414.04709,,2065.14057,2062.4799,2.66067000010025,7.079164849
2067.1308,2065.14057,,4418.17518,4416.46356,,2067.1308,2065.14057,1.99022999982981,3.961015452
2069.06997,2067.1308,,4418.68689,4418.17518,,2069.06997,2067.1308,1.93916999995008,3.760380289
2072.05698,2069.06997,,4418.77569,4418.68689,,2072.05698,2069.06997,2.98701000027995,8.922228742
2075.2005,2072.05698,,4417.2228,4418.77569,,2075.2005,2072.05698,3.14351999983,9.881717989
2077.92777,2075.2005,,4415.17041,4417.2228,,2077.92777,2075.2005,2.7272700000799,7.438001653
2081.31327,2077.92777,,4413.00147,4415.17041,,2081.31327,2077.92777,3.38550000013038,11.46161025
2083.53771,2081.31327,,4411.59954,4413.00147,,2083.53771,2081.31327,2.22443999988991,4.948133313
2083.00602,2083.53771,,4412.07795,4411.59954,,2083.00602,2083.53771,-0.531690000219896,0.282694256
2084.52117,2083.00602,,4411.17552,4412.07795,,2084.52117,2083.00602,1.5151499999597,2.295679522
2087.6325,2084.52117,,4408.85118,4411.17552,,2087.6325,2084.52117,3.11133000032032,9.680374371
2089.12212,2087.6325,,4406.91201,4408.85118,,2089.12212,2087.6325,1.48961999981975,2.218967744
2093.57322,2089.12212,,4400.84253,4406.91201,,2093.57322,2089.12212,4.45109999996021,19.81229121
2098.95228,2093.57322,,4394.22693,4400.84253,,2098.95228,2093.57322,5.37906000023986,28.93428649
2104.49895,2098.95228,,4387.6413,4394.22693,,2104.49895,2098.95228,5.54666999991014,30.76554809
2110.46409,2104.49895,,4380.2154,4387.6413,,2110.46409,2104.49895,5.96513999982972,35.58289522
2116.38705,2110.46409,,4373.23128,4380.2154,,2116.38705,2110.46409,5.92296000028,35.08145516
2135.76876,2116.38705,,4360.3686,4373.23128,,2135.76876,2116.38705,19.38170999982,375.6506825
2140.69161,2135.76876,,4352.39325,4360.3686,,2140.69161,2135.76876,4.92284999995991,24.23445212
2144.7753,2140.69161,,4345.90863,4352.39325,,2144.7753,2140.69161,4.08368999992035,16.67652402
2148.45051,2144.7753,,4339.52835,4345.90863,,2148.45051,2144.7753,3.6752100000499,13.50716854
2152.57749,2148.45051,,4334.22588,4339.52835,,2152.57749,2148.45051,4.12697999995999,17.03196392
2157.07188,2152.57749,,4328.88012,4334.22588,,2157.07188,2152.57749,4.49439000077973,20.19954148
2160.58281,2157.07188,,4324.51338,4328.88012,,2160.58281,2157.07188,3.51092999946013,12.32662946
2162.09019,2160.58281,,4318.6548,4324.51338,,2162.09019,2160.58281,1.50737999971989,2.272194464
2165.21151,2162.09019,,4314.28584,4318.6548,,2165.21151,2162.09019,3.12132000035035,9.742638545
2168.99883,2165.21151,,4308.31404,4314.28584,,2168.99883,2165.21151,3.78731999984984,14.34379278
2172.6696,2168.99883,,4303.02822,4308.31404,,2172.6696,2168.99883,3.67077000007021,13.47455239
2175.57114,2172.6696,,4297.17408,4303.02822,,2175.57114,2172.6696,2.90153999991981,8.418934371
2178.0198,2175.57114,,4292.52318,4297.17408,,2178.0198,2175.57114,2.44865999990998,5.995935795
2179.94454,2178.0198,,4288.78026,4292.52318,,2179.94454,2178.0198,1.9247399999299,3.704624067
2182.13457,2179.94454,,4284.62886,4288.78026,,2182.13457,2179.94454,2.1900300002003,4.796231402
2184.16476,2182.13457,,4280.7927,4284.62886,,2184.16476,2182.13457,2.03018999997994,4.121671436
2186.25933,2184.16476,,4276.66794,4280.7927,,2186.25933,2184.16476,2.09456999978966,4.387223484
2187.47478,2186.25933,,4272.9783,4276.66794,,2187.47478,2186.25933,1.21545000001015,1.477318703
2188.67358,2187.47478,,4270.13115,4272.9783,,2188.67358,2187.47478,1.19880000021021,1.437121441
2189.58156,2188.67358,,4268.49057,4270.13115,,2189.58156,2188.67358,0.907979999799863,0.82442768
2190.62163,2189.58156,,4265.97309,4268.49057,,2190.62163,2189.58156,1.04007000009005,1.081745605
