8.47485,8.81229,,5327.64591,5327.91009,,Latitudes,,difference,squared difference
2758.40772,2755.45623,,3249.37848,3253.19244,,2758.40772,2755.45623,2.95149000011043,8.711293221
2762.43924,2758.40772,,3246.03072,3249.37848,,2762.43924,2758.40772,4.03151999994998,16.25315351
2765.80587,2762.43924,,3242.77065,3246.03072,,2765.80587,2762.43924,3.36662999974988,11.33419756
2770.95072,2765.80587,,3238.44609,3242.77065,,2770.95072,2765.80587,5.14485000017976,26.46948152
2775.63603,2770.95072,,3234.43455,3238.44609,,2775.63603,2770.95072,4.6853100000103,21.9521298
2780.64657,2775.63603,,3229.0566,3234.43455,,2780.64657,2775.63603,5.01054000011982,25.10551109
2783.95215,2780.64657,,3223.73859,3229.0566,,2783.95215,2780.64657,3.30557999982011,10.92685914
2788.51869,2783.95215,,3217.27728,3223.73859,,2788.51869,2783.95215,4.56654000004983,20.85328757
2794.34064,2788.51869,,3209.36409,3217.27728,,2794.34064,2788.51869,5.82194999980993,33.8951018
2798.83836,2794.34064,,3205.16718,3209.36409,,2798.83836,2794.34064,4.49772000026996,20.2294852
2802.65898,2798.83836,,3201.58632,3205.16718,,2802.65898,2798.83836,3.82061999985035,14.59713718
2808.85833,2802.65898,,3194.98848,3201.58632,,2808.85833,2802.65898,6.19934999988982,38.43194042
2815.57605,2808.85833,,3186.73785,3194.98848,,2815.57605,2808.85833,6.71772000018018,45.127762
2821.18155,2815.57605,,3181.00026,3186.73785,,2821.18155,2815.57605,5.60550000004969,31.42163025
2825.84355,2821.18155,,3173.31684,3181.00026,,2825.84355,2821.18155,4.66200000006029,21.734244
2831.44683,2825.84355,,3164.69325,3173.31684,,2831.44683,2825.84355,5.60327999985975,31.39674676
2834.67027,2831.44683,,3154.31031,3164.69325,,2834.67027,2831.44683,3.22344000012026,10.39056543
2838.96153,2834.67027,,3143.55885,3154.31031,,2838.96153,2834.67027,4.29125999974985,18.41491239
2843.95209,2838.96153,,3131.65188,3143.55885,,2843.95209,2838.96153,4.9905600000402,24.90568911
2845.35735,2843.95209,,3118.54167,3131.65188,,2845.35735,2843.95209,1.40525999993997,1.974755667
2848.19562,2845.35735,,3104.98302,3118.54167,,2848.19562,2845.35735,2.83827000019983,8.055776594
2851.2459,2848.19562,,3091.73628,3104.98302,,2851.2459,2848.19562,3.05027999999993,9.304208078
2856.94131,2851.2459,,3077.07651,3091.73628,,2856.94131,2851.2459,5.69540999999026,32.43769507
2859.76404,2856.94131,,3061.44438,3077.07651,,2859.76404,2856.94131,2.8227300000899,7.967804653
2864.62806,2859.76404,,3044.6634,3061.44438,,2864.62806,2859.76404,4.8640199998199,23.65869056
2872.28706,2864.62806,,3026.30844,3044.6634,,2872.28706,2864.62806,7.6589999999901,58.660281
2881.09047,2872.28706,,3015.09966,3026.30844,,2881.09047,2872.28706,8.80341000003,77.50002763
2890.47774,2881.09047,,3006.40614,3015.09966,,2890.47774,2881.09047,9.38727000022982,88.12083806
2899.5198,2890.47774,,2994.4692,3006.40614,,2899.5198,2890.47774,9.04205999966007,81.75884904
2905.75467,2899.5198,,2982.66879,2994.4692,,2905.75467,2899.5198,6.23487000007026,38.87360392
2917.41189,2905.75467,,2972.11269,2982.66879,,2917.41189,2905.75467,11.6572199999396,135.8907781
2926.09209,2917.41189,,2959.47756,2972.11269,,2926.09209,2917.41189,8.68020000009028,75.34587204
2931.56106,2926.09209,,2946.08541,2959.47756,,2931.56106,2926.09209,5.46897000017998,29.90963286
2938.34538,2931.56106,,2929.38102,2946.08541,,2938.34538,2931.56106,6.78431999978011,46.02699786
2944.49589,2938.34538,,2919.28557,2929.38102,,2944.49589,2938.34538,6.15051000018002,37.82877326
2947.32528,2944.49589,,2916.46395,2919.28557,,2947.32528,2944.49589,2.82938999985981,8.005447771
2953.38255,2947.32528,,2908.85379,2916.46395,,2953.38255,2947.32528,6.05726999996023,36.69051985
2958.02235,2953.38255,,2899.62192,2908.85379,,2958.02235,2953.38255,4.63980000019956,21.52774404
2961.64761,2958.02235,,2891.08158,2899.62192,,2961.64761,2958.02235,3.62525999985019,13.14251007
2965.11747,2961.64761,,2883.71118,2891.08158,,2965.11747,2961.64761,3.46986000001016,12.03992842
2970.69966,2965.11747,,2878.5297,2883.71118,,2970.69966,2965.11747,5.58219000008967,31.1608452
2976.52161,2970.69966,,2874.28728,2878.5297,,2976.52161,2970.69966,5.82194999981039,33.8951018
2981.96061,2976.52161,,2866.62495,2874.28728,,2981.96061,2976.52161,5.43900000006988,29.582721
2987.82696,2981.96061,,2862.68334,2866.62495,,2987.82696,2981.96061,5.86634999993976,34.41406232
2995.09746,2987.82696,,2857.40196,2862.68334,,2995.09746,2987.82696,7.27050000018016,52.86017025
3001.09146,2995.09746,,2851.07829,2857.40196,,3001.09146,2995.09746,5.99399999985008,35.928036
3008.73381,3001.09146,,2850.58323,2851.07829,,3008.73381,3001.09146,7.64235000019016,58.40551353
3016.08867,3008.73381,,2845.25856,2850.58323,,3016.08867,3008.73381,7.35486000005994,54.09396562
3025.0608,3016.08867,,2841.58779,2845.25856,,3025.0608,3016.08867,8.97212999979001,80.49911673
3032.09376,3025.0608,,2836.98018,2841.58779,,3032.09376,3025.0608,7.03296000023965,49.46252636
3039.2244,3032.09376,,2832.48246,2836.98018,,3039.2244,3032.09376,7.13063999965016,50.8460268
3044.20275,3039.2244,,2830.24026,2832.48246,,3044.20275,3039.2244,4.97835000020996,24.78396872
3053.40798,3044.20275,,2825.8269,2830.24026,,3053.40798,3044.20275,9.20522999975992,84.73625935
3061.01814,3053.40798,,2820.54219,2825.8269,,3061.01814,3053.40798,7.6101600002803,57.91453523
3068.72598,3061.01814,,2817.6906,2820.54219,,3068.72598,3061.01814,7.7078399996899,59.41079746
3081.74628,3068.72598,,2810.58216,2817.6906,,3081.74628,3068.72598,13.0202999999301,169.5282121
3091.66857,3081.74628,,2804.89452,2810.58216,,3091.66857,3081.74628,9.92229000032967,98.45183885
3103.79643,3091.66857,,2796.84813,2804.89452,,3103.79643,3091.66857,12.12785999984,147.0849882
3109.76823,3103.79643,,2793.49815,2796.84813,,3109.76823,3103.79643,5.97179999999025,35.66239524
3116.93994,3109.76823,,2789.55987,2793.49815,,3116.93994,3109.76823,7.17171000028975,51.43342433
3123.74535,3116.93994,,2785.24863,2789.55987,,3123.74535,3116.93994,6.80540999994037,46.31360527
3130.47417,3123.74535,,2780.37351,2785.24863,,3130.47417,3123.74535,6.72881999992978,45.27701859
3139.05114,3130.47417,,2774.80353,2780.37351,,3139.05114,3130.47417,8.57696999981999,73.56441438
3144.9741,3139.05114,,2770.99401,2774.80353,,3144.9741,3139.05114,5.92296000029,35.08145517
3152.29344,3144.9741,,2767.59075,2770.99401,,3152.29344,3144.9741,7.31933999987996,53.57273803
3159.40854,3152.29344,,2763.43047,2767.59075,,3159.40854,3152.29344,7.11509999993996,50.62464801
3167.24403,3159.40854,,2760.39351,2763.43047,,3167.24403,3159.40854,7.83548999999994,61.39490354
3175.21605,3167.24403,,2756.99913,2760.39351,,3175.21605,3167.24403,7.97202000025027,63.55310288
3182.70855,3175.21605,,2753.48154,2756.99913,,3182.70855,3175.21605,7.49249999962012,56.13755624
3190.38753,3182.70855,,2749.56879,2753.48154,,3190.38753,3182.70855,7.67898000005971,58.96673384
3196.9887,3190.38753,,2746.4397,2749.56879,,3196.9887,3190.38753,6.60117000000992,43.57544537
3203.4378,3196.9887,,2743.31172,2746.4397,,3203.4378,3196.9887,6.44910000004029,41.59089081
3210.88479,3203.4378,,2738.25678,2743.31172,,3210.88479,3203.4378,7.44699000019,55.45766006
3216.7467,3210.88479,,2733.77682,2738.25678,,3216.7467,3210.88479,5.86190999996006,34.36198885
3222.98268,3216.7467,,2729.81079,2733.77682,,3222.98268,3216.7467,6.23597999976982,38.88744656
3227.26617,3222.98268,,2726.46858,2729.81079,,3227.26617,3222.98268,4.28349000028993,18.34828658
3231.67287,3227.26617,,2722.06521,2726.46858,,3231.67287,3227.26617,4.40669999982993,19.41900489
3237.25506,3231.67287,,2715.27645,2722.06521,,3237.25506,3231.67287,5.58219000009012,31.1608452
3242.46429,3237.25506,,2708.29344,2715.27645,,3242.46429,3237.25506,5.20922999998993,27.13607719
3246.11508,3242.46429,,2700.54675,2708.29344,,3246.11508,3242.46429,3.65078999999014,13.32826762
3247.01418,3246.11508,,2697.46761,2700.54675,,3247.01418,3246.11508,0.89910000025975,0.80838081
3247.40934,3247.01418,,2690.18712,2697.46761,,3247.40934,3247.01418,0.395159999570296,0.156151425
3248.51157,3247.40934,,2681.36484,2690.18712,,3248.51157,3247.40934,1.10223000010001,1.214910973
3250.0245,3248.51157,,2673.1575,2681.36484,,3250.0245,3248.51157,1.51293000016994,2.288957185
3250.9347,3250.0245,,2667.36108,2673.1575,,3250.9347,3250.0245,0.9101999999898,0.82846404
3250.44408,3250.9347,,2659.66656,2667.36108,,3250.44408,3250.9347,-0.490619999970022,0.240707984
3250.48182,3250.44408,,2651.80776,2659.66656,,3250.48182,3250.44408,0.0377399999601948,0.001424308
3250.97577,3250.48182,,2644.86693,2651.80776,,3250.97577,3250.48182,0.493949999859979,0.243986602
3249.79362,3250.97577,,2634.76815,2644.86693,,3249.79362,3250.97577,-1.1821500000101,1.397478623
3249.47505,3249.79362,,2626.14123,2634.76815,,3249.47505,3249.79362,-0.318569999939882,0.101486845
3249.89574,3249.47505,,2617.5576,2626.14123,,3249.89574,3249.47505,0.420690000109971,0.176980076
3250.54842,3249.89574,,2607.49656,2617.5576,,3250.54842,3249.89574,0.652679999970132,0.425991182
3250.98243,3250.54842,,2598.34794,2607.49656,,3250.98243,3250.54842,0.434010000029957,0.18836468
3250.01562,3250.98243,,2588.89407,2598.34794,,3250.01562,3250.98243,-0.966809999939869,0.934721576
3249.79806,3250.01562,,2578.89519,2588.89407,,3249.79806,3250.01562,-0.217560000260164,0.047332354
3249.32853,3249.79806,,2568.43122,2578.89519,,3249.32853,3249.79806,-0.46952999981022,0.220458421
3249.72813,3249.32853,,2557.65645,2568.43122,,3249.72813,3249.32853,0.399599999940165,0.15968016
3249.53277,3249.72813,,2549.1816,2557.65645,,3249.53277,3249.72813,-0.195360000000164,0.03816553
3250.3575,3249.53277,,2542.17528,2549.1816,,3250.3575,3249.53277,0.824730000020281,0.680179573
3249.4695,3250.3575,,2532.79023,2542.17528,,3249.4695,3250.3575,-0.888000000119973,0.788544
3250.01007,3249.4695,,2524.24101,2532.79023,,3250.01007,3249.4695,0.540570000159732,0.292215925
3250.98687,3250.01007,,2516.98827,2524.24101,,3250.98687,3250.01007,0.976799999980358,0.95413824
3251.8893,3250.98687,,2509.89093,2516.98827,,3251.8893,3250.98687,0.902429999739979,0.814379904
3253.74189,3251.8893,,2503.39743,2509.89093,,3253.74189,3251.8893,1.85259000027963,3.432089709
3256.37814,3253.74189,,2496.21018,2503.39743,,3256.37814,3253.74189,2.63625000004004,6.949814063
3259.20975,3256.37814,,2488.29366,2496.21018,,3259.20975,3256.37814,2.83160999965003,8.01801519
3262.58082,3259.20975,,2480.517,2488.29366,,3262.58082,3259.20975,3.3710700001202,11.36411295
3265.16379,3262.58082,,2472.44508,2480.517,,3265.16379,3262.58082,2.58296999997992,6.671734021
3268.12416,3265.16379,,2464.07679,2472.44508,,3268.12416,3265.16379,2.96037000004981,8.763790537
3270.85809,3268.12416,,2456.15583,2464.07679,,3270.85809,3268.12416,2.73392999985026,7.474373244
3273.79737,3270.85809,,2448.12498,2456.15583,,3273.79737,3270.85809,2.93928000026972,8.63936692
3277.54917,3273.79737,,2439.83772,2448.12498,,3277.54917,3273.79737,3.75180000008004,14.07600324
3282.56304,3277.54917,,2428.89312,2439.83772,,3282.56304,3277.54917,5.01386999999022,25.13889238
3286.78992,3282.56304,,2419.80777,2428.89312,,3286.78992,3282.56304,4.22687999994014,17.86651453
3291.594,3286.78992,,2409.89769,2419.80777,,3291.594,3286.78992,4.80407999998988,23.07918465
3297.366,3291.594,,2402.30418,2409.89769,,3297.366,3291.594,5.77200000000994,33.315984
3302.71731,3297.366,,2393.65395,2402.30418,,3302.71731,3297.366,5.35130999991998,28.63651872
3307.85217,3302.71731,,2385.00705,2393.65395,,3307.85217,3302.71731,5.13486000014018,26.36678722
3313.03365,3307.85217,,2376.79194,2385.00705,,3313.03365,3307.85217,5.18147999967005,26.84773499
3318.98214,3313.03365,,2367.36693,2376.79194,,3318.98214,3313.03365,5.94849000002978,35.38453328
3322.87158,3318.98214,,2358.9831,2367.36693,,3322.87158,3318.98214,3.88944000001993,15.12774351
3326.71329,3322.87158,,2350.01541,2358.9831,,3326.71329,3322.87158,3.84171000002016,14.75873572
3331.16217,3326.71329,,2343.01464,2350.01541,,3331.16217,3326.71329,4.44888000016999,19.79253326
3335.34576,3331.16217,,2335.17582,2343.01464,,3335.34576,3331.16217,4.18358999991005,17.50242529
3337.47696,3335.34576,,2327.63892,2335.17582,,3337.47696,3335.34576,2.13120000005983,4.54201344
3340.05993,3337.47696,,2320.1664,2327.63892,,3340.05993,3337.47696,2.58296999997992,6.671734021
3343.2978,3340.05993,,2312.64393,2320.1664,,3343.2978,3340.05993,3.23787000013999,10.48380214
3346.14717,3343.2978,,2305.66869,2312.64393,,3346.14717,3343.2978,2.84936999993033,8.118909397
3348.6036,3346.14717,,2298.03855,2305.66869,,3348.6036,3346.14717,2.45642999975962,6.034048344
3350.39181,3348.6036,,2291.96685,2298.03855,,3350.39181,3348.6036,1.7882100000802,3.197695004
3352.88598,3350.39181,,2285.25024,2291.96685,,3352.88598,3350.39181,2.49417000011999,6.220883989
3355.69206,3352.88598,,2278.13625,2285.25024,,3355.69206,3352.88598,2.80607999989979,7.874084966
3359.14971,3355.69206,,2270.89239,2278.13625,,3359.14971,3355.69206,3.45765000019037,11.95534352
3362.33874,3359.14971,,2264.1447,2270.89239,,3362.33874,3359.14971,3.18903000004002,10.16991234
3365.48781,3362.33874,,2258.28612,2264.1447,,3365.48781,3362.33874,3.14906999988989,9.916641864
3368.44485,3365.48781,,2252.06235,2258.28612,,3368.44485,3365.48781,2.95703999976968,8.74408556
3371.12217,3368.44485,,2246.23707,2252.06235,,3371.12217,3368.44485,2.67732000029036,7.168042384
3373.42098,3371.12217,,2240.95014,2246.23707,,3373.42098,3371.12217,2.29880999973966,5.284527415
3375.48558,3373.42098,,2236.3614,2240.95014,,3375.48558,3373.42098,2.06460000046036,4.262573162
3376.08942,3375.48558,,2232.71949,2236.3614,,3376.08942,3375.48558,0.603839999489992,0.364622745
3378.17733,3376.08942,,2229.74025,2232.71949,,3378.17733,3376.08942,2.08791000002975,4.359368168
3378.8955,3378.17733,,2226.70218,2229.74025,,3378.8955,3378.17733,0.718170000260216,0.515768149
3380.22528,3378.8955,,2222.42868,2226.70218,,3380.22528,3378.8955,1.32978000001003,1.768314848
3381.19764,3380.22528,,2218.91442,2222.42868,,3381.19764,3380.22528,0.972359999999753,0.94548397
3383.23005,3381.19764,,2214.31347,2218.91442,,3383.23005,3381.19764,2.03240999978016,4.130690407
3384.62754,3383.23005,,2210.16429,2214.31347,,3384.62754,3383.23005,1.39749000007987,1.9529783
3383.87052,3384.62754,,2205.62772,2210.16429,,3383.87052,3384.62754,-0.75701999992998,0.57307928
3384.96165,3383.87052,,2201.5518,2205.62772,,3384.96165,3383.87052,1.09112999997024,1.190564677
3386.39022,3384.96165,,2196.51795,2201.5518,,3386.39022,3384.96165,1.42856999989999,2.040812245
3388.04412,3386.39022,,2191.64616,2196.51795,,3388.04412,3386.39022,1.65389999999979,2.73538521
3392.13003,3388.04412,,2189.19306,2191.64616,,3392.13003,3388.04412,4.08591000010983,16.69466053
3393.99594,3392.13003,,2184.34236,2189.19306,,3393.99594,3392.13003,1.86590999980035,3.481620127
3395.046,3393.99594,,2181.49521,2184.34236,,3395.046,3393.99594,1.05006000012963,1.102626004
3395.27577,3395.046,,2180.88915,2181.49521,,3395.27577,3395.046,0.229770000080407,0.052794253
3396.40686,3395.27577,,2180.36301,2180.88915,,3396.40686,3395.27577,1.13109000011991,1.279364588
3404.57979,3396.40686,,2171.23659,2180.36301,,3404.57979,3396.40686,8.17292999991969,66.79678478
3404.89614,3404.57979,,2165.91969,2171.23659,,3404.89614,3404.57979,0.316349999760405,0.100077322
3406.09605,3404.89614,,2163.61755,2165.91969,,3406.09605,3404.89614,1.19991000029995,1.439784009
3406.32471,3406.09605,,2162.82168,2163.61755,,3406.32471,3406.09605,0.228659999989759,0.052285396
3406.97295,3406.32471,,2162.07243,2162.82168,,3406.97295,3406.32471,0.648239999999987,0.420215098
3407.21826,3406.97295,,2160.11439,2162.07243,,3407.21826,3406.97295,0.245309999790152,0.060176996
3408.17952,3407.21826,,2159.23971,2160.11439,,3408.17952,3407.21826,0.961260000270158,0.924020788
3408.41484,3408.17952,,2154.57105,2159.23971,,3408.41484,3408.17952,0.235319999749663,0.055375502
3408.52029,3408.41484,,2152.80726,2154.57105,,3408.52029,3408.41484,0.105450000050041,0.011119703
3408.26388,3408.52029,,2150.64387,2152.80726,,3408.26388,3408.52029,-0.256409999919924,0.065746088
3407.97972,3408.26388,,2148.7602,2150.64387,,3407.97972,3408.26388,-0.284160000239808,0.080746906
3408.02634,3407.97972,,2147.85777,2148.7602,,3408.02634,3407.97972,0.0466200003097583,0.002173424
3406.21482,3408.02634,,2145.54342,2147.85777,,3406.21482,3408.02634,-1.81152000003976,3.281604711
3406.17375,3406.21482,,2144.97399,2145.54342,,3406.17375,3406.21482,-0.0410700002403246,0.001686745
3405.86961,3406.17375,,2144.29689,2144.97399,,3405.86961,3406.17375,-0.304139999929703,0.09250114
3406.36578,3405.86961,,2140.60281,2144.29689,,3406.36578,3405.86961,0.496170000039911,0.246184669
3407.38587,3406.36578,,2137.70793,2140.60281,,3407.38587,3406.36578,1.02009000001999,1.040583608
3408.81888,3407.38587,,2133.90729,2137.70793,,3408.81888,3407.38587,1.43300999986013,2.05351766
3410.3085,3408.81888,,2129.29413,2133.90729,,3410.3085,3408.81888,1.48962000021993,2.218967745
3411.84807,3410.3085,,2123.39337,2129.29413,,3411.84807,3410.3085,1.53957000000992,2.370275785
3413.22558,3411.84807,,2116.80996,2123.39337,,3413.22558,3411.84807,1.37751000000981,1.8975338
3417.18495,3413.22558,,2110.6761,2116.80996,,3417.18495,3413.22558,3.95936999988999,15.6766108
3420.61818,3417.18495,,2103.12921,2110.6761,,3420.61818,3417.18495,3.43322999973998,11.78706823
3422.96139,3420.61818,,2095.77435,2103.12921,,3422.96139,3420.61818,2.34321000025011,5.490633105
3425.27796,3422.96139,,2090.78379,2095.77435,,3425.27796,3422.96139,2.31657000001996,5.366496565
3428.18283,3425.27796,,2083.38009,2090.78379,,3428.18283,3425.27796,2.90487000018993,8.438269718
3431.31636,3428.18283,,2075.78547,2083.38009,,3431.31636,3428.18283,3.13352999978997,9.81901026
3434.44545,3431.31636,,2068.19973,2075.78547,,3434.44545,3431.31636,3.12909000019999,9.791204229
3438.05961,3434.44545,,2060.43084,2068.19973,,3438.05961,3434.44545,3.61415999973042,13.0621525
3440.45832,3438.05961,,2052.00594,2060.43084,,3440.45832,3438.05961,2.39871000010999,5.753809665
3442.5984,3440.45832,,2043.79305,2052.00594,,3442.5984,3440.45832,2.14008000000968,4.579942406
3445.82184,3442.5984,,2036.87109,2043.79305,,3445.82184,3442.5984,3.22344000012026,10.39056543
3446.51892,3445.82184,,2027.95335,2036.87109,,3446.51892,3445.82184,0.697079999709786,0.485920526
3443.68065,3446.51892,,2018.15205,2027.95335,,3443.68065,3446.51892,-2.8382699998001,8.055776592
3440.59041,3443.68065,,2007.00654,2018.15205,,3440.59041,3443.68065,-3.09024000014961,9.549583259
3435.61095,3440.59041,,1998.92352,2007.00654,,3435.61095,3440.59041,-4.97945999990998,24.79502189
3432.45522,3435.61095,,1991.25231,1998.92352,,3432.45522,3435.61095,-3.15573000004042,9.958631833
3428.73117,3432.45522,,1981.96827,1991.25231,,3428.73117,3432.45522,-3.7240499997497,13.8685484
3425.28018,3428.73117,,1971.84396,1981.96827,,3425.28018,3428.73117,-3.45099000003029,11.90933198
3420.62706,3425.28018,,1960.36323,1971.84396,,3420.62706,3425.28018,-4.65312000010999,21.65152574
3417.35589,3420.62706,,1949.40531,1960.36323,,3417.35589,3420.62706,-3.27117000013004,10.70055317
3415.35012,3417.35589,,1939.44306,1949.40531,,3415.35012,3417.35589,-2.00576999993973,4.023113293
3415.32237,3415.35012,,1928.37747,1939.44306,,3415.32237,3415.35012,-0.0277499999301654,0.000770062
3417.579,3415.32237,,1917.34074,1928.37747,,3417.579,3415.32237,2.25662999979022,5.092378956
3420.9423,3417.579,,1907.64267,1917.34074,,3420.9423,3417.579,3.3633000002701,11.31178689
3424.06584,3420.9423,,1898.48517,1907.64267,,3424.06584,3420.9423,3.12353999973993,9.75650213
3428.14176,3424.06584,,1889.5974,1898.48517,,3428.14176,3424.06584,4.0759200000798,16.61312385
3432.26208,3428.14176,,1881.39672,1889.5974,,3432.26208,3428.14176,4.12032000019008,16.9770369
3435.92064,3432.26208,,1875.50151,1881.39672,,3435.92064,3432.26208,3.65855999984979,13.38506127
3440.0121,3435.92064,,1869.97482,1875.50151,,3440.0121,3435.92064,4.09146000018018,16.74004493
3445.75413,3440.0121,,1863.96084,1869.97482,,3445.75413,3440.0121,5.74202999989984,32.97090852
3450.54378,3445.75413,,1856.58933,1863.96084,,3450.54378,3445.75413,4.78965000037033,22.94074713
3455.10033,3450.54378,,1849.97706,1856.58933,,3455.10033,3450.54378,4.55654999961962,20.7621479
3460.80795,3455.10033,,1841.61321,1849.97706,,3460.80795,3455.10033,5.70761999982005,32.57692606
3466.37238,3460.80795,,1834.99539,1841.61321,,3466.37238,3460.80795,5.56443000018999,30.96288123
3472.47183,3466.37238,,1829.2911,1834.99539,,3472.47183,3466.37238,6.09944999990012,37.2032903
3478.39035,3472.47183,,1823.8743,1829.2911,,3478.39035,3472.47183,5.91851999992014,35.02887899
3484.17012,3478.39035,,1817.96355,1823.8743,,3484.17012,3478.39035,5.77977000026976,33.40574126
3489.70125,3484.17012,,1812.13494,1817.96355,,3489.70125,3484.17012,5.53112999980021,30.59339907
3496.68315,3489.70125,,1806.26748,1812.13494,,3496.68315,3489.70125,6.98189999995975,48.74692761
3501.63486,3496.68315,,1800.76188,1806.26748,,3501.63486,3496.68315,4.95170999998027,24.51943192
3506.7564,3501.63486,,1795.84902,1800.76188,,3506.7564,3501.63486,5.12154000021974,26.23017197
3511.29963,3506.7564,,1790.96613,1795.84902,,3511.29963,3506.7564,4.54322999970009,20.64093883
3515.90835,3511.29963,,1786.49394,1790.96613,,3515.90835,3511.29963,4.60872000037989,21.24030004
3519.0108,3515.90835,,1782.25152,1786.49394,,3519.0108,3515.90835,3.10244999998031,9.625196002
3522.79368,3519.0108,,1780.44333,1782.25152,,3522.79368,3519.0108,3.78287999948998,14.31018109
3526.0371,3522.79368,,1777.18992,1780.44333,,3526.0371,3522.79368,3.24342000019988,10.5197733
3529.07184,3526.0371,,1774.56699,1777.18992,,3529.07184,3526.0371,3.03474000029018,9.209646869
3532.18428,3529.07184,,1771.48785,1774.56699,,3532.18428,3529.07184,3.11244000000988,9.687282754
3536.29794,3532.18428,,1767.92919,1771.48785,,3536.29794,3532.18428,4.11365999964983,16.92219859
3540.30615,3536.29794,,1764.35388,1767.92919,,3540.30615,3536.29794,4.00821000038013,16.06574741
3545.19348,3540.30615,,1760.22135,1764.35388,,3545.19348,3540.30615,4.8873299993802,23.88599452
3548.49351,3545.19348,,1756.40406,1760.22135,,3548.49351,3545.19348,3.30003000054967,10.890198
3551.31624,3548.49351,,1751.9019,1756.40406,,3551.31624,3548.49351,2.82272999971019,7.967804651
3554.17449,3551.31624,,1749.7374,1751.9019,,3554.17449,3551.31624,2.85825000026989,8.169593064
3556.49106,3554.17449,,1746.94353,1749.7374,,3556.49106,3554.17449,2.31657000001996,5.366496565
3558.38583,3556.49106,,1744.31838,1746.94353,,3558.38583,3556.49106,1.89476999982026,3.590153352
3559.97313,3558.38583,,1741.56447,1744.31838,,3559.97313,3558.38583,1.5873000000197,2.51952129
3560.87445,3559.97313,,1742.25267,1741.56447,,3560.87445,3559.97313,0.901320000039959,0.812377742
3561.88677,3560.87445,,1741.43571,1742.25267,,3561.88677,3560.87445,1.01232000016034,1.024791783
3562.18536,3561.88677,,1741.8675,1741.43571,,3562.18536,3561.88677,0.298589999859814,0.089155988
3563.21655,3562.18536,,1741.1349,1741.8675,,3563.21655,3562.18536,1.03119000014021,1.063352816
3563.67165,3563.21655,,1740.92955,1741.1349,,3563.67165,3563.21655,0.455099999800041,0.20711601
3563.64057,3563.67165,,1740.54438,1740.92955,,3563.64057,3563.67165,-0.0310799998101174,0.000965966
3563.58396,3563.64057,,1740.10704,1740.54438,,3563.58396,3563.64057,-0.0566099999500693,0.003204692
3563.54622,3563.58396,,1739.87727,1740.10704,,3563.54622,3563.58396,-0.0377400003699222,0.001424308
3563.58951,3563.54622,,1739.68191,1739.87727,,3563.58951,3563.54622,0.0432900000400878,0.001874024
3563.60505,3563.58951,,1739.64195,1739.68191,,3563.60505,3563.58951,0.015540000099918,0.000241492
3563.72271,3563.60505,,1739.52318,1739.64195,,3563.72271,3563.60505,0.117659999879834,0.013843876
3563.23431,3563.72271,,1739.5476,1739.52318,,3563.23431,3563.72271,-0.488399999800095,0.23853456
3573.60171,3563.23431,,1707.24993,1739.5476,,3573.60171,3563.23431,10.3674000000901,107.4829828
3573.61725,3573.60171,,1706.98575,1707.24993,,3573.61725,3573.60171,0.0155399997101995,0.000241492
3573.6228,3573.61725,,1706.86143,1706.98575,,3573.6228,3573.61725,0.00555000006988848,3.08025E-05
3573.62613,3573.6228,,1706.77263,1706.86143,,3573.62613,3573.6228,0.00333000027012531,1.10889E-05
3573.62169,3573.62613,,1706.74932,1706.77263,,3573.62169,3573.62613,-0.00444000037032311,1.97136E-05
3573.62835,3573.62169,,1706.7471,1706.74932,,3573.62835,3573.62169,0.00666000016008184,4.43556E-05
3573.6228,3573.62835,,1706.75265,1706.7471,,3573.6228,3573.62835,-0.00555000005988404,3.08025E-05
3573.61281,3573.6228,,1706.75265,1706.75265,,3573.61281,3573.6228,-0.00999000004003392,9.98001E-05
3573.10221,3573.61281,,1706.62056,1706.75265,,3573.10221,3573.61281,-0.51060000005009,0.26071236
3572.74035,3573.10221,,1706.36748,1706.62056,,3572.74035,3573.10221,-0.361859999969965,0.13094266
3571.56153,3572.74035,,1705.53276,1706.36748,,3571.56153,3572.74035,-1.17881999973997,1.389616592
3570.97656,3571.56153,,1704.98775,1705.53276,,3570.97656,3571.56153,-0.584970000290014,0.342189901
3570.87111,3570.97656,,1705.07322,1704.98775,,3570.87111,3570.97656,-0.105449999659868,0.011119702
3570.83781,3570.87111,,1705.09875,1705.07322,,3570.83781,3570.87111,-0.0332999999900494,0.00110889
3570.80784,3570.83781,,1705.08765,1705.09875,,3570.80784,3570.83781,-0.0299700001100973,0.000898201
3570.78564,3570.80784,,1705.08099,1705.08765,,3570.78564,3570.80784,-0.0222000002599998,0.00049284
3570.76455,3570.78564,,1705.07766,1705.08099,,3570.76455,3570.78564,-0.021089999780088,0.000444788
3570.74013,3570.76455,,1705.07655,1705.07766,,3570.74013,3570.76455,-0.0244200000497585,0.000596336
3570.57252,3570.74013,,1705.49502,1705.07655,,3570.57252,3570.74013,-0.167610000059994,0.028093112
3570.83115,3570.57252,,1705.97565,1705.49502,,3570.83115,3570.57252,0.258630000099856,0.066889477
3571.0587,3570.83115,,1706.24538,1705.97565,,3571.0587,3570.83115,0.22754999990002,0.051779002
3571.12086,3571.0587,,1706.29866,1706.24538,,3571.12086,3571.0587,0.0621600000199578,0.003863866
