data,normed data
3.46,0.8323486643731521
3.38,0.8210216590181049
3.93,0.8931798248095282
2.19,0.6317471873971064
3.54,0.8434157808243306
2.47,0.6785581995592247
1.91,0.5846219632914555
1.64,0.5394160785582821
0.65,0.3827289102776962
1.0,0.43584163727540204
1.14,0.45788405460865833
1.49,0.5145790300240578
1.56,0.5261375777040456
1.01,0.43740219862550667
0.48,0.3580957931350391
1.21,0.4690540425005415
1.26,0.4770887191659245
1.34,0.4900350037261979
1.33,0.4884108744220475
1.41,0.5014479070542518
1.11,0.453126326408555
0.66,0.3842029313890747
0.35,0.3398228242034928
0.39,0.34539160358652393
0.29,0.3315608734353413
0.4,0.3467913168210778
0.56,0.3695864037441816
0.64,0.3812576056820144
0.38,0.3439948883972175
0.0,0.2932240834883385
0.3,0.3329301976855322
0.69,0.3886411702239388
0.95,0.42807245543086647
0.87,0.4157621239826565
0.89,0.4188254825475341
0.97,0.43117333956970577
2.25,0.6418247921905047
2.11,0.6182891573846035
1.82,0.5695027921545648
0.78,0.40209848400074827
4.01,0.9024365934306342
4.36,0.9386162776120978
4.95,0.9817096642479339
5.01,0.9847202151136093
5.07,0.987465957439657
6.6,0.9652548239431945
6.52,0.970733714956811
5.95,0.9963528112786914
6.46,0.9745477431328472
6.69,0.9585626459245971
7.06,0.9254440734710146
7.59,0.8639583263944088
8.15,0.78474568945591
7.57,0.8665431797118373
7.48,0.877936028881851
6.87,0.9435482429036797
6.8,0.9496407917150552
6.38,0.9792336703385514
5.51,0.9993278190843988
4.51,0.9518074363791175
4.61,0.9597792058412778
4.88,0.9778659833488177
1.51,0.5178752723449682
1.45,0.5080023638127354
1.69,0.5477475569956188
3.33,0.8138168009339256
3.63,0.8555376619760249
4.68,0.9649564934362331
5.23,0.9934767868088106
5.5,0.9992222304222212
5.9,0.9974397385434168
6.05,0.9936079529744493
4.73,0.968447681863577
4.79,0.9724064147719486
4.4,0.9422757086984795
4.17,0.919876601053994
4.22,0.92502102433365
4.49,0.9501331603306603
4.84,0.9755109218567248
3.05,0.7718688880936384
3.71,0.8660048304127579
3.59,0.8501943268727131
2.62,0.7032960013757314
2.6,0.7000163639066275
1.09,0.449964662378234
1.2,0.46745260892062596
1.95,0.5913512869614467
2.63,0.7049334273642311
1.7,0.5494165269242407
0.99,0.4342832963070407
1.19,0.46585305220319373
0.91,0.4218984042770495
1.32,0.48678837590921353
2.17,0.6283845233915333
2.08,0.6132386446738171
1.9,0.5829403986346688
1.88,0.5795783636296635
1.85,0.5745384184505246
2.51,0.6851847560373692
3.07,0.7749473919082753
3.95,0.8955264912592054
4.53,0.9534552661328382
5.35,0.9967174124597393
5.77,0.9993696514085337
5.78,0.9992672759299771
5.64,0.9999998318554638
5.25,0.9940927781914994
4.97,0.9827424557957413
5.6,0.9999317318596741
5.88,0.9978210029061914
6.4,0.9781053136274308
6.78,0.9513227388489913
6.63,0.9630857298508056
5.91,0.9972376311684119
4.54,0.9542692174753284
3.55,0.8447801752814871
3.66,0.85949762639516
3.77,0.8736562894873867
4.15,0.9177773319082286
4.75,0.9697953650441056
3.53,0.8420470996299227
3.31,0.8109088387476568
4.23,0.9260319430341195
4.45,0.946705870185238
5.24,0.9937885647265857
4.37,0.9395406634892559
4.77,0.9711149825516718
5.06,0.9870268219487608
5.22,0.9931574516168146
2.93,0.7531651916360469
3.17,0.7901595588467886
2.82,0.7357008645438878
3.56,0.8461402550168469
3.94,0.894355835116309
4.13,0.9156546223860259
3.52,0.8406741597365478
3.21,0.7961558681918283
2.79,0.7308902336381816
2.89,0.7468476577570997
2.3,0.6502076532263139
1.16,0.46106582463006746
0.16,0.314043478869441
1.84,0.5728593638577281
2.27,0.6451798073264897
2.4,0.666917624005997
2.83,0.7373000681269875
3.36,0.8181510111527068
3.04,0.7703253189533
3.51,0.8392969892352767
3.67,0.86080841352992
3.78,0.8749144860033833
3.84,0.8823589748906941
3.62,0.8542085641470892
4.08,0.9102465149068548
4.03,0.9046960020297318
