data,normed data
0.25,0.16242895635394086
0.0,0.13941789048673048
0.32,0.16934030979588463
0.34,0.17135324971744906
0.78,0.22001987275871668
0.39,0.17646044987193413
0.35,0.17236612508798327
0.31,0.16834023452828195
0.27,0.1643824353487652
0.28,0.16536552122889142
0.53,0.19133386945460504
0.24,0.16145855123638386
0.7,0.21054199386567812
0.82,0.22486440163021706
1.16,0.26887703854683137
0.63,0.20247951725856034
1.49,0.3163505643603665
1.68,0.34570837813412775
1.73,0.3536676799278202
1.66,0.34255139193532574
1.59,0.33162421564263894
1.56,0.3270001259760382
0.2,0.1576190158131027
0.49,0.18699768732454877
0.43,0.18062352711930482
0.15,0.15291380513530436
0.61,0.2002154150622521
0.37,0.17440471272606606
0.46,0.18379113100138544
0.26,0.16340358237606115
0.83,0.2260865359846137
0.65,0.20476114523609198
1.62,0.33628384560580615
1.91,0.38308618714816745
1.89,0.37976010610688393
2.61,0.5070535691961696
0.95,0.24109518536009567
1.41,0.30442347861321645
1.51,0.3193731497924329
1.47,0.3133442242049553
1.43,0.3073806037051981
1.44,0.30886535178081925
1.45,0.31035421099662974
1.46,0.31184717173365273
0.16,0.15384650851699552
0.81,0.2236466680747481
1.35,0.29565171934262496
2.45,0.4776104509909236
2.07,0.41018235448538404
1.38,0.30001885539150397
5.55,0.971098545844679
5.57,0.9725576326770586
6.01,0.9952357198903449
5.8,0.986694015012319
6.18,0.9990172490057289
6.14,0.9983821466843859
6.74,0.991389191644035
7.86,0.8898005926705201
7.9,0.884345988824219
8.21,0.8386919872450112
8.56,0.781026372434601
8.93,0.714917970815411
9.2,0.6645493127857113
9.49,0.6094950332491367
9.11,0.6814758417661397
9.12,0.6796008320195442
9.61,0.5866454723870209
9.57,0.594258952088355
9.78,0.5543846262260725
10.25,0.46714951079737355
10.38,0.44383260031904215
10.39,0.4420574385400337
10.35,0.44917439230792344
10.5,0.42271783723314643
10.6,0.4054515174157859
10.41,0.43851541262047405
10.52,0.4192398034246985
10.42,0.4367485959626132
10.51,0.420977304268169
10.54,0.4157739846604921
10.53,0.4175053563872298
10.32,0.4545401308135725
10.33,0.45274893178015746
10.63,0.4003334872825052
10.43,0.43498460819794715
10.55,0.41404570956934517
10.72,0.3851586091857268
10.62,0.402036243204792
10.61,0.4037422598769908
10.58,0.4088796746581297
10.48,0.42620791189149654
10.24,0.4689606825380725
9.4,0.6266301243108467
8.06,0.8614994783544042
8.07,0.8600192343905249
6.83,0.9873165881971264
7.3,0.9538587788834334
7.26,0.9574732655768406
7.25,0.9583553971711319
8.33,0.8195711042459614
8.53,0.786181834811993
8.68,0.7600654809832268
9.08,0.6870913098388025
9.05,0.6926915666779669
9.56,0.5961630125802774
9.65,0.579038161257821
9.54,0.5999717047523422
10.12,0.49087258943166906
10.08,0.4982444965886099
10.65,0.39693783631901847
10.64,0.3986340118130664
10.46,0.42970985033297027
10.47,0.4279574093181067
10.79,0.37354838024971165
10.37,0.4456104960263078
8.87,0.7259105232906021
7.78,0.9003846251593615
6.49,0.9985961621261144
6.11,0.997802757900278
6.1,0.997590026717952
6.48,0.998757475489994
7.08,0.9720088613203701
6.92,0.9824755919535535
6.21,0.999390349441761
6.68,0.9936725171184171
6.95,0.9806931059015412
7.52,0.9315903824491717
6.99,0.9781864241653301
7.36,0.9481820509598831
7.65,0.9166181270161893
7.83,0.8938210536902911
8.04,0.8644420386318703
7.69,0.9117541063375257
8.35,0.8163142307225707
8.46,0.7980684646669732
8.19,0.8418056610928885
8.39,0.8097434272002774
8.62,0.7706114307670436
8.38,0.8113931555091386
9.18,0.6683201925153093
8.83,0.7331880068619107
9.32,0.6418347513792617
9.23,0.6588841138262882
9.58,0.5923551311636913
9.7,0.5695412051340815
9.69,0.5714393236600096
9.9,0.5317729821769249
9.24,0.6569935083812024
8.22,0.8371270883163324
8.25,0.8324006338252559
8.54,0.7844673134694645
8.92,0.7167561055187995
9.31,0.6437325200718391
9.42,0.6228241587285455
9.75,0.560061913191158
10.09,0.496398548084632
10.19,0.4780516957596176
8.72,0.7529666226006938
8.3,0.8244198151589953
7.85,0.8911475212522809
5.54,0.970355469187037
7.09,0.9712769841842511
6.86,0.9857877693485789
7.45,0.9391048960998077
6.73,0.9917938331530941
6.32,0.9999999278325974
6.29,0.9999519715645468
7.15,0.9666970571781134
7.04,0.9748457465165696
7.63,0.9190054793754726
7.24,0.959228881687104
7.44,0.9401462478405099
6.42,0.9995188828689361
5.12,0.9313236730545159
6.76,0.9905510974604025
7.76,0.9029611933645053
8.97,0.7075426705014257
8.91,0.7185918796094007
9.68,0.5733381138843996
9.34,0.63803710485118
9.38,0.6304344780235633
8.75,0.7476086051287231
6.58,0.9967030964867886
6.2,0.99927582178752
6.08,0.9971351992428767
6.35,0.9999591296387644
6.38,0.9998295878458066
5.07,0.9257095677343402
7.29,0.95477524298123
7.48,0.9359323748177202
7.68,0.9129811917684602
7.55,0.9282509878065675
6.91,0.9830510840851574
2.15,0.4240392444105868
2.68,0.5200861967045838
2.11,0.41708615735156634
2.23,0.43808766213180544
2.71,0.5256958837172391
3.11,0.6014154329635509
4.33,0.8224179039192154
5.18,0.9378003127048448
5.25,0.9449892156208082
6.07,0.9968931163826721
6.27,0.9998706980179017
6.26,0.9998152736032202
7.03,0.9755322089489089
7.39,0.9452305172861314
7.02,0.9762095275134732
7.71,0.9092779791969272
7.79,0.8990857993822197
8.26,0.8308146997569826
8.48,0.7946932485023441
8.44,0.8014264012881441
6.96,0.9800803318674735
5.59,0.9739804901348967
4.76,0.8867564501429231
2.91,0.5633926279306802
2.65,0.5144907041199066
1.55,0.3254667162243427
2.39,0.46671164695698847
2.34,0.45769539148791166
3.69,0.7107885914994161
3.68,0.7089430941820424
4.48,0.8460637075679855
4.85,0.8987704902456847
4.96,0.9126849648501173
5.09,0.9279785916042419
5.36,0.9554642708937693
5.1,0.9291014442459945
4.53,0.8536747234219031
4.21,0.8026945467976694
4.31,0.8191781221180326
4.45,0.841430125758357
4.43,0.8383138402794471
4.49,0.8475971802967126
5.52,0.9688423571316054
5.62,0.9760464856766755
4.94,0.9102199186538903
5.68,0.9799306729036259
6.78,0.9896746710045251
7.05,0.9741501601855296
7.27,0.9565825122543204
6.25,0.9997499928498804
5.46,0.9640889516640524
4.84,0.8974630007386984
5.88,0.9904471052022679
5.79,0.9861821138148289
5.78,0.9856607577293077
6.61,0.9958960723474498
6.9,0.9836172130039698
6.94,0.9812965856336241
7.12,0.9690273175518286
5.7,0.9811514232470523
6.59,0.9964438425121305
7.23,0.9600936940073796
6.85,0.9863068391557779
6.67,0.9940192717589214
6.46,0.9990506225647655
6.15,0.9985556556696481
5.87,0.990011360376766
5.5,0.9672934466507954
6.06,0.9966412635419332
6.52,0.9980533208165545
6.28,0.9999162644543452
6.81,0.988288384898337
6.88,0.9847213152254697
7.0,0.977536654447213
7.21,0.9617972027621126
7.43,0.9411794725164332
6.72,0.9921888549751248
6.87,0.9852592562103947
6.31,0.9999938038724738
5.92,0.9920941597987967
5.85,0.9891111819906482
5.34,0.9536357538430172
5.75,0.9840401142861359
4.7,0.8784465165879419
4.6,0.8640873318800666
4.5,0.8491250584461785
4.15,0.7925887653341562
4.54,0.8551798217367724
4.05,0.7754157349873869
3.73,0.7181479213660489
5.37,0.9563656963847597
5.51,0.9680723655784179
5.38,0.9572585319533823
5.04,0.9222482148569577
4.95,0.9114561027046454
5.19,0.938851716769707
5.35,0.9545542813478087
5.6,0.9746782810211039
5.21,0.9409302242423959
4.65,0.8713447488857192
3.82,0.7345623066572041
3.16,0.6109388413092013
4.03,0.7719346823915337
4.68,0.8756247953666975
4.32,0.8208004618307495
4.26,0.8109944189339795
2.86,0.5539271144687932
2.2,0.43279778601701396
1.88,0.37810231739785605
2.43,0.4739682231211992
2.94,0.5690820483802221
2.88,0.557710585079994
1.57,0.32853752026563193
2.78,0.5388355666990308
6.41,0.9996113369430282
6.5,0.998425028472323
7.19,0.9634657271960524
7.31,0.9529337967604766
7.75,0.9042388648237569
7.28,0.9556831627851615
6.62,0.9956075723219466
6.13,0.9981988237345538
5.44,0.9624337375520419
5.22,0.9419572686981994
5.77,0.9851299620344659
5.82,0.9876893929880635
5.24,0.9439867932342768
4.55,0.8566791251992949
3.84,0.7381805165611389
3.97,0.7614047751045453
3.94,0.7560931397849041
3.91,0.7507519219277219
3.47,0.6697481192677712
1.78,0.3617210382979861
1.79,0.36334283380577675
1.76,0.35848852560831773
1.04,0.2527663041879275
1.8,0.36496830144765585
1.82,0.3682301901395406
1.81,0.36659742551973723
1.83,0.3698665792458228
1.84,0.3715065765984161
3.7,0.712631865067219
4.58,0.8611418694201269
4.47,0.8445246805998884
4.71,0.8798477698105481
3.07,0.5937982873658713
3.12,0.6033200633121222
4.23,0.8060280999500362
4.41,0.8351761500418923
5.03,0.9210791418343881
7.11,0.9697861906869005
7.59,0.9236895363517098
7.88,0.8870865946181183
7.17,0.9650990748692595
8.12,0.8525299561277458
7.94,0.8787861485296796
8.4,0.8080890838519139
8.15,0.8479673745419317
8.32,0.8211922627648764
8.6,0.7740980898962255
9.83,0.5449425887366716
9.21,0.6626620564770906
8.05,0.8629737595371989
7.72,0.9080290061661187
4.92,0.9077257221889967
3.76,0.7236424433666715
3.64,0.7015397092563738
3.31,0.6394768130225017
2.79,0.5407179548485026
0.97,0.2436581165535737
0.3,0.16734441508823197
0.77,0.2188197423060812
1.36,0.29710325202453636
2.75,0.5331960790863327
3.25,0.6280722640697987
3.74,0.7199818778245314
3.41,0.6584267671767673
4.51,0.8506473017692434
5.48,0.9657089170769869
5.81,0.9871964463148609
6.22,0.9994950333255491
6.43,0.9994165812230663
6.7,0.9929499933416684
8.09,0.8570410158905033
9.44,0.6190168904191155
9.51,0.6056856145755477
9.71,0.5676437934509453
10.94,0.3492655122500098
11.23,0.30478034719559155
11.82,0.22515970109035857
9.77,0.5562761176571132
9.5,0.6075903343766847
8.1,0.8555431205060501
4.39,0.8320173822394263
3.59,0.6922404848318989
2.24,0.4398566075821805
1.75,0.3568778389428791
2.03,0.40332918052717537
2.97,0.5747779059313498
2.82,0.5463723369599648
3.17,0.612843411937267
4.28,0.8142821340077037
4.19,0.7993432479166563
4.98,0.9151205870948939
3.83,0.7363728202984792
4.46,0.8429801398233059
6.65,0.9946837154614798
6.75,0.9909749423520214
7.99,0.8716920348798749
9.26,0.6532092308667491
9.29,0.6475257502963983
8.37,0.8130382268044022
8.69,0.7582957336898398
8.8,0.7386174718611498
9.27,0.651315639186696
8.17,0.8448975649710612
8.65,0.7653542552842825
8.98,0.7056933658375621
7.61,0.9213627036489399
7.82,0.895147584447142
7.54,0.9293719524416106
7.62,0.9201878740588492
6.47,0.9989089637956605
7.34,0.9501080083182414
7.07,0.9727316969811024
6.55,0.9974222430111892
2.85,0.5520368489272155
2.5,0.4867549304285585
2.9,0.5614977477958677
3.46,0.6678642640760113
3.67,0.7070954152413793
4.09,0.7823324163571665
4.62,0.8670086672082157
4.79,0.8908222422660087
5.86,0.9895660482780355
5.99,0.994605394845211
5.91,0.9916968093567908
5.11,0.9302164818576583
5.41,0.9598852439080877
4.67,0.8742044035474216
4.81,0.8934990628353501
5.02,0.9199024788037113
4.83,0.8961485756000918
4.25,0.8093435701362378
4.08,0.7806090306149519
4.9,0.9052026518385876
6.0,0.9949254133299882
6.05,0.9963796481557328
6.37,0.9998826272004122
7.2,0.9626358501361616
7.22,0.9609498092484994
7.74,0.9055094141397866
8.43,0.8030987840629553
9.76,0.558168558032428
10.15,0.48536506511499705
10.66,0.3952449801425096
11.07,0.32891009977964514
11.36,0.2859524340191195
13.01,0.11013078391031718
13.21,0.09632894488053126
13.71,0.0677457172112152
14.23,0.04576500753001303
12.08,0.19489939784176627
12.49,0.15313909717089938
12.54,0.14853276799987938
12.42,0.15976275097610762
12.64,0.13962829610831254
12.66,0.13789619280858342
12.61,0.14225680812238992
12.89,0.11911804659990502
11.93,0.21199492968331257
8.45,0.7997496140718766
7.35,0.9491492212935259
7.13,0.9682594893916011
7.01,0.9768776824978436
7.95,0.8773800270025929
7.6,0.9225299353005668
7.7,0.9105196907287321
8.01,0.868810471986965
8.29,0.8260261259615813
7.8,0.8977799933961059
8.66,0.763594784520185
8.28,0.8276274045628051
9.98,0.5168053807882532
9.97,0.5186709472888164
8.76,0.7458163750365855
8.31,0.8228085135921507
7.56,0.9271222320613038
7.98,0.8731234823159317
8.03,0.8659042764420322
7.18,0.9642868100058163
5.96,0.9935871636108519
5.56,0.9718326074407996
6.39,0.9997666917291006
7.66,0.91541323593264
7.1,0.9705360868103399
8.11,0.8540394206404023
8.34,0.8179450796673887
8.99,0.7038419534999139
8.63,0.7688626211327834
8.36,0.8146785991645833
6.97,0.9794582814211594
7.5,0.9337772721655888
7.91,0.882965801089588
9.3,0.6456295329436511
9.13,0.6777242975335321
9.16,0.6720859569972574
9.1,0.6833492855337024
8.95,0.7112347885778074
8.77,0.7440211039846277
7.97,0.8745486557099026
5.58,0.9732736005065653
4.82,0.8948272508939532
3.62,0.6978257673638232
3.48,0.6716306647407381
3.92,0.7525355436016555
3.86,0.7417872864739226
3.85,0.739985352830932
3.44,0.664092787610771
4.59,0.8626175969439077
4.52,0.852163870113275
4.69,0.8770388457646761
4.64,0.8699055629720621
1.64,0.3394098460571558
0.92,0.2372836956801868
3.98,0.7631685468609406
3.77,0.7254689676874853
1.28,0.2856087514836564
1.26,0.2827774069305899
1.29,0.28703079103037366
1.4,0.30295111999890284
1.12,0.26343737923912924
0.89,0.2335117354993177
0.73,0.21406321566896774
0.45,0.18273094044475047
3.78,0.727292929810867
4.42,0.8367476503360509
5.17,0.9367408480669877
6.23,0.999589870342925
6.56,0.9971923039582598
6.89,0.9841739621485213
7.57,0.925985716929375
7.53,0.9304850944350543
7.51,0.9326877853413574
8.49,0.7929992664428067
8.61,0.7723566012553126
9.41,0.6247273236418908
9.6,0.5885483547800507
9.59,0.5904515865287612
9.55,0.5980672757920411
9.35,0.6361373059346104
8.73,0.7511837716257218
8.58,0.7775698508950325
9.01,0.7001329737462967
6.98,0.9788269727154311
7.49,0.9348588121738787
7.47,0.9369979297495239
4.17,0.7959745412388151
3.79,0.729114287274735
4.1,0.7840518746730375
5.05,0.9234096651649444
4.99,0.916327279460449
