data,normed data
2.59,0.1565036066608341
3.12,0.23352898387865104
3.52,0.3058803150960172
4.66,0.567107993196368
4.92,0.6326210128116
4.99,0.6502173083637783
4.81,0.6048901818868269
4.87,0.620022735222392
5.15,0.6900975532591477
5.06,0.667736894419158
5.46,0.7647623529419743
5.44,0.7600915126862029
5.66,0.8099908928224998
5.61,0.7989570073654221
5.74,0.8272186107292294
5.83,0.8459181513822944
5.79,0.8377004943556718
5.24,0.7122085235699429
4.56,0.5420670142701182
4.3,0.478128164772625
4.39,0.5000199594669288
5.72,0.8229630297849314
5.47,0.7670886240381053
5.52,0.7786245202358407
6.07,0.8917474936452969
5.65,0.807799934907038
4.5,0.5271385205556417
3.15,0.23853300863172117
3.21,0.2487488415715162
3.38,0.2791867941833934
4.29,0.4757145497919841
6.2,0.9137910039294879
6.82,0.9861889459602772
7.19,0.9999167987713936
7.58,0.9889173838613643
7.76,0.9751904152470975
8.14,0.9295686170902208
8.56,0.8563745831279584
8.55,0.8583527363015602
8.49,0.8700019267146242
8.86,0.7927022565939698
8.85,0.7949457059664012
9.23,0.7053694815051391
9.01,0.7582250174953363
8.87,0.7904514668038816
8.59,0.8503791812090493
8.13,0.9310392607457362
7.59,0.9882950146024151
7.94,0.9562800497364693
8.26,0.9108713676100558
8.48,0.8719059882453047
8.7,0.8276499268298453
8.88,0.7881934351864484
8.8,0.8060494034089822
8.83,0.7994101896118496
8.35,0.8956305675261919
8.34,0.8973733995527665
8.07,0.9395707829411012
8.18,0.9235494849490301
8.32,0.9008225014473644
8.65,0.8381225159200859
9.02,0.755875992326107
8.94,0.7744986991725104
8.75,0.8169548686196219
9.15,0.7248510068714924
9.96,0.5226862020336169
10.67,0.3574644262637827
11.31,0.23552832831622492
11.05,0.2814246673364022
10.23,0.4570390362387535
10.09,0.49074978602778385
9.81,0.5600889132920807
9.8,0.5625976922829747
9.67,0.5953152523674252
8.93,0.7767981065642462
8.44,0.8794118813784193
8.28,0.9075721388797899
7.74,0.9769765026217258
7.66,0.9834729842485039
7.21,0.9999895013677856
5.86,0.8519795134321042
4.48,0.5221820256277836
4.4,0.5024699772748893
5.12,0.6826682737844847
6.05,0.8881732493765478
6.72,0.9785258107761308
7.67,0.9827180554220513
9.32,0.6831733885875841
10.68,0.355335300025295
11.24,0.24737700351124195
11.62,0.18759387077176057
11.68,0.17916680090920312
10.92,0.3062791900116336
10.26,0.44992368913134045
10.44,0.4081619968040788
10.59,0.3747297840112737
10.53,0.3879419690769676
11.27,0.24225284737216504
11.59,0.1919100821829563
12.23,0.11420368528007262
12.53,0.08738246704951633
12.91,0.06087822960633422
12.93,0.05968983513022089
13.01,0.055125606112650306
12.37,0.1009877502804482
11.71,0.17505542762534826
11.16,0.2613785681316345
10.63,0.36604595589359074
10.0,0.5128039314372473
9.64,0.6028814216524908
7.82,0.9694492157008197
6.74,0.9801892765359544
6.56,0.962918060032114
6.98,0.9949890007159244
7.18,0.9998545089262599
7.77,0.9742733195725831
8.69,0.8297626259296969
8.96,0.7698803351967136
9.38,0.6682450828748325
9.88,0.5425751017978241
10.11,0.48588668380618233
10.38,0.4218956811874299
10.05,0.5005186035809847
9.61,0.6104487211282398
9.31,0.6856521553555712
9.08,0.7416644474103319
9.1,0.7368849247727377
9.46,0.6482187156769577
9.68,0.5927938500704899
