index,type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
719,T,3/15/2019 3:31,30.38533101,78.07426177,11,791,,10.84,349,12,14,,
720,T,3/15/2019 3:31,30.38543256,78.07423619,11,793,,10.84,349,12,14,,
721,T,3/15/2019 3:31,30.38553765,78.07421052,12,793,,11.22,349,12,16,,
722,T,3/15/2019 3:31,30.38565575,78.07419114,12,794,,11.88,352,13,16,,
723,T,3/15/2019 3:31,30.38578095,78.0741785,11,792,,11.46,351,16,18,,
724,T,3/15/2019 3:31,30.38588508,78.07412503,11,793,,10.52,353,14,16,,
725,T,3/15/2019 3:31,30.38598815,78.0741052,11,793,,9.76,349,13,16,,
726,T,3/15/2019 3:31,30.38606116,78.07407444,11,792,,9.68,350,14,17,,
727,T,3/15/2019 3:31,30.38615531,78.07406451,11,793,,8.68,354,10,14,,
728,T,3/15/2019 3:31,30.38625068,78.07405446,9,794,,9.94,354,10,14,,
729,T,3/15/2019 3:31,30.38632431,78.0740425,9,796,,9.98,355,11,15,,
730,T,3/15/2019 3:31,30.38641822,78.07404009,9,797,,10.62,355,14,18,,
731,T,3/15/2019 3:31,30.38651451,78.07403088,9,797,,10.63,356,15,18,,
732,T,3/15/2019 3:31,30.38660901,78.0740259,8,799,,10.63,359,13,16,,
733,T,3/15/2019 3:31,30.38671304,78.07401226,8,801,,10.26,1,14,18,,
734,T,3/15/2019 3:31,30.38681032,78.07401448,8,802,,9.78,4,13,16,,
735,T,3/15/2019 3:31,30.38689827,78.07402134,11,803,,9.77,4,13,16,,
736,T,3/15/2019 3:31,30.38700171,78.0740342,9,803,,10.3,1,13,18,,
737,T,3/15/2019 3:31,30.38708158,78.07403822,9,804,,9.35,4,13,18,,
738,T,3/15/2019 3:31,30.38716807,78.07404527,9,802,,8.53,1,11,15,,
739,T,3/15/2019 3:31,30.38724341,78.07405068,11,802,,7.95,7,10,15,,
740,T,3/15/2019 3:32,30.38727882,78.07405013,11,801,,5.13,6,13,17,,
741,T,3/15/2019 3:32,30.38732482,78.07405065,11,802,,4.22,8,10,15,,
742,T,3/15/2019 3:32,30.38736255,78.07405675,12,802,,4.22,8,10,15,,
743,T,3/15/2019 3:32,30.38742644,78.07406013,9,804,,5.59,4,15,17,,
744,T,3/15/2019 3:32,30.38748969,78.07405012,9,804,,5.68,5,13,15,,
745,T,3/15/2019 3:32,30.38754081,78.07405541,12,803,,5.68,5,13,15,,
746,T,3/15/2019 3:32,30.38760898,78.07405783,9,803,,7.07,4,14,17,,
747,T,3/15/2019 3:32,30.38765144,78.07405923,9,802,,6.67,8,16,18,,
748,T,3/15/2019 3:32,30.38772559,78.07406661,9,803,,7.95,5,16,18,,
749,T,3/15/2019 3:32,30.38781794,78.07408253,9,803,,8.81,3,13,16,,
750,T,3/15/2019 3:32,30.38788465,78.07408489,9,803,,9.4,3,13,17,,
751,T,3/15/2019 3:32,30.38795162,78.07409575,8,802,,9.67,5,13,17,,
752,T,3/15/2019 3:32,30.38803855,78.07410387,9,802,,9.67,5,13,17,,
753,T,3/15/2019 3:32,30.38811548,78.07410015,8,803,,9.8,3,12,16,,
754,T,3/15/2019 3:32,30.38820702,78.07409986,8,803,,10.15,3,11,17,,
755,T,3/15/2019 3:32,30.38829849,78.07410574,9,804,,10.15,3,11,17,,
756,T,3/15/2019 3:32,30.38840002,78.07412317,8,805,,9.73,3,11,16,,
757,T,3/15/2019 3:32,30.3884816,78.07412166,9,806,,8.99,1,11,16,,
758,T,3/15/2019 3:32,30.38856269,78.07412315,11,806,,8.99,1,11,16,,
759,T,3/15/2019 3:32,30.38864614,78.07414819,11,807,,8.85,2,14,18,,
760,T,3/15/2019 3:32,30.38876461,78.07417142,11,807,,10.2,6,10,14,,
761,T,3/15/2019 3:32,30.38885367,78.07419528,9,805,,9.65,12,10,14,,
762,T,3/15/2019 3:32,30.38893889,78.07421604,11,805,,9.65,12,12,16,,
763,T,3/15/2019 3:32,30.3890018,78.07426609,9,805,,8.84,26,12,16,,
764,T,3/15/2019 3:32,30.38907324,78.07430681,11,808,,8.84,26,8,14,,
765,T,3/15/2019 3:32,30.38915405,78.07438856,8,809,,9.51,37,8,14,,
766,T,3/15/2019 3:32,30.38922277,78.07445168,8,810,,9.3,38,6,14,,
767,T,3/15/2019 3:32,30.38928513,78.07451415,11,810,,9.28,38,,32,,
768,T,3/15/2019 3:32,30.38932968,78.07455034,11,810,,7.72,37,8,32,,
769,T,3/15/2019 3:32,30.38939864,78.07460889,11,810,,7.94,37,8,32,,
770,T,3/15/2019 3:32,30.38946818,78.0746439,12,811,,7.68,31,13,32,,
771,T,3/15/2019 3:32,30.38953126,78.07462647,9,811,,6.07,5,19,32,,
772,T,3/15/2019 3:32,30.38962684,78.07460179,8,812,,9.33,345,20,32,,
773,T,3/15/2019 3:32,30.38969801,78.07453675,6,813,,9.26,327,20,32,,
774,T,3/15/2019 3:32,30.38978195,78.07446419,6,813,,9.8,319,20,32,,
775,T,3/15/2019 3:32,30.38985265,78.07438898,6,814,,9.58,312,23,32,,
776,T,3/15/2019 3:32,30.38991815,78.07431748,6,814,,9.42,310,23,32,,
777,T,3/15/2019 3:32,30.38998023,78.07423523,5,814,,9.31,305,26,32,,
778,T,3/15/2019 3:32,30.39002832,78.07415035,5,814,,9.21,304,26,32,,
779,T,3/15/2019 3:32,30.39005751,78.07405622,5,814,,9.45,299,14,17,,
780,T,3/15/2019 3:32,30.39007851,78.07397976,5,814,,8.38,288,13,18,,
781,T,3/15/2019 3:32,30.3900989,78.07389078,5,814,,8.79,278,12,16,,
782,T,3/15/2019 3:32,30.39010773,78.0737989,5,814,,8.66,273,11,16,,
783,T,3/15/2019 3:32,30.39012035,78.0737032,5,814,,8.69,275,13,17,,
784,T,3/15/2019 3:32,30.39011927,78.07361347,5,815,,8.64,275,13,16,,
785,T,3/15/2019 3:32,30.3901259,78.07352612,5,815,,8.75,274,14,17,,
786,T,3/15/2019 3:32,30.39013595,78.07343625,5,814,,8.88,276,12,16,,
787,T,3/15/2019 3:32,30.39014596,78.07333973,5,814,,9.18,272,13,17,,
788,T,3/15/2019 3:32,30.39014432,78.07324441,6,814,,9.51,272,13,17,,
789,T,3/15/2019 3:32,30.39015337,78.07314279,8,814,,9.59,274,14,17,,
790,T,3/15/2019 3:32,30.39015925,78.07305837,6,815,,8.82,280,12,15,,
791,T,3/15/2019 3:32,30.39016749,78.07295401,8,815,,9.34,281,12,15,,
792,T,3/15/2019 3:32,30.39019379,78.07285555,8,815,,9.36,289,12,16,,
793,T,3/15/2019 3:32,30.39021806,78.07276878,8,815,,8.68,298,12,16,,
794,T,3/15/2019 3:32,30.39027521,78.07270063,8,815,,9.31,305,12,18,,
795,T,3/15/2019 3:32,30.39033068,78.07262576,8,814,,9.5,314,14,17,,
796,T,3/15/2019 3:32,30.39038973,78.07255418,9,815,,9.49,314,14,17,,
797,T,3/15/2019 3:32,30.39048126,78.07252199,6,815,,9.25,336,15,17,,
798,T,3/15/2019 3:32,30.39055563,78.07248055,8,816,,9.29,338,13,16,,
799,T,3/15/2019 3:32,30.39063789,78.07246185,8,816,,9.82,352,13,16,,
800,T,3/15/2019 3:33,30.39072871,78.07244692,8,816,,9.94,356,13,17,,
801,T,3/15/2019 3:33,30.39082407,78.07245828,8,816,,10.31,359,13,17,,
802,T,3/15/2019 3:33,30.39092703,78.07245474,6,817,,10.35,1,13,16,,
803,T,3/15/2019 3:33,30.39102045,78.07245705,8,817,,10.35,1,13,16,,
804,T,3/15/2019 3:33,30.39112696,78.07246705,8,817,,10.4,2,14,16,,
805,T,3/15/2019 3:33,30.39120656,78.07246962,8,817,,10.25,4,14,16,,
806,T,3/15/2019 3:33,30.39129885,78.07247679,9,817,,10.25,4,14,16,,
807,T,3/15/2019 3:33,30.39137291,78.07248014,8,816,,9.8,5,14,16,,
808,T,3/15/2019 3:33,30.39147988,78.07248663,8,817,,10.19,8,14,17,,
809,T,3/15/2019 3:33,30.39157101,78.07250106,11,817,,10.19,8,14,17,,
810,T,3/15/2019 3:33,30.39168196,78.0725363,8,818,,10.53,14,13,16,,
811,T,3/15/2019 3:33,30.3917804,78.0725566,8,819,,9.84,9,15,18,,
812,T,3/15/2019 3:33,30.39187008,78.07258178,8,819,,11.14,12,13,16,,
813,T,3/15/2019 3:33,30.3919774,78.07261002,9,820,,11.56,14,12,17,,
814,T,3/15/2019 3:33,30.39208497,78.07265189,8,820,,11.6,14,11,17,,
815,T,3/15/2019 3:33,30.39219093,78.0726872,8,821,,11.79,15,12,16,,
816,T,3/15/2019 3:33,30.39229385,78.0727184,9,821,,11.79,15,12,16,,
817,T,3/15/2019 3:33,30.39239533,78.07275353,8,822,,11.66,15,11,13,,
818,T,3/15/2019 3:33,30.39249837,78.07277326,8,824,,11.48,13,10,15,,
819,T,3/15/2019 3:33,30.39259943,78.0727995,9,824,,11.48,13,10,15,,
820,T,3/15/2019 3:33,30.39270325,78.07284669,6,824,,11.88,21,10,17,,
821,T,3/15/2019 3:33,30.39281305,78.07289778,8,824,,11.92,18,14,17,,
822,T,3/15/2019 3:33,30.39291917,78.07293573,8,824,,12.08,16,13,15,,
823,T,3/15/2019 3:33,30.39301278,78.07295113,6,824,,10.95,10,13,15,,
824,T,3/15/2019 3:33,30.39310972,78.07297135,9,825,,10.93,10,13,16,,
825,T,3/15/2019 3:33,30.39323007,78.07300168,6,826,,12.24,10,10,15,,
826,T,3/15/2019 3:33,30.39333886,78.07302355,9,826,,12.24,10,10,15,,
827,T,3/15/2019 3:33,30.39342842,78.07304761,8,827,,11.81,6,12,15,,
828,T,3/15/2019 3:33,30.39353931,78.07305949,8,827,,12.01,8,12,16,,
829,T,3/15/2019 3:33,30.39364663,78.07307812,9,827,,12.02,8,12,16,,
830,T,3/15/2019 3:33,30.39374395,78.07305697,9,830,,11.18,6,12,17,,
831,T,3/15/2019 3:33,30.39381983,78.07305082,9,831,,10.41,2,10,16,,
832,T,3/15/2019 3:33,30.39391372,78.07305459,12,831,,10.41,2,10,16,,
833,T,3/15/2019 3:33,30.39402553,78.07309098,9,830,,10.33,9,9,15,,
834,T,3/15/2019 3:33,30.39412079,78.07313636,9,830,,10.6,29,12,18,,
835,T,3/15/2019 3:33,30.39420489,78.07318938,11,829,,10.61,29,12,18,,
836,T,3/15/2019 3:33,30.39423218,78.07331738,9,830,,10.32,57,9,14,,
837,T,3/15/2019 3:33,30.39428356,78.07340705,11,829,,10.32,57,9,14,,
838,T,3/15/2019 3:33,30.39433565,78.07351867,9,829,,10.82,63,11,16,,
839,T,3/15/2019 3:33,30.39438659,78.07362723,9,829,,11.16,65,12,18,,
840,T,3/15/2019 3:33,30.39443812,78.07373162,9,829,,10.9,61,12,17,,
841,T,3/15/2019 3:33,30.39449136,78.07382274,9,830,,10.49,59,12,17,,
842,T,3/15/2019 3:33,30.39455734,78.07393241,9,830,,11.94,57,13,17,,
843,T,3/15/2019 3:33,30.39462078,78.0740382,11,831,,11.82,58,12,16,,
844,T,3/15/2019 3:33,30.39467695,78.07414893,11,830,,11.47,61,13,18,,
845,T,3/15/2019 3:33,30.39475045,78.07427523,9,830,,12.65,57,13,17,,
846,T,3/15/2019 3:33,30.39482356,78.07439164,9,831,,11.86,56,13,17,,
847,T,3/15/2019 3:33,30.3948842,78.07450717,11,832,,12.46,60,13,18,,
848,T,3/15/2019 3:33,30.39494089,78.07461898,11,832,,12.85,56,11,15,,
849,T,3/15/2019 3:33,30.39499535,78.0747355,11,833,,12.48,60,11,15,,
850,T,3/15/2019 3:33,30.39505362,78.07484421,12,833,,12.27,58,11,17,,
851,T,3/15/2019 3:33,30.3951172,78.07494912,12,833,,11.57,58,10,16,,
852,T,3/15/2019 3:33,30.39516401,78.07504015,12,831,,9.74,52,13,18,,
853,T,3/15/2019 3:33,30.395222,78.07512422,14,818,,10.43,55,13,18,,
854,T,3/15/2019 3:33,30.3952917,78.07522061,14,820,,10.42,53,11,16,,
855,T,3/15/2019 3:33,30.39536775,78.07531796,14,821,,11.3,52,12,18,,
856,T,3/15/2019 3:33,30.39543112,78.07540975,14,823,,11.03,52,14,33,,
857,T,3/15/2019 3:33,30.39548605,78.07549315,14,826,,10.83,51,14,33,,
858,T,3/15/2019 3:33,30.39555442,78.07558091,14,827,,11.23,51,16,33,,
859,T,3/15/2019 3:33,30.39562322,78.07567223,14,830,,11.22,51,16,34,,
860,T,3/15/2019 3:34,30.39570994,78.07578523,12,832,,12.15,51,20,35,,
861,T,3/15/2019 3:34,30.39578391,78.07588424,9,832,,12.15,50,22,35,,
862,T,3/15/2019 3:34,30.39585234,78.07598451,8,833,,12.17,52,22,35,,
863,T,3/15/2019 3:34,30.39593533,78.07608652,6,835,,12.47,51,23,35,,
864,T,3/15/2019 3:34,30.39600673,78.07618806,6,836,,12.36,52,26,35,,
865,T,3/15/2019 3:34,30.39608863,78.07629061,6,836,,12.72,52,26,35,,
866,T,3/15/2019 3:34,30.39617346,78.07640148,6,838,,12.48,53,26,35,,
867,T,3/15/2019 3:34,30.39623426,78.07650786,6,838,,12.27,53,27,35,,
868,T,3/15/2019 3:34,30.39631642,78.0765942,6,839,,11.96,48,28,35,,
869,T,3/15/2019 3:34,30.39640972,78.07668496,8,832,,12.32,46,28,35,,
870,T,3/15/2019 3:34,30.39647468,78.07678352,6,834,,12.59,47,28,35,,
871,T,3/15/2019 3:34,30.39654626,78.07688126,8,836,,12.42,47,28,35,,
872,T,3/15/2019 3:34,30.39663454,78.07697739,6,838,,12.77,45,28,35,,
873,T,3/15/2019 3:34,30.396712,78.07707008,6,840,,12.8,46,28,35,,
874,T,3/15/2019 3:34,30.39680007,78.07716299,6,840,,12.42,46,28,35,,
875,T,3/15/2019 3:34,30.39686273,78.07724551,6,842,,11.22,46,28,35,,
876,T,3/15/2019 3:34,30.39693671,78.07732661,6,844,,11.14,45,29,35,,
877,T,3/15/2019 3:34,30.3970283,78.07740569,8,846,,11.55,42,29,35,,
878,T,3/15/2019 3:34,30.39712276,78.07749516,6,848,,12.58,43,29,35,,
879,T,3/15/2019 3:34,30.39720861,78.07760569,8,850,,12.65,44,29,35,,
880,T,3/15/2019 3:34,30.39729137,78.07769649,9,845,,12.65,44,13,17,,
881,T,3/15/2019 3:34,30.39738589,78.07777828,8,845,,12.8,39,13,20,,
882,T,3/15/2019 3:34,30.39748427,78.07785698,8,847,,11.94,32,15,20,,
883,T,3/15/2019 3:34,30.39758542,78.07791524,8,844,,11.79,28,12,15,,
884,T,3/15/2019 3:34,30.39767914,78.07797342,9,846,,11.79,28,12,15,,
885,T,3/15/2019 3:34,30.39777421,78.07805032,8,848,,12.23,30,13,19,,
886,T,3/15/2019 3:34,30.39786943,78.07811457,9,848,,12.22,30,13,19,,
887,T,3/15/2019 3:34,30.39796034,78.07816957,8,851,,12.5,27,13,19,,
888,T,3/15/2019 3:34,30.39806658,78.07822569,8,846,,12.19,27,14,18,,
889,T,3/15/2019 3:34,30.39816666,78.07828565,8,846,,12.64,28,13,17,,
890,T,3/15/2019 3:34,30.39826636,78.07833901,8,846,,12.54,30,13,19,,
891,T,3/15/2019 3:34,30.3983495,78.0783954,8,847,,12.5,26,14,20,,
892,T,3/15/2019 3:34,30.39844666,78.07846026,9,849,,11.84,27,12,17,,
893,T,3/15/2019 3:34,30.39856368,78.07851462,9,847,,12.73,27,13,19,,
894,T,3/15/2019 3:34,30.3986661,78.07857433,11,849,,12.72,27,13,19,,
895,T,3/15/2019 3:34,30.39877513,78.0786417,9,849,,13,27,14,19,,
896,T,3/15/2019 3:34,30.39888511,78.07871726,9,850,,12.81,27,12,18,,
897,T,3/15/2019 3:34,30.39899337,78.07877741,9,853,,12.37,26,14,19,,
898,T,3/15/2019 3:34,30.39910318,78.07884084,9,851,,12.91,29,11,17,,
899,T,3/15/2019 3:34,30.399205,78.07890603,9,853,,12.91,29,11,17,,
900,T,3/15/2019 3:34,30.39931133,78.07896141,8,852,,12.27,28,14,20,,
901,T,3/15/2019 3:34,30.39940517,78.07900903,8,854,,11.8,28,10,15,,
902,T,3/15/2019 3:34,30.39950336,78.07906186,8,858,,12.17,22,12,18,,
903,T,3/15/2019 3:34,30.3996112,78.07910804,8,862,,12.45,20,12,18,,
904,T,3/15/2019 3:34,30.39971847,78.07910781,8,865,,11.27,5,14,19,,
905,T,3/15/2019 3:34,30.3998443,78.07910479,8,866,,11.88,358,13,17,,
906,T,3/15/2019 3:34,30.39995256,78.07910048,9,855,,12.71,356,13,17,,
907,T,3/15/2019 3:34,30.40006694,78.07909125,12,857,,12.71,356,13,17,,
908,T,3/15/2019 3:34,30.4001783,78.0790905,8,862,,12.68,355,14,18,,
909,T,3/15/2019 3:34,30.40029268,78.07907944,11,855,,12.7,355,14,18,,
910,T,3/15/2019 3:34,30.40035103,78.07902448,12,853,,11.56,351,10,13,,
911,T,3/15/2019 3:34,30.40045406,78.07900474,14,852,,11.57,351,10,13,,
912,T,3/15/2019 3:34,30.40053725,78.07894379,11,854,,9.47,332,10,13,,
913,T,3/15/2019 3:34,30.40057784,78.0788865,12,853,,9.56,329,14,18,,
914,T,3/15/2019 3:34,30.40065671,78.07883872,11,857,,8.48,328,10,13,,
915,T,3/15/2019 3:34,30.40072675,78.07878503,11,861,,8.64,328,12,17,,
916,T,3/15/2019 3:34,30.40079308,78.07873792,14,851,,8.63,328,12,17,,
917,T,3/15/2019 3:34,30.40081061,78.0787122,11,869,,5.48,318,13,17,,
918,T,3/15/2019 3:34,30.40084713,78.07867351,14,872,,5.48,318,13,17,,
919,T,3/15/2019 3:34,30.40084012,78.0786571,11,874,,3.02,329,14,16,,
920,T,3/15/2019 3:35,30.40086358,78.0786411,14,874,,3.02,329,14,16,,
921,T,3/15/2019 3:35,30.40089649,78.07860173,9,874,,3.67,316,14,17,,
922,T,3/15/2019 3:35,30.40090807,78.07857118,9,875,,3.56,307,13,16,,
923,T,3/15/2019 3:35,30.40092717,78.07854142,12,875,,3.56,307,13,16,,
924,T,3/15/2019 3:35,30.40090216,78.07853625,11,878,,3.28,256,15,16,,
925,T,3/15/2019 3:35,30.40088337,78.07850173,9,878,,3.36,263,15,16,,
926,T,3/15/2019 3:35,30.40087953,78.07846704,12,878,,3.36,263,12,15,,
927,T,3/15/2019 3:35,30.40088029,78.07845452,11,879,,0,,4,33,,
928,T,3/15/2019 3:35,30.40088212,78.07843921,12,879,,2,262,16,34,,
929,T,3/15/2019 3:35,30.40090596,78.07833446,11,879,,5.36,276,17,34,,
930,T,3/15/2019 3:35,30.4009483,78.07822861,11,879,,5.28,277,18,34,,
931,T,3/15/2019 3:35,30.40097093,78.07815135,9,879,,5.86,277,27,34,,
932,T,3/15/2019 3:35,30.4009963,78.07809613,8,878,,6.13,282,27,34,,
933,T,3/15/2019 3:35,30.40101783,78.07802345,6,877,,6.42,284,27,34,,
934,T,3/15/2019 3:35,30.40102722,78.07795088,6,877,,6.51,275,28,34,,
935,T,3/15/2019 3:35,30.401015,78.07788688,6,876,,6.13,263,28,34,,
936,T,3/15/2019 3:35,30.4009857,78.07783203,6,875,,6.23,238,28,34,,
937,T,3/15/2019 3:35,30.40092426,78.07778521,6,874,,6.23,219,28,34,,
938,T,3/15/2019 3:35,30.40086806,78.07775533,6,874,,7.08,204,28,34,,
939,T,3/15/2019 3:35,30.40081454,78.07773637,5,873,,6.86,198,28,34,,
940,T,3/15/2019 3:35,30.40075402,78.07772618,5,871,,7.11,194,28,34,,
941,T,3/15/2019 3:35,30.40069903,78.07770809,5,869,,6.76,196,13,20,,
942,T,3/15/2019 3:35,30.40064385,78.07769,5,868,,6.16,191,13,18,,
943,T,3/15/2019 3:35,30.40059988,78.07767752,5,868,,5.87,194,15,19,,
944,T,3/15/2019 3:35,30.40055411,78.07766409,5,868,,5.48,193,16,34,,
945,T,3/15/2019 3:35,30.4005158,78.07763104,5,868,,5.47,216,16,34,,
946,T,3/15/2019 3:35,30.40048489,78.07759997,5,867,,4.35,226,13,19,,
947,T,3/15/2019 3:35,30.40045771,78.07756731,5,866,,4.35,226,13,19,,
948,T,3/15/2019 3:35,30.40041789,78.07752815,5,866,,5.81,217,12,17,,
949,T,3/15/2019 3:35,30.40037543,78.07748412,5,866,,6.63,218,12,18,,
950,T,3/15/2019 3:35,30.40032456,78.07743456,6,867,,7.47,220,10,17,,
951,T,3/15/2019 3:35,30.40027469,78.07737728,6,867,,7.55,220,10,17,,
952,T,3/15/2019 3:35,30.40022226,78.07732657,6,867,,7.37,220,10,17,,
953,T,3/15/2019 3:35,30.4001551,78.07726077,6,867,,8.31,222,12,32,,
954,T,3/15/2019 3:35,30.40007581,78.07718299,6,866,,8.29,229,13,19,,
955,T,3/15/2019 3:35,30.40005352,78.07712011,6,867,,7.26,233,15,33,,
956,T,3/15/2019 3:35,30.4000157,78.07706595,6,867,,7.14,231,14,19,,
957,T,3/15/2019 3:35,30.3999879,78.07701863,6,867,,5.51,239,15,33,,
958,T,3/15/2019 3:35,30.39995727,78.07697443,6,871,,5.4,235,15,33,,
959,T,3/15/2019 3:35,30.39992763,78.07694451,6,870,,4.3,235,15,33,,
960,T,3/15/2019 3:35,30.39989889,78.07691356,6,868,,4.08,229,18,34,,
961,T,3/15/2019 3:35,30.39987554,78.07687293,6,870,,4.67,234,20,34,,
962,T,3/15/2019 3:35,30.39984848,78.07685043,8,869,,3.94,224,20,34,,
963,T,3/15/2019 3:35,30.39981871,78.07685338,6,857,,3.33,192,22,34,,
964,T,3/15/2019 3:35,30.39980213,78.07685202,5,859,,2.18,191,22,34,,
965,T,3/15/2019 3:35,30.39977929,78.07687305,5,861,,2.84,162,23,35,,
966,T,3/15/2019 3:35,30.39976102,78.07688359,5,863,,1.72,154,23,35,,
967,T,3/15/2019 3:35,30.39974625,78.07689584,5,863,,1.78,149,22,35,,
968,T,3/15/2019 3:35,30.39972685,78.07690887,5,863,,1.97,152,22,35,,
969,T,3/15/2019 3:35,30.39970976,78.07691995,5,862,,0.88,152,23,35,,
970,T,3/15/2019 3:35,30.399675,78.07694078,5,861,,5.53,155,23,35,,
971,T,3/15/2019 3:35,30.39961937,78.07697114,5,861,,5.85,156,23,35,,
972,T,3/15/2019 3:35,30.39956372,78.07698846,5,862,,5.37,165,23,35,,
973,T,3/15/2019 3:35,30.3994881,78.07695189,5,862,,5.29,209,25,35,,
974,T,3/15/2019 3:35,30.39939747,78.07697325,6,863,,5.53,232,25,35,,
975,T,3/15/2019 3:35,30.39936946,78.07693052,6,862,,5.32,233,26,35,,
976,T,3/15/2019 3:35,30.39934674,78.07688973,5,862,,4.76,238,26,35,,
977,T,3/15/2019 3:35,30.39932919,78.07682438,5,861,,4.22,248,27,35,,
978,T,3/15/2019 3:35,30.3993228,78.07677954,5,860,,3.71,259,27,35,,
979,T,3/15/2019 3:35,30.39932452,78.0767465,5,860,,2.62,276,27,36,,
980,T,3/15/2019 3:36,30.3993272,78.07672712,5,860,,1.95,283,27,36,,
981,T,3/15/2019 3:36,30.39933158,78.07673503,5,859,,0.84,248,26,36,,
982,T,3/15/2019 3:36,30.39934178,78.07673853,5,859,,0.91,19,26,36,,
983,T,3/15/2019 3:36,30.39933009,78.07674635,5,860,,0.37,248,26,36,,
984,T,3/15/2019 3:36,30.39933277,78.07674569,5,860,,0.52,332,26,36,,
985,T,3/15/2019 3:36,30.39933698,78.07673783,6,860,,0.74,318,26,36,,
986,T,3/15/2019 3:36,30.39934058,78.07672757,6,859,,0.7,325,27,36,,
987,T,3/15/2019 3:36,30.39935319,78.07671717,8,859,,1.92,336,26,36,,
988,T,3/15/2019 3:36,30.3993622,78.07670678,8,859,,0.92,325,26,36,,
989,T,3/15/2019 3:36,30.39936745,78.07669774,6,858,,1.07,319,26,36,,
990,T,3/15/2019 3:36,30.39936928,78.07669319,6,858,,0.26,298,26,36,,
991,T,3/15/2019 3:36,30.39936736,78.07668964,6,857,,0.15,283,26,36,,
992,T,3/15/2019 3:36,30.3993619,78.07668971,6,857,,0,,26,36,,
