type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-04-02 02:54:52,30.31016914,78.09322840,11,630.000,,0.000,,16,33,20190402-082452,GPS Logger: 20190402-082452
T,2019-04-02 02:54:53,30.31016914,78.09322842,12,630.000,,0.000,,16,33,,
T,2019-04-02 02:54:54,30.31016919,78.09322842,11,630.000,,0.000,,17,33,,
T,2019-04-02 02:54:55,30.31016919,78.09322842,9,630.000,,0.000,,17,33,,
T,2019-04-02 02:54:56,30.31016921,78.09322842,9,630.000,,0.000,,18,33,,
T,2019-04-02 02:54:57,30.31016923,78.09322843,8,630.000,,0.000,,18,33,,
T,2019-04-02 02:54:58,30.31016924,78.09322843,8,630.000,,0.000,,18,33,,
T,2019-04-02 02:54:59,30.31016925,78.09322842,6,630.000,,0.000,,22,33,,
T,2019-04-02 02:55:00,30.31016925,78.09322839,6,630.000,,0.000,,22,33,,
T,2019-04-02 02:55:01,30.31016924,78.09322837,6,630.000,,0.000,,22,33,,
T,2019-04-02 02:55:02,30.31016925,78.09322834,6,630.000,,0.000,,22,33,,
T,2019-04-02 02:55:03,30.31016925,78.09322832,6,630.000,,0.000,,22,33,,
T,2019-04-02 02:55:04,30.31016926,78.09322833,6,630.000,,0.000,,22,33,,
T,2019-04-02 02:55:05,30.31016919,78.09322822,6,630.000,,0.000,,22,33,,
T,2019-04-02 02:55:06,30.31016920,78.09322824,6,630.000,,0.000,,22,33,,
T,2019-04-02 02:55:07,30.31016921,78.09322825,6,630.000,,0.000,,22,33,,
T,2019-04-02 02:55:08,30.31016923,78.09322812,6,629.000,,0.000,,22,33,,
T,2019-04-02 02:55:09,30.31016915,78.09322811,6,629.000,,0.000,,22,33,,
T,2019-04-02 02:55:10,30.31016911,78.09322804,6,629.000,,0.000,,22,33,,
T,2019-04-02 02:55:11,30.31016924,78.09322792,6,629.000,,0.000,,22,33,,
T,2019-04-02 02:55:12,30.31016925,78.09322795,6,629.000,,0.000,,22,33,,
T,2019-04-02 02:55:13,30.31016925,78.09322791,6,629.000,,0.000,,22,33,,
T,2019-04-02 02:55:14,30.31016921,78.09322793,6,629.000,,0.000,,22,33,,
T,2019-04-02 02:55:15,30.31016906,78.09322791,8,629.000,,0.000,,23,33,,
T,2019-04-02 02:55:16,30.31016906,78.09322792,8,629.000,,0.000,,23,33,,
T,2019-04-02 02:55:17,30.31016913,78.09322797,6,629.000,,0.000,,23,33,,
T,2019-04-02 02:55:18,30.31016913,78.09322796,6,629.000,,0.000,,23,33,,
T,2019-04-02 02:55:19,30.31016919,78.09322797,6,629.000,,0.000,,22,33,,
T,2019-04-02 02:55:20,30.31016927,78.09322793,5,629.000,,0.000,,23,33,,
T,2019-04-02 02:55:21,30.31016926,78.09322786,5,629.000,,0.000,,23,33,,
T,2019-04-02 02:55:22,30.31016930,78.09322788,6,629.000,,0.000,,23,33,,
T,2019-04-02 02:55:23,30.31018807,78.09318043,8,630.000,,2.390,310,23,33,,
T,2019-04-02 02:55:24,30.31022692,78.09312286,8,629.000,,4.060,311,23,33,,
T,2019-04-02 02:55:25,30.31031319,78.09301808,8,628.000,,5.310,308,23,33,,
T,2019-04-02 02:55:26,30.31028414,78.09296611,8,627.000,,4.700,290,23,33,,
T,2019-04-02 02:55:27,30.31030962,78.09290696,6,629.000,,5.230,285,23,33,,
T,2019-04-02 02:55:28,30.31033255,78.09284307,8,628.000,,5.410,288,23,33,,
T,2019-04-02 02:55:29,30.31033723,78.09280134,9,628.000,,5.050,285,23,33,,
T,2019-04-02 02:55:30,30.31040024,78.09275888,15,630.000,,5.040,311,23,33,,
T,2019-04-02 02:55:31,30.31042596,78.09269034,15,632.000,,5.400,307,23,33,,
T,2019-04-02 02:55:32,30.31044566,78.09263914,17,632.000,,5.440,306,23,33,,
T,2019-04-02 02:55:33,30.31044953,78.09255687,18,631.000,,6.020,300,23,33,,
T,2019-04-02 02:55:34,30.31044068,78.09249777,18,631.000,,5.720,299,22,33,,
T,2019-04-02 02:55:35,30.31043545,78.09245179,20,631.000,,5.180,302,21,33,,
T,2019-04-02 02:55:36,30.31046134,78.09238145,20,632.000,,5.790,303,21,33,,
T,2019-04-02 02:55:37,30.31045018,78.09236059,20,630.000,,4.860,302,21,33,,
T,2019-04-02 02:55:38,30.31051525,78.09228548,20,630.000,,5.790,306,21,33,,
T,2019-04-02 02:55:39,30.31060439,78.09218312,18,633.000,,7.760,308,20,33,,
T,2019-04-02 02:55:40,30.31066049,78.09210504,18,634.000,,7.590,307,20,33,,
T,2019-04-02 02:55:41,30.31066451,78.09201864,18,633.000,,7.540,305,20,33,,
T,2019-04-02 02:55:42,30.31069936,78.09198037,17,634.000,,6.800,307,20,33,,
T,2019-04-02 02:55:43,30.31074210,78.09189477,15,632.000,,7.340,305,20,33,,
T,2019-04-02 02:55:44,30.31078293,78.09182034,15,629.000,,7.910,310,20,33,,
T,2019-04-02 02:55:45,30.31082075,78.09176151,15,629.000,,7.740,308,20,33,,
T,2019-04-02 02:55:46,30.31086707,78.09169539,17,628.000,,7.860,311,20,33,,
T,2019-04-02 02:55:47,30.31087236,78.09164888,18,628.000,,6.680,304,20,33,,
T,2019-04-02 02:55:48,30.31094534,78.09157155,20,628.000,,8.000,310,20,33,,
T,2019-04-02 02:55:49,30.31099390,78.09152452,18,628.000,,7.780,315,20,32,,
T,2019-04-02 02:55:50,30.31102583,78.09136265,20,626.000,,9.300,302,20,32,,
T,2019-04-02 02:55:51,30.31109155,78.09128623,21,626.000,,9.450,305,20,32,,
T,2019-04-02 02:55:52,30.31117813,78.09123146,18,626.000,,9.770,310,20,32,,
T,2019-04-02 02:55:53,30.31123436,78.09115901,18,626.000,,9.610,309,20,32,,
T,2019-04-02 02:55:54,30.31126166,78.09109848,17,627.000,,7.420,309,20,32,,
T,2019-04-02 02:55:55,30.31130000,78.09103467,17,627.000,,7.330,309,20,32,,
T,2019-04-02 02:55:56,30.31134861,78.09097527,17,628.000,,6.570,313,20,32,,
T,2019-04-02 02:55:57,30.31138756,78.09093309,17,629.000,,6.530,314,20,32,,
T,2019-04-02 02:55:58,30.31145030,78.09084765,17,628.000,,7.290,311,21,32,,
T,2019-04-02 02:55:59,30.31148716,78.09078914,17,629.000,,7.000,309,21,32,,
T,2019-04-02 02:56:00,30.31154706,78.09070860,17,632.000,,7.680,307,21,32,,
T,2019-04-02 02:56:01,30.31152800,78.09060960,17,627.000,,7.520,298,21,32,,
T,2019-04-02 02:56:02,30.31159240,78.09051259,18,628.000,,8.550,302,21,32,,
T,2019-04-02 02:56:03,30.31162553,78.09047213,15,629.000,,7.320,307,21,32,,
T,2019-04-02 02:56:04,30.31165051,78.09041373,17,628.000,,7.180,308,21,32,,
T,2019-04-02 02:56:05,30.31168068,78.09034708,17,628.000,,7.180,304,21,32,,
