type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-03-08 16:28:27,30.29926726,78.07436357,5,607.000,,7.930,64,25,36,,
T,2019-03-08 16:28:28,30.29930202,78.07443986,5,607.000,,8.140,64,25,36,,
T,2019-03-08 16:28:29,30.29933271,78.07450230,5,606.000,,7.170,61,24,36,,
T,2019-03-08 16:28:30,30.29936899,78.07456672,5,607.000,,7.270,58,24,35,,
T,2019-03-08 16:28:31,30.29940179,78.07463158,5,608.000,,7.240,65,25,35,,
T,2019-03-08 16:28:32,30.29942820,78.07470843,5,608.000,,7.650,68,25,36,,
T,2019-03-08 16:28:33,30.29945792,78.07480265,5,609.000,,8.640,71,24,36,,
T,2019-03-08 16:28:34,30.29948063,78.07489128,5,609.000,,9.100,73,24,36,,
T,2019-03-08 16:28:35,30.29948286,78.07500404,5,609.000,,10.290,83,23,36,,
T,2019-03-08 16:28:36,30.29948925,78.07512249,5,609.000,,11.030,86,24,36,,
T,2019-03-08 16:28:37,30.29949045,78.07525674,5,608.000,,11.930,90,27,36,,
T,2019-03-08 16:28:38,30.29948558,78.07538899,5,607.000,,12.650,93,27,36,,
T,2019-03-08 16:28:39,30.29947519,78.07552642,5,607.000,,13.410,94,27,36,,
T,2019-03-08 16:28:40,30.29946307,78.07567537,5,607.000,,14.070,96,28,36,,
T,2019-03-08 16:28:41,30.29944684,78.07582651,5,607.000,,14.610,96,28,36,,
T,2019-03-08 16:28:42,30.29943737,78.07598210,5,607.000,,14.820,95,28,36,,
T,2019-03-08 16:28:43,30.29942432,78.07613629,5,606.000,,14.670,97,27,36,,
T,2019-03-08 16:28:44,30.29940915,78.07627322,5,606.000,,13.400,98,28,36,,
T,2019-03-08 16:28:45,30.29939134,78.07640048,5,606.000,,11.750,98,28,36,,
T,2019-03-08 16:28:46,30.29937950,78.07651684,5,605.000,,11.490,97,28,36,,
T,2019-03-08 16:28:47,30.29937204,78.07664215,5,605.000,,11.830,97,28,36,,
T,2019-03-08 16:28:48,30.29936275,78.07676813,5,605.000,,12.330,96,28,36,,
T,2019-03-08 16:28:49,30.29935129,78.07690378,5,605.000,,12.980,95,28,36,,
