index,type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
1,T,3/8/2019 16:27,30.29823422,78.06780277,8,611,,6.79,121,20,34,20190308-215720,GPS Logger: 20190308-215720
2,T,3/8/2019 16:27,30.29820763,78.06787511,6,609,,7.34,116,20,34,,
3,T,3/8/2019 16:27,30.2981863,78.06794253,8,613,,8.45,113,21,35,,
4,T,3/8/2019 16:27,30.29812696,78.06807137,5,605,,9.25,113,21,35,,
5,T,3/8/2019 16:27,30.29811661,78.06817236,5,604,,9.75,106,21,35,,
6,T,3/8/2019 16:27,30.29809455,78.06828762,5,604,,11.65,102,21,35,,
7,T,3/8/2019 16:27,30.29810072,78.0684004,5,603,,11.1,94,23,35,,
8,T,3/8/2019 16:27,30.29810818,78.068511,5,602,,11.4,93,23,35,,
9,T,3/8/2019 16:27,30.29810748,78.06863472,5,602,,11.72,92,23,35,,
10,T,3/8/2019 16:27,30.29810887,78.06875991,5,601,,11.76,93,23,35,,
11,T,3/8/2019 16:27,30.29809292,78.06888697,5,600,,11.2,93,24,35,,
12,T,3/8/2019 16:27,30.29807313,78.06899373,5,599,,10.3,97,24,35,,
13,T,3/8/2019 16:27,30.29807607,78.0690898,6,598,,9.47,90,24,35,,
14,T,3/8/2019 16:27,30.29809104,78.06918538,6,598,,9.46,89,24,35,,
15,T,3/8/2019 16:27,30.29808447,78.06929538,9,597,,9.64,91,24,35,,
16,T,3/8/2019 16:27,30.29806674,78.06939748,9,597,,9.47,95,26,35,,
17,T,3/8/2019 16:27,30.29805416,78.06948259,9,597,,8.85,96,25,35,,
18,T,3/8/2019 16:27,30.29806518,78.06954531,8,598,,7.52,92,25,35,,
19,T,3/8/2019 16:27,30.29806636,78.06961141,6,598,,6.94,94,25,36,,
20,T,3/8/2019 16:27,30.29806069,78.0696734,6,599,,6.18,95,25,36,,
21,T,3/8/2019 16:27,30.29803998,78.06975471,6,598,,6.41,95,24,36,,
22,T,3/8/2019 16:27,30.2980379,78.06983348,5,598,,6.65,88,27,36,,
23,T,3/8/2019 16:27,30.29804116,78.06990472,5,599,,5.96,87,27,36,,
24,T,3/8/2019 16:27,30.29803666,78.06996107,5,599,,5.34,89,27,36,,
25,T,3/8/2019 16:27,30.29804302,78.07001263,5,601,,4.97,80,27,36,,
26,T,3/8/2019 16:27,30.29805032,78.07007319,5,600,,5.25,80,27,36,,
27,T,3/8/2019 16:27,30.29805312,78.07014004,5,599,,5.85,81,27,36,,
28,T,3/8/2019 16:27,30.29805975,78.07021051,5,600,,6.47,81,28,36,,
29,T,3/8/2019 16:27,30.29806325,78.07029903,5,601,,7.24,81,27,36,,
30,T,3/8/2019 16:27,30.29808242,78.07037682,5,602,,7.77,77,27,36,,
31,T,3/8/2019 16:27,30.2980994,78.07047568,5,603,,8.53,78,29,36,,
32,T,3/8/2019 16:27,30.29811824,78.07058697,5,601,,9.9,77,29,36,,
33,T,3/8/2019 16:27,30.29813888,78.07068773,5,601,,10.15,77,28,35,,
34,T,3/8/2019 16:27,30.29816023,78.07080327,5,602,,10.91,79,28,36,,
35,T,3/8/2019 16:27,30.29818424,78.07091874,6,602,,11.05,78,28,36,,
36,T,3/8/2019 16:27,30.29821092,78.07104427,6,603,,11.52,77,28,36,,
37,T,3/8/2019 16:27,30.29824468,78.07118541,5,603,,12.45,78,29,36,,
38,T,3/8/2019 16:27,30.29827984,78.07132539,5,603,,13.05,76,29,36,,
39,T,3/8/2019 16:27,30.29831226,78.07147366,5,604,,13.24,76,29,36,,
40,T,3/8/2019 16:27,30.29833989,78.07161337,6,604,,13.4,77,29,36,,
41,T,3/8/2019 16:28,30.29835767,78.0717315,6,603,,12.83,78,28,36,,
42,T,3/8/2019 16:28,30.2983822,78.07185597,8,602,,12.49,76,28,36,,
43,T,3/8/2019 16:28,30.29839356,78.07192701,6,602,,10.58,79,28,36,,
44,T,3/8/2019 16:28,30.29840957,78.07204607,6,601,,11.1,79,28,36,,
45,T,3/8/2019 16:28,30.29843151,78.07216958,6,601,,11.42,77,28,36,,
46,T,3/8/2019 16:28,30.29845421,78.07228928,6,601,,11.75,75,28,36,,
47,T,3/8/2019 16:28,30.29849558,78.07241813,5,602,,12.42,70,28,36,,
48,T,3/8/2019 16:28,30.29853799,78.07253781,5,603,,12.52,68,28,36,,
49,T,3/8/2019 16:28,30.29857724,78.07265717,5,602,,13,66,28,36,,
50,T,3/8/2019 16:28,30.29862322,78.07278293,5,603,,13.3,66,27,36,,
51,T,3/8/2019 16:28,30.29867785,78.07291421,5,603,,13.55,65,28,36,,
52,T,3/8/2019 16:28,30.29872868,78.07304409,5,603,,13.54,65,28,35,,
53,T,3/8/2019 16:28,30.29878016,78.07317457,5,603,,13.55,65,27,36,,
54,T,3/8/2019 16:28,30.2988357,78.07330032,5,604,,13.78,65,27,36,,
55,T,3/8/2019 16:28,30.29888331,78.07341051,5,605,,12.11,63,28,36,,
56,T,3/8/2019 16:28,30.29891732,78.07351035,5,605,,10.14,67,28,36,,
57,T,3/8/2019 16:28,30.29894487,78.07357871,5,605,,7.93,65,28,36,,
58,T,3/8/2019 16:28,30.29897405,78.07365355,5,605,,8.05,65,27,36,,
59,T,3/8/2019 16:28,30.29900575,78.07373277,5,605,,8.62,65,26,36,,
60,T,3/8/2019 16:28,30.29904036,78.07381866,5,605,,9.12,65,26,36,,
61,T,3/8/2019 16:28,30.29907424,78.07390171,5,606,,9.14,65,25,36,,
62,T,3/8/2019 16:28,30.29910232,78.0739744,5,607,,8,65,24,36,,
63,T,3/8/2019 16:28,30.29911993,78.07402493,5,607,,6.33,68,26,35,,
64,T,3/8/2019 16:28,30.29914179,78.07409429,5,607,,6.07,68,26,36,,
65,T,3/8/2019 16:28,30.29916914,78.07415256,5,607,,6.33,63,26,36,,
66,T,3/8/2019 16:28,30.2991975,78.07421704,5,607,,7.02,63,25,36,,
67,T,3/8/2019 16:28,30.29923545,78.07428918,5,606,,7.79,64,25,36,,
68,T,3/8/2019 16:28,30.29926726,78.07436357,5,607,,7.93,64,25,36,,
69,T,3/8/2019 16:28,30.29930202,78.07443986,5,607,,8.14,64,25,36,,
70,T,3/8/2019 16:28,30.29933271,78.0745023,5,606,,7.17,61,24,36,,
71,T,3/8/2019 16:28,30.29936899,78.07456672,5,607,,7.27,58,24,35,,
72,T,3/8/2019 16:28,30.29940179,78.07463158,5,608,,7.24,65,25,35,,
73,T,3/8/2019 16:28,30.2994282,78.07470843,5,608,,7.65,68,25,36,,
74,T,3/8/2019 16:28,30.29945792,78.07480265,5,609,,8.64,71,24,36,,
75,T,3/8/2019 16:28,30.29948063,78.07489128,5,609,,9.1,73,24,36,,
76,T,3/8/2019 16:28,30.29948286,78.07500404,5,609,,10.29,83,23,36,,
77,T,3/8/2019 16:28,30.29948925,78.07512249,5,609,,11.03,86,24,36,,
78,T,3/8/2019 16:28,30.29949045,78.07525674,5,608,,11.93,90,27,36,,
79,T,3/8/2019 16:28,30.29948558,78.07538899,5,607,,12.65,93,27,36,,
80,T,3/8/2019 16:28,30.29947519,78.07552642,5,607,,13.41,94,27,36,,
81,T,3/8/2019 16:28,30.29946307,78.07567537,5,607,,14.07,96,28,36,,
82,T,3/8/2019 16:28,30.29944684,78.07582651,5,607,,14.61,96,28,36,,
83,T,3/8/2019 16:28,30.29943737,78.0759821,5,607,,14.82,95,28,36,,
84,T,3/8/2019 16:28,30.29942432,78.07613629,5,606,,14.67,97,27,36,,
85,T,3/8/2019 16:28,30.29940915,78.07627322,5,606,,13.4,98,28,36,,
86,T,3/8/2019 16:28,30.29939134,78.07640048,5,606,,11.75,98,28,36,,
87,T,3/8/2019 16:28,30.2993795,78.07651684,5,605,,11.49,97,28,36,,
88,T,3/8/2019 16:28,30.29937204,78.07664215,5,605,,11.83,97,28,36,,
89,T,3/8/2019 16:28,30.29936275,78.07676813,5,605,,12.33,96,28,36,,
90,T,3/8/2019 16:28,30.29935129,78.07690378,5,605,,12.98,95,28,36,,
91,T,3/8/2019 16:28,30.29934314,78.07703817,5,605,,12.93,95,29,36,,
92,T,3/8/2019 16:28,30.29932759,78.07716937,5,604,,12.15,97,29,36,,
93,T,3/8/2019 16:28,30.29930897,78.07728048,5,603,,10.84,98,12,19,,
94,T,3/8/2019 16:28,30.29930975,78.07736572,5,604,,8.13,100,12,19,,
95,T,3/8/2019 16:28,30.29929733,78.07744884,5,604,,8.12,100,12,18,,
96,T,3/8/2019 16:28,30.29927943,78.07751903,5,604,,7.47,100,12,18,,
97,T,3/8/2019 16:28,30.2992737,78.07759028,5,603,,7.19,95,16,35,,
98,T,3/8/2019 16:28,30.29926544,78.07766632,5,604,,8.18,96,13,19,,
99,T,3/8/2019 16:28,30.29925317,78.07775716,5,605,,9.19,97,11,19,,
100,T,3/8/2019 16:28,30.29923485,78.07785265,5,606,,10.26,96,10,18,,
101,T,3/8/2019 16:29,30.29922296,78.07797874,5,605,,11.16,95,13,19,,
102,T,3/8/2019 16:29,30.2992163,78.07809849,5,605,,11.64,94,12,18,,
103,T,3/8/2019 16:29,30.29920545,78.07822186,5,605,,12,95,10,17,,
104,T,3/8/2019 16:29,30.29919936,78.0783501,5,606,,12.61,96,16,35,,
105,T,3/8/2019 16:29,30.29917528,78.07847529,5,606,,12.18,95,15,21,,
106,T,3/8/2019 16:29,30.29916178,78.07859756,6,607,,11.54,96,11,19,,
107,T,3/8/2019 16:29,30.29914891,78.07872329,6,607,,11.01,97,14,20,,
108,T,3/8/2019 16:29,30.29913214,78.07883139,6,606,,10.89,98,15,35,,
109,T,3/8/2019 16:29,30.29912187,78.07895721,6,607,,11.8,98,14,20,,
110,T,3/8/2019 16:29,30.29909543,78.07907916,6,607,,11.95,98,14,20,,
111,T,3/8/2019 16:29,30.29908093,78.07919246,6,606,,11.25,99,12,18,,
112,T,3/8/2019 16:29,30.29906591,78.07930799,8,606,,11.24,99,12,18,,
113,T,3/8/2019 16:29,30.29903658,78.07941562,8,606,,10.98,103,12,17,,
114,T,3/8/2019 16:29,30.29900962,78.07954057,6,606,,11.71,102,17,34,,
115,T,3/8/2019 16:29,30.29898218,78.07965379,5,607,,11.64,105,17,34,,
116,T,3/8/2019 16:29,30.29894955,78.07975703,6,606,,11.22,107,17,35,,
117,T,3/8/2019 16:29,30.29891331,78.07984764,6,606,,10.39,110,17,35,,
118,T,3/8/2019 16:29,30.29889647,78.07993533,8,605,,9.59,107,20,36,,
119,T,3/8/2019 16:29,30.29890472,78.08000784,6,606,,8,100,23,36,,
120,T,3/8/2019 16:29,30.29891528,78.08008811,6,606,,7.37,94,23,36,,
121,T,3/8/2019 16:29,30.29891455,78.08015058,5,607,,6.74,87,27,36,,
122,T,3/8/2019 16:29,30.29892029,78.08021034,5,607,,6.24,82,26,35,,
123,T,3/8/2019 16:29,30.298935,78.08027862,5,607,,6.32,80,27,36,,
124,T,3/8/2019 16:29,30.2989406,78.08034779,5,607,,6.43,80,27,36,,
125,T,3/8/2019 16:29,30.29895058,78.08041456,6,607,,6.46,79,27,36,,
126,T,3/8/2019 16:29,30.29899804,78.08052452,6,607,,7.96,74,27,36,,
127,T,3/8/2019 16:29,30.29901519,78.08060523,5,608,,7.9,75,26,36,,
128,T,3/8/2019 16:29,30.29904256,78.08069406,5,608,,8.19,75,26,36,,
129,T,3/8/2019 16:29,30.29906721,78.08080595,5,608,,9.19,79,27,36,,
130,T,3/8/2019 16:29,30.29906109,78.08089548,5,607,,8.86,83,28,36,,
131,T,3/8/2019 16:29,30.2990672,78.08096165,5,608,,8.22,83,28,36,,
132,T,3/8/2019 16:29,30.29907986,78.08104856,5,608,,8.01,83,28,36,,
133,T,3/8/2019 16:29,30.29909149,78.08113876,5,608,,8.84,81,28,36,,
134,T,3/8/2019 16:29,30.29909553,78.0812356,5,608,,9.64,85,28,36,,
135,T,3/8/2019 16:29,30.29910852,78.0813422,5,608,,10.23,83,28,35,,
136,T,3/8/2019 16:29,30.29912387,78.08144705,5,607,,10.58,80,28,35,,
137,T,3/8/2019 16:29,30.29914819,78.08155366,5,607,,10.69,75,28,35,,
138,T,3/8/2019 16:29,30.29918416,78.08165849,5,607,,10.69,71,28,35,,
139,T,3/8/2019 16:29,30.29922148,78.08175369,5,607,,10.15,67,28,35,,
140,T,3/8/2019 16:29,30.29925742,78.08185675,5,606,,10.46,68,28,35,,
141,T,3/8/2019 16:29,30.29929552,78.08195137,5,607,,10.26,68,26,35,,
142,T,3/8/2019 16:29,30.29932867,78.08204457,5,606,,9.66,68,27,35,,
143,T,3/8/2019 16:29,30.29935763,78.08214183,5,606,,9.66,70,26,35,,
144,T,3/8/2019 16:29,30.29937336,78.08222464,5,605,,9.34,68,16,19,,
145,T,3/8/2019 16:29,30.29939402,78.0823129,5,605,,9.66,67,12,18,,
146,T,3/8/2019 16:29,30.29943514,78.08240731,5,605,,10.01,65,12,18,,
147,T,3/8/2019 16:29,30.2994739,78.08250139,5,605,,10.01,65,12,18,,
148,T,3/8/2019 16:29,30.29951945,78.08258494,5,601,,9.84,64,13,18,,
149,T,3/8/2019 16:29,30.29956242,78.08267679,5,601,,9.8,65,11,16,,
150,T,3/8/2019 16:29,30.29958549,78.0827762,5,601,,9.75,73,14,18,,
151,T,3/8/2019 16:29,30.29960502,78.08287375,6,601,,8.47,80,11,16,,
152,T,3/8/2019 16:29,30.2996188,78.08296397,6,602,,7.98,85,12,19,,
153,T,3/8/2019 16:29,30.29961519,78.08305259,6,602,,8.04,92,11,16,,
154,T,3/8/2019 16:29,30.29961494,78.08313198,6,601,,8.52,94,13,18,,
155,T,3/8/2019 16:29,30.2996066,78.08323626,6,601,,9.46,94,14,18,,
156,T,3/8/2019 16:29,30.29960274,78.08333195,6,601,,10.06,94,14,18,,
157,T,3/8/2019 16:29,30.29959067,78.08344022,6,600,,10.72,95,11,18,,
158,T,3/8/2019 16:29,30.29957114,78.08356476,6,599,,11.35,95,10,16,,
159,T,3/8/2019 16:29,30.29956067,78.0836886,6,599,,11.95,94,13,18,,
160,T,3/8/2019 16:29,30.29954881,78.08381008,6,600,,12.54,94,13,18,,
161,T,3/8/2019 16:30,30.29954029,78.08394632,6,599,,13.21,95,11,16,,
162,T,3/8/2019 16:30,30.29953466,78.08408489,6,599,,13.73,95,12,19,,
163,T,3/8/2019 16:30,30.29952111,78.08422806,6,598,,14.05,96,12,18,,
164,T,3/8/2019 16:30,30.29951173,78.08437289,5,598,,14.14,95,14,19,,
165,T,3/8/2019 16:30,30.29949518,78.08451892,6,598,,14.65,95,9,14,,
166,T,3/8/2019 16:30,30.29947414,78.08467177,5,599,,14.8,98,13,18,,
167,T,3/8/2019 16:30,30.29945708,78.08482848,5,599,,14.2,96,9,14,,
168,T,3/8/2019 16:30,30.29944431,78.0849754,6,599,,14.2,96,9,14,,
169,T,3/8/2019 16:30,30.29943803,78.08511627,5,599,,13.59,94,8,14,,
170,T,3/8/2019 16:30,30.29944261,78.08524072,6,600,,12.57,93,12,19,,
171,T,3/8/2019 16:30,30.29946358,78.0853784,6,600,,12.41,87,10,16,,
172,T,3/8/2019 16:30,30.29946989,78.08550728,8,600,,12.41,87,10,16,,
173,T,3/8/2019 16:30,30.29948671,78.08562112,8,602,,12.08,85,12,19,,
174,T,3/8/2019 16:30,30.29950239,78.08574917,8,603,,11.93,85,10,17,,
175,T,3/8/2019 16:30,30.29950094,78.08585432,8,602,,11.58,85,12,18,,
176,T,3/8/2019 16:30,30.29948636,78.08598719,8,601,,11.65,84,12,18,,
177,T,3/8/2019 16:30,30.29949499,78.0861189,8,600,,11.71,84,12,17,,
178,T,3/8/2019 16:30,30.29950023,78.08622837,8,598,,11.24,85,12,17,,
179,T,3/8/2019 16:30,30.29950935,78.08633658,8,598,,10.6,84,13,18,,
180,T,3/8/2019 16:30,30.2995141,78.08643842,8,599,,9.97,84,13,18,,
181,T,3/8/2019 16:30,30.29952201,78.08654537,8,605,,9.58,84,13,18,,
182,T,3/8/2019 16:30,30.2995252,78.08663514,8,603,,9.13,84,13,18,,
183,T,3/8/2019 16:30,30.29953448,78.0867275,8,601,,8.36,84,12,18,,
184,T,3/8/2019 16:30,30.29953699,78.08680929,8,600,,7.43,82,12,19,,
185,T,3/8/2019 16:30,30.29954686,78.08688578,9,599,,7.43,82,12,19,,
186,T,3/8/2019 16:30,30.29956616,78.08695585,8,598,,6.89,69,12,17,,
187,T,3/8/2019 16:30,30.29959171,78.08702662,8,598,,7.36,64,9,16,,
188,T,3/8/2019 16:30,30.2996216,78.08709703,9,598,,7.49,61,11,19,,
189,T,3/8/2019 16:30,30.29966411,78.087178,9,598,,8.81,58,11,19,,
190,T,3/8/2019 16:30,30.2997066,78.08725611,8,597,,9.42,58,8,16,,
191,T,3/8/2019 16:30,30.29975206,78.08733886,9,597,,9.42,58,8,16,,
192,T,3/8/2019 16:30,30.29979762,78.08742747,8,597,,10.46,58,7,18,,
193,T,3/8/2019 16:30,30.299851,78.08752368,9,597,,10.64,59,10,17,,
194,T,3/8/2019 16:30,30.29990767,78.08762506,8,597,,10.55,57,10,17,,
195,T,3/8/2019 16:30,30.29995995,78.0877167,9,597,,10.55,57,10,17,,
196,T,3/8/2019 16:30,30.2999885,78.0878013,9,598,,10.89,63,11,18,,
197,T,3/8/2019 16:30,30.30002928,78.08789552,8,598,,10.59,64,11,18,,
198,T,3/8/2019 16:30,30.30007531,78.08798841,8,599,,10.59,68,10,16,,
199,T,3/8/2019 16:30,30.30011164,78.08809017,9,604,,10.58,68,10,16,,
200,T,3/8/2019 16:30,30.30015068,78.08819745,9,603,,11.11,67,10,16,,
201,T,3/8/2019 16:30,30.3001906,78.08832172,9,603,,11.48,70,13,33,,
202,T,3/8/2019 16:30,30.30023518,78.08844457,8,602,,12.18,71,14,33,,
203,T,3/8/2019 16:30,30.30027035,78.08857111,6,602,,12.76,72,15,33,,
204,T,3/8/2019 16:30,30.30030204,78.08869836,6,602,,12.8,73,17,33,,
205,T,3/8/2019 16:30,30.30036141,78.08883281,8,602,,13.52,68,17,33,,
206,T,3/8/2019 16:30,30.3003796,78.08891003,8,600,,11.12,71,17,33,,
207,T,3/8/2019 16:30,30.30041181,78.08911803,8,599,,14.52,76,17,33,,
208,T,3/8/2019 16:30,30.30044429,78.08927864,8,598,,15.34,78,19,33,,
209,T,3/8/2019 16:30,30.30049123,78.089502,6,595,,15.86,78,19,32,,
210,T,3/8/2019 16:30,30.3005202,78.08965732,6,595,,14.94,78,21,33,,
211,T,3/8/2019 16:30,30.30056008,78.08980836,6,596,,14.36,76,21,33,,
212,T,3/8/2019 16:30,30.30060136,78.08996583,6,602,,14.19,76,21,33,,
213,T,3/8/2019 16:30,30.30063302,78.09011534,6,600,,14.59,76,22,33,,
214,T,3/8/2019 16:30,30.30066885,78.09026367,6,598,,14.53,76,21,33,,
215,T,3/8/2019 16:30,30.30070428,78.09039619,5,597,,13.79,75,21,33,,
216,T,3/8/2019 16:30,30.30073421,78.09051617,5,596,,12.56,75,22,32,,
217,T,3/8/2019 16:30,30.30076585,78.09064624,5,594,,12.7,74,22,33,,
218,T,3/8/2019 16:30,30.3007973,78.09077072,5,593,,12.52,75,23,33,,
219,T,3/8/2019 16:30,30.30082643,78.09088239,6,593,,11.99,75,23,33,,
220,T,3/8/2019 16:30,30.30084339,78.09099215,6,593,,11.73,76,23,33,,
221,T,3/8/2019 16:31,30.30087275,78.09112253,6,592,,12.19,75,23,33,,
222,T,3/8/2019 16:31,30.30090368,78.09125494,6,594,,12.65,75,23,33,,
223,T,3/8/2019 16:31,30.30093189,78.09138963,8,593,,12.86,76,23,33,,
224,T,3/8/2019 16:31,30.30096139,78.09152783,8,595,,13.42,76,24,33,,
225,T,3/8/2019 16:31,30.30099757,78.09166836,8,596,,13.86,76,24,32,,
226,T,3/8/2019 16:31,30.30102658,78.09181054,8,595,,13.89,75,24,33,,
227,T,3/8/2019 16:31,30.30107382,78.09196923,8,595,,14.61,73,24,33,,
228,T,3/8/2019 16:31,30.30110943,78.0921046,8,596,,14.23,73,24,33,,
229,T,3/8/2019 16:31,30.30110679,78.09215802,6,595,,11.54,74,24,33,,
230,T,3/8/2019 16:31,30.30114976,78.09227118,6,595,,11.72,69,24,34,,
231,T,3/8/2019 16:31,30.30115872,78.09232605,5,595,,9.29,70,24,34,,
232,T,3/8/2019 16:31,30.30117804,78.0924065,6,595,,8.71,71,24,34,,
233,T,3/8/2019 16:31,30.30119255,78.0924717,6,594,,7.68,73,24,34,,
234,T,3/8/2019 16:31,30.30119365,78.09253657,5,596,,7.29,78,24,34,,
235,T,3/8/2019 16:31,30.3012078,78.09260743,5,596,,7.39,79,25,33,,
236,T,3/8/2019 16:31,30.30122126,78.09269059,6,597,,7.83,80,25,34,,
237,T,3/8/2019 16:31,30.30123798,78.09278382,6,597,,8.53,80,26,34,,
238,T,3/8/2019 16:31,30.30126477,78.09288808,6,598,,9.41,78,26,34,,
239,T,3/8/2019 16:31,30.3012869,78.0930036,6,598,,10.27,79,25,34,,
240,T,3/8/2019 16:31,30.30131061,78.09312969,8,597,,11.25,79,25,35,,
241,T,3/8/2019 16:31,30.30133527,78.09325451,8,597,,11.77,78,25,35,,
242,T,3/8/2019 16:31,30.30138933,78.09341847,8,598,,11.93,74,15,19,,
243,T,3/8/2019 16:31,30.30139596,78.09349707,6,599,,10.1,76,8,15,,
244,T,3/8/2019 16:31,30.3014091,78.09360513,5,597,,8.19,82,11,19,,
245,T,3/8/2019 16:31,30.3014088,78.09366799,6,596,,7.32,82,13,20,,
246,T,3/8/2019 16:31,30.3014179,78.09374338,6,596,,7.32,82,13,20,,
247,T,3/8/2019 16:31,30.30142618,78.09378762,6,597,,6.4,81,12,19,,
248,T,3/8/2019 16:31,30.30143488,78.09385345,8,597,,6.4,81,12,19,,
249,T,3/8/2019 16:31,30.30149542,78.09389934,6,598,,6.77,46,11,17,,
250,T,3/8/2019 16:31,30.30154256,78.09395048,6,599,,7.4,42,9,17,,
251,T,3/8/2019 16:31,30.30159192,78.09400228,8,599,,7.4,42,9,17,,
252,T,3/8/2019 16:31,30.30164815,78.09405952,8,600,,7.95,39,10,19,,
253,T,3/8/2019 16:31,30.30170923,78.09412126,9,598,,8.43,40,8,17,,
254,T,3/8/2019 16:31,30.30176746,78.09417762,11,598,,8.43,40,8,17,,
255,T,3/8/2019 16:31,30.30184669,78.09425364,8,599,,10.02,39,7,16,,
256,T,3/8/2019 16:31,30.30193092,78.09434116,8,600,,10.27,39,10,18,,
257,T,3/8/2019 16:31,30.30200387,78.09442422,8,601,,10.76,42,11,18,,
258,T,3/8/2019 16:31,30.30208595,78.09449634,8,601,,11.03,39,9,16,,
259,T,3/8/2019 16:31,30.30216312,78.0945688,11,601,,11.03,39,9,16,,
260,T,3/8/2019 16:31,30.30224629,78.09465447,8,602,,12.18,41,10,19,,
261,T,3/8/2019 16:31,30.30232988,78.09473673,8,603,,12.18,41,10,19,,
262,T,3/8/2019 16:31,30.30242445,78.0948155,8,604,,12.38,40,10,18,,
263,T,3/8/2019 16:31,30.3025076,78.09491361,9,604,,12.61,40,11,19,,
264,T,3/8/2019 16:31,30.30260205,78.09500638,9,604,,13.29,40,11,18,,
265,T,3/8/2019 16:31,30.30269483,78.09509191,9,603,,13.02,40,9,17,,
266,T,3/8/2019 16:31,30.30278516,78.09517841,11,603,,13.02,40,9,17,,
267,T,3/8/2019 16:31,30.30286074,78.0952186,11,603,,12.05,41,11,19,,
268,T,3/8/2019 16:31,30.3029533,78.09529891,12,601,,12.03,41,9,17,,
269,T,3/8/2019 16:31,30.30302935,78.09538481,14,602,,11.72,41,10,19,,
270,T,3/8/2019 16:31,30.30312331,78.09548254,17,602,,11.97,42,8,17,,
271,T,3/8/2019 16:31,30.30320066,78.09556458,17,602,,11.96,42,10,20,,
272,T,3/8/2019 16:31,30.30328136,78.0956471,20,602,,11.96,42,10,20,,
273,T,3/8/2019 16:31,30.30335077,78.09572271,18,603,,11.45,41,9,18,,
274,T,3/8/2019 16:31,30.30342897,78.09580049,20,603,,11.45,41,9,18,,
275,T,3/8/2019 16:31,30.30350719,78.09587316,12,604,,11.44,41,10,19,,
276,T,3/8/2019 16:31,30.30358513,78.09595117,14,604,,11.44,41,10,19,,
277,T,3/8/2019 16:31,30.30361783,78.09598273,14,604,,9.34,39,11,18,,
278,T,3/8/2019 16:31,30.30366872,78.09601016,12,604,,7.53,31,11,17,,
279,T,3/8/2019 16:31,30.30372685,78.09605078,14,604,,7.53,31,11,17,,
280,T,3/8/2019 16:31,30.30377054,78.09607117,11,605,,6.9,32,11,20,,
281,T,3/8/2019 16:32,30.30382366,78.09610862,11,606,,6.9,31,11,20,,
282,T,3/8/2019 16:32,30.3038621,78.09614662,11,606,,6.75,39,12,19,,
283,T,3/8/2019 16:32,30.30391784,78.09618923,8,608,,8.73,43,10,17,,
284,T,3/8/2019 16:32,30.30397742,78.09624563,9,608,,8.72,42,9,19,,
