type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-04-12 03:20:47,30.32266378,78.06843821,5,639.000,,8.910,277,26,35,20190412-085047,GPS Logger: 20190412-085047
T,2019-04-12 03:20:48,30.32265215,78.06835777,5,638.000,,8.370,274,28,35,,
T,2019-04-12 03:20:49,30.32265837,78.06826999,5,637.000,,7.860,271,28,35,,
T,2019-04-12 03:20:50,30.32265771,78.06819460,5,637.000,,7.120,272,28,35,,
T,2019-04-12 03:20:51,30.32265926,78.06812163,6,637.000,,6.330,274,27,35,,
T,2019-04-12 03:20:52,30.32267269,78.06807909,5,636.000,,4.860,282,27,35,,
T,2019-04-12 03:20:53,30.32268748,78.06802387,5,637.000,,4.760,286,27,35,,
T,2019-04-12 03:20:54,30.32271700,78.06796725,5,637.000,,5.650,292,27,35,,
T,2019-04-12 03:20:55,30.32273566,78.06790273,5,638.000,,6.390,280,28,35,,
T,2019-04-12 03:20:56,30.32274835,78.06783092,5,637.000,,6.370,282,28,35,,
T,2019-04-12 03:20:57,30.32278015,78.06775179,5,637.000,,7.530,288,27,35,,
T,2019-04-12 03:20:58,30.32279276,78.06768788,5,637.000,,7.490,290,27,35,,
T,2019-04-12 03:20:59,30.32280319,78.06763046,5,637.000,,6.400,284,27,35,,
T,2019-04-12 03:21:00,30.32281971,78.06756143,5,638.000,,6.610,283,27,35,,
T,2019-04-12 03:21:01,30.32283364,78.06749566,5,639.000,,6.900,280,27,35,,
T,2019-04-12 03:21:02,30.32283221,78.06742447,5,638.000,,7.030,278,27,35,,
T,2019-04-12 03:21:03,30.32284591,78.06735039,5,639.000,,6.990,282,28,35,,
T,2019-04-12 03:21:04,30.32287406,78.06728824,5,638.000,,6.630,294,27,35,,
T,2019-04-12 03:21:05,30.32290292,78.06722832,5,638.000,,6.460,295,28,35,,
T,2019-04-12 03:21:06,30.32292328,78.06715864,5,638.000,,6.640,292,29,35,,
T,2019-04-12 03:21:07,30.32294271,78.06709471,5,639.000,,6.550,292,29,36,,
T,2019-04-12 03:21:08,30.32296816,78.06702313,5,639.000,,7.160,293,29,35,,
T,2019-04-12 03:21:09,30.32299326,78.06695351,5,640.000,,7.260,295,29,36,,
T,2019-04-12 03:21:10,30.32301280,78.06687778,5,640.000,,7.680,291,28,35,,
T,2019-04-12 03:21:11,30.32302709,78.06680186,5,640.000,,7.610,281,28,35,,
T,2019-04-12 03:21:12,30.32303780,78.06670860,5,640.000,,8.650,281,28,35,,
T,2019-04-12 03:21:13,30.32306594,78.06662015,5,641.000,,8.770,285,28,35,,
T,2019-04-12 03:21:14,30.32308733,78.06652279,5,641.000,,9.140,285,28,35,,
T,2019-04-12 03:21:15,30.32311490,78.06642498,5,642.000,,9.500,287,27,36,,
T,2019-04-12 03:21:16,30.32314043,78.06632231,5,642.000,,9.860,286,28,36,,
T,2019-04-12 03:21:17,30.32316434,78.06622241,5,641.000,,10.350,287,28,36,,
T,2019-04-12 03:21:18,30.32319373,78.06611562,5,640.000,,10.410,287,28,36,,
T,2019-04-12 03:21:19,30.32322915,78.06601552,5,640.000,,10.440,289,27,36,,
T,2019-04-12 03:21:20,30.32325858,78.06589671,5,638.000,,10.810,290,27,35,,
T,2019-04-12 03:21:21,30.32329606,78.06578276,5,639.000,,11.080,290,28,35,,
T,2019-04-12 03:21:22,30.32333927,78.06567204,5,639.000,,11.140,291,28,35,,
T,2019-04-12 03:21:23,30.32336780,78.06556512,5,639.000,,11.210,287,27,35,,
T,2019-04-12 03:21:24,30.32340145,78.06545449,5,638.000,,11.040,288,27,35,,
T,2019-04-12 03:21:25,30.32342676,78.06534298,5,638.000,,11.120,288,27,35,,
T,2019-04-12 03:21:26,30.32345413,78.06524660,5,638.000,,10.180,287,27,35,,
T,2019-04-12 03:21:27,30.32348668,78.06514610,5,639.000,,9.690,291,27,35,,
T,2019-04-12 03:21:28,30.32352281,78.06505128,5,639.000,,9.840,294,28,36,,
T,2019-04-12 03:21:29,30.32355460,78.06495295,5,640.000,,9.940,290,28,36,,
T,2019-04-12 03:21:30,30.32358300,78.06485830,5,640.000,,9.870,290,29,37,,
T,2019-04-12 03:21:31,30.32361408,78.06476632,5,639.000,,9.390,290,29,37,,
T,2019-04-12 03:21:32,30.32364179,78.06467928,5,639.000,,9.030,290,29,37,,
T,2019-04-12 03:21:33,30.32364970,78.06460490,5,640.000,,7.540,284,29,38,,
T,2019-04-12 03:21:34,30.32368874,78.06452102,5,642.000,,8.230,294,28,38,,
T,2019-04-12 03:21:35,30.32370885,78.06444503,5,642.000,,7.720,289,28,38,,
T,2019-04-12 03:21:36,30.32373363,78.06436877,5,643.000,,7.940,290,28,38,,
T,2019-04-12 03:21:37,30.32375709,78.06429965,5,642.000,,7.320,290,29,37,,
T,2019-04-12 03:21:38,30.32377797,78.06423379,5,642.000,,6.360,293,29,37,,
T,2019-04-12 03:21:39,30.32380026,78.06416322,5,643.000,,6.200,292,29,37,,
T,2019-04-12 03:21:40,30.32381810,78.06411266,5,643.000,,5.500,292,29,37,,
T,2019-04-12 03:21:41,30.32383355,78.06406161,5,643.000,,5.030,294,29,37,,
