type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
W,2019-04-18 03:07:00,30.32259862,78.07037165,5,638.000,,0.000,,14,20,,Vikram end
W,2019-04-18 03:09:04,30.32264883,78.07023445,5,634.000,,0.230,311,28,41,,2 Walk
T,2019-04-18 02:59:29,30.31012663,78.09293374,11,596.000,,2.060,293,22,37,20190418-082929,GPS Logger: 20190418-082929
T,2019-04-18 02:59:30,30.31013693,78.09289900,9,603.000,,2.970,293,23,37,,
T,2019-04-18 02:59:31,30.31015040,78.09285005,9,605.000,,3.730,293,23,37,,
T,2019-04-18 02:59:32,30.31016616,78.09279552,9,607.000,,4.020,286,23,37,,
T,2019-04-18 02:59:33,30.31018280,78.09274350,9,604.000,,3.670,285,23,37,,
T,2019-04-18 02:59:34,30.31019609,78.09269758,11,604.000,,3.810,284,24,37,,
T,2019-04-18 02:59:35,30.31020442,78.09266172,11,603.000,,3.370,282,24,37,,
T,2019-04-18 02:59:36,30.31021239,78.09262134,12,602.000,,3.690,282,23,37,,
T,2019-04-18 02:59:37,30.31022020,78.09257816,12,602.000,,4.420,281,22,37,,
T,2019-04-18 02:59:38,30.31022936,78.09253235,12,604.000,,4.600,283,23,37,,
T,2019-04-18 02:59:39,30.31030391,78.09244079,12,604.000,,5.180,293,23,37,,
T,2019-04-18 02:59:40,30.31034284,78.09239848,11,606.000,,4.390,309,23,37,,
T,2019-04-18 02:59:41,30.31037259,78.09230047,11,606.000,,5.300,301,24,37,,
T,2019-04-18 02:59:42,30.31039951,78.09225203,11,606.000,,5.500,311,24,37,,
T,2019-04-18 02:59:43,30.31043826,78.09218485,11,609.000,,5.510,311,23,37,,
T,2019-04-18 02:59:44,30.31048155,78.09211572,11,606.000,,5.740,313,23,37,,
T,2019-04-18 02:59:45,30.31051554,78.09206053,11,608.000,,4.760,316,23,37,,
T,2019-04-18 02:59:46,30.31056262,78.09198834,11,609.000,,5.180,314,23,37,,
T,2019-04-18 02:59:47,30.31061169,78.09193728,12,610.000,,5.840,312,24,37,,
T,2019-04-18 02:59:48,30.31064955,78.09188013,11,612.000,,6.430,309,24,37,,
T,2019-04-18 02:59:49,30.31070442,78.09180732,11,611.000,,7.040,314,24,37,,
T,2019-04-18 02:59:50,30.31076177,78.09173780,12,611.000,,7.430,315,23,37,,
T,2019-04-18 02:59:51,30.31081454,78.09166852,11,613.000,,7.160,315,23,37,,
T,2019-04-18 02:59:52,30.31085303,78.09160600,11,613.000,,7.100,311,23,37,,
T,2019-04-18 02:59:53,30.31087036,78.09153897,9,614.000,,6.230,301,24,37,,
T,2019-04-18 02:59:54,30.31092656,78.09147534,9,617.000,,6.470,302,24,37,,
T,2019-04-18 02:59:55,30.31096120,78.09144372,11,619.000,,6.100,307,24,37,,
T,2019-04-18 02:59:56,30.31102104,78.09136559,11,620.000,,7.310,308,23,37,,
T,2019-04-18 02:59:57,30.31106792,78.09127704,11,619.000,,7.610,307,23,37,,
T,2019-04-18 02:59:58,30.31111540,78.09121659,12,619.000,,7.350,308,23,37,,
T,2019-04-18 02:59:59,30.31116888,78.09114969,14,619.000,,7.520,307,24,37,,
T,2019-04-18 03:00:00,30.31122172,78.09109987,11,620.000,,7.090,306,24,37,,
T,2019-04-18 03:00:01,30.31124434,78.09105238,9,618.000,,5.330,303,24,37,,
T,2019-04-18 03:00:02,30.31128450,78.09098974,11,619.000,,5.640,303,24,37,,
T,2019-04-18 03:00:03,30.31131217,78.09093381,11,620.000,,5.290,301,24,37,,
T,2019-04-18 03:00:04,30.31133269,78.09087662,11,620.000,,5.490,299,24,37,,
T,2019-04-18 03:00:05,30.31135315,78.09081109,11,621.000,,5.800,295,25,37,,
T,2019-04-18 03:00:06,30.31136263,78.09075295,11,620.000,,5.600,293,25,37,,
T,2019-04-18 03:00:07,30.31134246,78.09070905,12,620.000,,4.820,288,24,37,,
T,2019-04-18 03:00:08,30.31137456,78.09066781,14,621.000,,5.110,290,24,37,,
T,2019-04-18 03:00:09,30.31139901,78.09061970,12,622.000,,4.960,292,23,37,,
T,2019-04-18 03:00:10,30.31143015,78.09054796,12,623.000,,5.260,294,24,37,,
T,2019-04-18 03:00:11,30.31147964,78.09048144,12,625.000,,5.140,298,24,37,,
T,2019-04-18 03:00:12,30.31150514,78.09042084,14,621.000,,5.240,298,24,37,,
T,2019-04-18 03:00:13,30.31156067,78.09035811,15,624.000,,5.640,299,24,37,,
T,2019-04-18 03:00:14,30.31159146,78.09028412,15,626.000,,6.340,298,24,37,,
T,2019-04-18 03:00:15,30.31163943,78.09020374,14,629.000,,6.150,299,23,37,,
T,2019-04-18 03:00:16,30.31168708,78.09018648,12,628.000,,5.940,302,24,37,,
T,2019-04-18 03:00:17,30.31172120,78.09012545,12,628.000,,6.260,301,24,37,,
T,2019-04-18 03:00:18,30.31176147,78.09009280,12,626.000,,6.190,302,24,37,,
T,2019-04-18 03:00:19,30.31178886,78.09004248,11,622.000,,6.100,301,25,37,,
T,2019-04-18 03:00:20,30.31182440,78.08999629,9,623.000,,6.080,302,25,37,,
T,2019-04-18 03:00:21,30.31185048,78.08994175,9,623.000,,5.170,301,25,37,,
T,2019-04-18 03:00:22,30.31188364,78.08987248,8,626.000,,4.860,297,25,37,,
T,2019-04-18 03:00:23,30.31189551,78.08980530,15,627.000,,5.480,294,25,37,,
T,2019-04-18 03:00:24,30.31193353,78.08974091,15,630.000,,6.290,297,25,37,,
T,2019-04-18 03:00:25,30.31196499,78.08967835,15,634.000,,6.660,299,25,37,,
T,2019-04-18 03:00:26,30.31198314,78.08962475,15,635.000,,6.700,300,25,37,,
T,2019-04-18 03:00:27,30.31200180,78.08954052,14,637.000,,6.910,300,25,37,,
T,2019-04-18 03:00:28,30.31203929,78.08949051,15,635.000,,7.520,299,24,35,,
T,2019-04-18 03:00:29,30.31207349,78.08942023,15,636.000,,7.010,298,24,35,,
T,2019-04-18 03:00:30,30.31211810,78.08936083,15,635.000,,7.730,293,23,35,,
T,2019-04-18 03:00:31,30.31215273,78.08929334,15,634.000,,7.990,295,22,35,,
T,2019-04-18 03:00:32,30.31220090,78.08922221,15,633.000,,8.150,296,24,35,,
T,2019-04-18 03:00:33,30.31223244,78.08914976,15,633.000,,8.070,296,24,36,,
T,2019-04-18 03:00:34,30.31226331,78.08905650,15,633.000,,8.240,297,24,36,,
T,2019-04-18 03:00:35,30.31229724,78.08897717,15,634.000,,7.960,297,24,36,,
T,2019-04-18 03:00:36,30.31232075,78.08889658,15,634.000,,8.170,295,23,36,,
T,2019-04-18 03:00:37,30.31231163,78.08878459,15,633.000,,8.230,291,23,36,,
T,2019-04-18 03:00:38,30.31232375,78.08869808,17,632.000,,7.750,286,24,36,,
T,2019-04-18 03:00:39,30.31235963,78.08863548,17,632.000,,7.160,294,24,36,,
T,2019-04-18 03:00:40,30.31237220,78.08857280,17,632.000,,6.310,290,24,36,,
T,2019-04-18 03:00:41,30.31239094,78.08851485,18,632.000,,5.720,290,25,36,,
T,2019-04-18 03:00:42,30.31239534,78.08846469,18,631.000,,4.920,285,25,36,,
T,2019-04-18 03:00:43,30.31241659,78.08842548,20,631.000,,4.730,289,26,36,,
T,2019-04-18 03:00:44,30.31240098,78.08835888,20,631.000,,4.800,282,26,36,,
T,2019-04-18 03:00:45,30.31240997,78.08831072,20,631.000,,4.750,284,26,36,,
T,2019-04-18 03:00:46,30.31247794,78.08828830,18,630.000,,4.830,299,26,36,,
T,2019-04-18 03:00:47,30.31251392,78.08826648,18,631.000,,4.370,306,26,36,,
T,2019-04-18 03:00:48,30.31253352,78.08821274,18,630.000,,4.800,307,26,36,,
T,2019-04-18 03:00:49,30.31253489,78.08816326,17,629.000,,4.320,303,26,36,,
T,2019-04-18 03:00:50,30.31256701,78.08813301,15,629.000,,4.990,309,26,36,,
T,2019-04-18 03:00:51,30.31259661,78.08808908,15,628.000,,5.190,308,25,36,,
T,2019-04-18 03:00:52,30.31261542,78.08803812,17,629.000,,4.880,304,25,36,,
T,2019-04-18 03:00:53,30.31265507,78.08801097,15,630.000,,4.650,306,26,36,,
T,2019-04-18 03:00:54,30.31269705,78.08795756,15,631.000,,5.330,307,26,36,,
T,2019-04-18 03:00:55,30.31273917,78.08791992,17,631.000,,5.410,308,26,36,,
T,2019-04-18 03:00:56,30.31277812,78.08785143,15,631.000,,6.030,305,26,36,,
T,2019-04-18 03:00:57,30.31277622,78.08779264,17,631.000,,5.790,298,26,36,,
T,2019-04-18 03:00:58,30.31278723,78.08771397,17,631.000,,6.160,293,27,36,,
T,2019-04-18 03:00:59,30.31281333,78.08762654,18,630.000,,6.910,292,27,36,,
T,2019-04-18 03:01:00,30.31284499,78.08757392,18,630.000,,6.660,295,27,36,,
T,2019-04-18 03:01:01,30.31288529,78.08752823,17,631.000,,7.120,300,27,36,,
T,2019-04-18 03:01:02,30.31294969,78.08748783,15,632.000,,6.880,311,27,36,,
T,2019-04-18 03:01:03,30.31303028,78.08739194,15,631.000,,8.090,315,27,36,,
T,2019-04-18 03:01:04,30.31309352,78.08731989,15,632.000,,7.930,317,27,36,,
T,2019-04-18 03:01:05,30.31315329,78.08728036,15,632.000,,7.490,324,26,36,,
T,2019-04-18 03:01:06,30.31318888,78.08725011,15,633.000,,6.890,325,27,36,,
T,2019-04-18 03:01:07,30.31322688,78.08719234,15,633.000,,6.760,323,27,36,,
T,2019-04-18 03:01:08,30.31324481,78.08717883,17,633.000,,5.410,320,27,36,,
T,2019-04-18 03:01:09,30.31329184,78.08709958,17,633.000,,6.780,313,27,36,,
T,2019-04-18 03:01:10,30.31333505,78.08702121,17,632.000,,6.960,311,27,36,,
T,2019-04-18 03:01:11,30.31338274,78.08692655,15,631.000,,7.780,313,27,36,,
T,2019-04-18 03:01:12,30.31341560,78.08685440,15,631.000,,7.630,311,27,36,,
T,2019-04-18 03:01:13,30.31347666,78.08679169,15,630.000,,7.510,313,26,36,,
T,2019-04-18 03:01:14,30.31349914,78.08672814,15,630.000,,5.870,307,26,36,,
T,2019-04-18 03:01:15,30.31356115,78.08669080,15,630.000,,6.990,322,27,36,,
T,2019-04-18 03:01:16,30.31360455,78.08661544,15,630.000,,6.420,303,26,36,,
T,2019-04-18 03:01:17,30.31364721,78.08652346,15,629.000,,6.710,299,26,36,,
T,2019-04-18 03:01:18,30.31369499,78.08645103,15,629.000,,7.080,304,26,36,,
T,2019-04-18 03:01:19,30.31372393,78.08638612,17,629.000,,6.370,303,26,36,,
T,2019-04-18 03:01:20,30.31376362,78.08630249,17,629.000,,7.110,303,26,36,,
