type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-04-04 09:44:32,30.35591690,78.08468048,5,729.000,,1.550,65,23,30,20190404-151432,GPS Logger: 20190404-151432
T,2019-04-04 09:44:33,30.35592076,78.08469777,5,728.000,,1.630,71,28,30,,
T,2019-04-04 09:44:34,30.35592324,78.08471342,5,727.000,,0.930,69,28,31,,
T,2019-04-04 09:44:35,30.35592498,78.08472034,5,727.000,,0.000,,28,31,,
T,2019-04-04 09:44:36,30.35592613,78.08472847,5,727.000,,0.730,68,28,31,,
T,2019-04-04 09:44:37,30.35593235,78.08475033,5,726.000,,1.730,65,28,31,,
T,2019-04-04 09:44:38,30.35594623,78.08480502,5,726.000,,0.550,62,28,31,,
T,2019-04-04 09:44:39,30.35596849,78.08493415,6,726.000,,3.310,77,28,31,,
T,2019-04-04 09:44:40,30.35596192,78.08499105,6,727.000,,3.930,95,28,31,,
T,2019-04-04 09:44:41,30.35594875,78.08503161,8,726.000,,3.890,99,28,31,,
T,2019-04-04 09:44:42,30.35593430,78.08504293,8,726.000,,2.860,115,28,31,,
T,2019-04-04 09:44:43,30.35588506,78.08506337,6,727.000,,4.230,164,28,31,,
T,2019-04-04 09:44:44,30.35585876,78.08508502,5,728.000,,3.260,165,28,31,,
T,2019-04-04 09:44:45,30.35584308,78.08508922,5,728.000,,2.310,166,28,31,,
T,2019-04-04 09:44:46,30.35580207,78.08509930,5,729.000,,3.740,168,28,31,,
T,2019-04-04 09:44:47,30.35575209,78.08511169,5,728.000,,4.990,162,28,31,,
T,2019-04-04 09:44:48,30.35569067,78.08512640,5,730.000,,5.970,166,28,31,,
T,2019-04-04 09:44:49,30.35564054,78.08513896,5,729.000,,6.720,163,28,31,,
T,2019-04-04 09:44:50,30.35557952,78.08517559,5,729.000,,7.380,158,28,31,,
T,2019-04-04 09:44:51,30.35551320,78.08521407,5,728.000,,7.870,155,28,31,,
T,2019-04-04 09:44:52,30.35543995,78.08525727,5,727.000,,8.650,153,28,31,,
T,2019-04-04 09:44:53,30.35536400,78.08530439,5,726.000,,9.320,152,28,31,,
T,2019-04-04 09:44:54,30.35529209,78.08535047,5,726.000,,9.380,152,28,31,,
T,2019-04-04 09:44:55,30.35521930,78.08539380,5,725.000,,9.210,152,28,32,,
T,2019-04-04 09:44:56,30.35515167,78.08543406,5,723.000,,9.220,151,28,32,,
T,2019-04-04 09:44:57,30.35507714,78.08548562,5,723.000,,9.210,151,28,32,,
T,2019-04-04 09:44:58,30.35500998,78.08550985,5,724.000,,7.610,167,28,32,,
T,2019-04-04 09:44:59,30.35493680,78.08550303,5,725.000,,8.080,180,28,32,,
T,2019-04-04 09:45:00,30.35486751,78.08547578,5,725.000,,8.190,193,27,32,,
T,2019-04-04 09:45:01,30.35481528,78.08544333,5,726.000,,7.150,208,17,21,,
T,2019-04-04 09:45:02,30.35475630,78.08541061,5,727.000,,6.770,210,13,19,,
T,2019-04-04 09:45:03,30.35470774,78.08537856,6,728.000,,6.540,210,16,32,,
T,2019-04-04 09:45:04,30.35465455,78.08536921,6,727.000,,6.110,198,16,32,,
T,2019-04-04 09:45:05,30.35460178,78.08535758,5,727.000,,5.710,193,23,32,,
T,2019-04-04 09:45:06,30.35455037,78.08534770,5,727.000,,5.800,180,23,32,,
T,2019-04-04 09:45:07,30.35449479,78.08536361,5,727.000,,6.220,165,26,32,,
T,2019-04-04 09:45:08,30.35444288,78.08537874,5,727.000,,7.020,157,27,32,,
T,2019-04-04 09:45:09,30.35438815,78.08538331,5,727.000,,7.070,175,27,32,,
T,2019-04-04 09:45:10,30.35432393,78.08536913,5,726.000,,7.700,187,27,32,,
T,2019-04-04 09:45:11,30.35424929,78.08535598,5,725.000,,8.680,194,27,32,,
T,2019-04-04 09:45:12,30.35417470,78.08531627,5,725.000,,8.990,204,27,32,,
T,2019-04-04 09:45:13,30.35410247,78.08526128,5,725.000,,9.870,211,28,32,,
T,2019-04-04 09:45:14,30.35402859,78.08518589,5,725.000,,10.290,218,28,32,,
T,2019-04-04 09:45:15,30.35395714,78.08512185,5,725.000,,10.180,219,28,32,,
T,2019-04-04 09:45:16,30.35389451,78.08504050,5,725.000,,10.170,224,28,32,,
T,2019-04-04 09:45:17,30.35385288,78.08497029,5,725.000,,9.480,229,28,32,,
T,2019-04-04 09:45:18,30.35380544,78.08489593,5,726.000,,9.420,231,28,32,,
