index,type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
92,T,3/8/2019 11:47,30.32497339,78.05192378,17,650,,0,,22,29,,
93,T,3/8/2019 11:47,30.32497347,78.05192378,17,650,,0,,22,30,,
94,T,3/8/2019 11:47,30.32497357,78.05192377,17,650,,0,,22,30,,
95,T,3/8/2019 11:47,30.32497367,78.05192378,17,650,,0,,22,30,,
96,T,3/8/2019 11:47,30.32497369,78.05192382,17,650,,0,,21,30,,
97,T,3/8/2019 11:47,30.3249737,78.05192386,17,650,,0,,20,30,,
98,T,3/8/2019 11:47,30.3249737,78.05192394,17,650,,0,,20,30,,
99,T,3/8/2019 11:47,30.32497378,78.05192401,15,650,,0,,20,30,,
100,T,3/8/2019 11:47,30.32497391,78.05192407,15,650,,0,,21,30,,
101,T,3/8/2019 11:47,30.32497578,78.05192218,15,651,,0.3,183,21,30,,
102,T,3/8/2019 11:47,30.32500339,78.05191549,15,651,,0,,23,30,,
103,T,3/8/2019 11:47,30.32501179,78.05192082,15,650,,0,,23,30,,
104,T,3/8/2019 11:47,30.3250164,78.05192851,14,650,,0,,23,30,,
105,T,3/8/2019 11:47,30.32502532,78.05193215,15,650,,0.69,18,23,30,,
106,T,3/8/2019 11:47,30.32502843,78.05194423,15,651,,0.95,17,23,30,,
107,T,3/8/2019 11:47,30.3250246,78.05195471,15,649,,0.39,25,23,30,,
108,T,3/8/2019 11:47,30.32503059,78.05196509,15,649,,0.87,30,23,30,,
109,T,3/8/2019 11:47,30.32503736,78.05197244,15,651,,0.89,16,23,30,,
110,T,3/8/2019 11:47,30.32504531,78.0519781,15,652,,0.97,14,23,30,,
111,T,3/8/2019 11:47,30.32506462,78.05199229,15,652,,2.25,4,23,30,,
112,T,3/8/2019 11:47,30.32508097,78.05200386,15,650,,2.11,9,23,30,,
113,T,3/8/2019 11:47,30.32508386,78.05202418,15,651,,1.82,92,23,31,,
114,T,3/8/2019 11:47,30.32507381,78.05205237,15,651,,1.82,100,23,31,,
115,T,3/8/2019 11:47,30.32505722,78.05208539,14,652,,0,,23,31,,
116,T,3/8/2019 11:47,30.32505234,78.05209218,14,652,,0,,23,31,,
117,T,3/8/2019 11:47,30.32505088,78.05210544,14,652,,0.78,97,23,31,,
118,T,3/8/2019 11:47,30.32505865,78.05214687,14,652,,4.01,77,23,31,,
119,T,3/8/2019 11:47,30.32507291,78.05220501,14,651,,4.36,74,23,31,,
120,T,3/8/2019 11:47,30.32513364,78.05240054,15,654,,4.95,78,23,31,,
121,T,3/8/2019 11:47,30.32512856,78.05246108,15,654,,5.01,80,23,31,,
122,T,3/8/2019 11:47,30.32514012,78.05251708,15,654,,5.07,79,23,31,,
123,T,3/8/2019 11:47,30.32514528,78.05260476,15,654,,6.6,87,23,31,,
124,T,3/8/2019 11:47,30.32514391,78.05268627,15,652,,6.52,86,23,31,,
125,T,3/8/2019 11:47,30.32516574,78.05275568,15,651,,5.95,79,23,31,,
126,T,3/8/2019 11:47,30.32516441,78.05283398,15,649,,6.46,79,23,31,,
127,T,3/8/2019 11:47,30.3251616,78.05290769,15,650,,6.69,84,23,31,,
128,T,3/8/2019 11:47,30.32514468,78.05299407,17,648,,7.06,86,23,31,,
129,T,3/8/2019 11:48,30.3251203,78.05310133,17,647,,7.59,90,23,30,,
130,T,3/8/2019 11:48,30.3250928,78.05322104,17,646,,8.15,94,23,30,,
131,T,3/8/2019 11:48,30.32511476,78.05330244,15,647,,7.57,87,23,30,,
132,T,3/8/2019 11:48,30.32508508,78.05340681,15,646,,7.48,93,23,30,,
133,T,3/8/2019 11:48,30.32508553,78.05347924,15,647,,6.87,88,23,30,,
134,T,3/8/2019 11:48,30.3250783,78.05356092,15,647,,6.8,89,23,30,,
135,T,3/8/2019 11:48,30.32504584,78.05363892,15,647,,6.69,95,23,30,,
136,T,3/8/2019 11:48,30.3250389,78.05371098,15,647,,6.38,95,23,30,,
137,T,3/8/2019 11:48,30.32503634,78.05376714,15,648,,5.51,96,23,30,,
138,T,3/8/2019 11:48,30.32501372,78.05381866,15,647,,4.51,106,23,30,,
139,T,3/8/2019 11:48,30.32500471,78.05387109,17,647,,4.61,107,23,30,,
140,T,3/8/2019 11:48,30.32497236,78.0539249,17,647,,4.88,113,23,30,,
141,T,3/8/2019 11:48,30.32498823,78.05391238,15,643,,1.51,58,23,30,,
142,T,3/8/2019 11:48,30.32498781,78.05392394,15,643,,1.45,73,23,30,,
143,T,3/8/2019 11:48,30.3249952,78.05394883,17,644,,1.69,76,23,30,,
144,T,3/8/2019 11:48,30.32498137,78.05400564,15,644,,3.33,95,23,30,,
145,T,3/8/2019 11:48,30.32497846,78.05404364,15,644,,3.63,87,23,30,,
146,T,3/8/2019 11:48,30.32498135,78.05411455,15,645,,4.68,91,23,30,,
147,T,3/8/2019 11:48,30.32497271,78.05419193,15,647,,5.23,96,23,30,,
148,T,3/8/2019 11:48,30.3249788,78.05426128,15,646,,5.01,91,23,30,,
149,T,3/8/2019 11:48,30.32497326,78.05433668,15,647,,5.5,91,23,30,,
150,T,3/8/2019 11:48,30.32497492,78.05438962,15,647,,5.5,87,23,30,,
151,T,3/8/2019 11:48,30.32497608,78.05445573,15,647,,5.9,90,23,30,,
152,T,3/8/2019 11:48,30.32498304,78.05452262,15,647,,6.05,89,23,30,,
153,T,3/8/2019 11:48,30.32499866,78.05456198,15,647,,4.73,82,23,30,,
154,T,3/8/2019 11:48,30.32498753,78.05463155,15,645,,4.79,88,23,30,,
155,T,3/8/2019 11:48,30.32497518,78.05469338,15,645,,4.4,91,23,30,,
156,T,3/8/2019 11:48,30.32497885,78.05473901,15,646,,4.17,87,23,30,,
157,T,3/8/2019 11:48,30.32496501,78.05479394,15,646,,4.22,91,23,30,,
158,T,3/8/2019 11:48,30.32494888,78.05485146,15,647,,4.49,101,23,30,,
159,T,3/8/2019 11:48,30.32494213,78.05492124,15,647,,4.84,97,23,30,,
160,T,3/8/2019 11:48,30.32494518,78.05493486,15,646,,3.05,86,23,30,,
161,T,3/8/2019 11:48,30.32494674,78.05499351,15,646,,3.71,93,23,30,,
162,T,3/8/2019 11:48,30.32493208,78.05504599,15,646,,3.59,101,23,30,,
163,T,3/8/2019 11:48,30.32492986,78.05507041,15,647,,2.62,98,23,30,,
164,T,3/8/2019 11:48,30.3249253,78.05510256,15,646,,2.6,93,23,30,,
165,T,3/8/2019 11:48,30.32491963,78.0551008,15,646,,1.09,129,23,30,,
166,T,3/8/2019 11:48,30.32491347,78.05512265,17,646,,1.2,122,23,30,,
167,T,3/8/2019 11:48,30.32488219,78.05515055,17,646,,1.95,136,24,30,,
168,T,3/8/2019 11:48,30.32487788,78.05520632,18,647,,2.63,113,24,30,,
169,T,3/8/2019 11:48,30.32488589,78.05522753,17,646,,1.7,93,24,30,,
170,T,3/8/2019 11:48,30.3248683,78.05523086,17,646,,0.99,104,25,30,,
171,T,3/8/2019 11:48,30.32487011,78.05524318,15,646,,1.19,105,25,30,,
172,T,3/8/2019 11:48,30.32486409,78.05525945,17,645,,0.91,101,25,30,,
173,T,3/8/2019 11:48,30.32485597,78.05527773,15,645,,1.49,109,25,30,,
174,T,3/8/2019 11:48,30.32484864,78.05529612,15,645,,1.32,99,25,30,,
175,T,3/8/2019 11:48,30.32484121,78.0553191,15,645,,2.17,101,25,30,,
176,T,3/8/2019 11:48,30.32484382,78.05535263,15,643,,2.08,103,25,30,,
177,T,3/8/2019 11:48,30.32484616,78.0553834,15,643,,1.9,110,24,30,,
178,T,3/8/2019 11:48,30.32484259,78.05540588,15,643,,1.88,112,24,30,,
179,T,3/8/2019 11:48,30.32483622,78.05542729,15,644,,2.08,115,25,30,,
180,T,3/8/2019 11:48,30.3248306,78.05544963,15,645,,1.85,97,25,30,,
181,T,3/8/2019 11:48,30.32482546,78.05547643,15,645,,2.51,103,25,30,,
182,T,3/8/2019 11:48,30.32481906,78.05550971,15,645,,3.07,100,25,30,,
183,T,3/8/2019 11:48,30.32481117,78.0555524,15,645,,3.95,100,25,30,,
184,T,3/8/2019 11:48,30.32479923,78.05560247,15,646,,4.53,103,25,30,,
185,T,3/8/2019 11:48,30.32478171,78.055662,15,647,,5.35,103,25,30,,
186,T,3/8/2019 11:48,30.32475109,78.05577233,15,647,,5.77,95,25,30,,
187,T,3/8/2019 11:48,30.32473774,78.05584141,15,647,,5.78,99,25,30,,
188,T,3/8/2019 11:48,30.32472153,78.05589135,15,646,,5.64,105,25,30,,
189,T,3/8/2019 11:49,30.32470259,78.05595413,15,647,,5.25,102,25,30,,
190,T,3/8/2019 11:49,30.32470046,78.0560186,15,646,,4.97,105,25,30,,
191,T,3/8/2019 11:49,30.32469686,78.05608916,15,644,,5.6,102,25,30,,
192,T,3/8/2019 11:49,30.3246832,78.05616075,15,644,,5.78,104,25,30,,
193,T,3/8/2019 11:49,30.32467801,78.05623348,14,643,,5.88,102,25,30,,
194,T,3/8/2019 11:49,30.32464294,78.05632148,15,644,,6.4,103,25,30,,
195,T,3/8/2019 11:49,30.32461682,78.05639606,15,645,,6.78,108,25,30,,
196,T,3/8/2019 11:49,30.32461352,78.05643602,15,644,,5.35,109,25,30,,
197,T,3/8/2019 11:49,30.32457324,78.05651559,15,643,,6.63,112,24,30,,
198,T,3/8/2019 11:49,30.32457253,78.05657912,15,643,,5.91,106,24,30,,
199,T,3/8/2019 11:49,30.32456622,78.05663992,15,641,,4.54,95,24,30,,
200,T,3/8/2019 11:49,30.32455638,78.0566884,15,640,,3.55,99,24,30,,
201,T,3/8/2019 11:49,30.3245475,78.05673807,15,640,,3.66,99,24,30,,
202,T,3/8/2019 11:49,30.32452852,78.0567786,17,642,,3.77,103,24,30,,
203,T,3/8/2019 11:49,30.32452961,78.0568376,18,642,,4.15,96,24,30,,
204,T,3/8/2019 11:49,30.32448331,78.05692348,17,644,,4.75,103,24,30,,
205,T,3/8/2019 11:49,30.32447884,78.0569454,15,642,,3.53,95,24,30,,
206,T,3/8/2019 11:49,30.32448079,78.05699123,15,641,,3.31,79,24,30,,
207,T,3/8/2019 11:49,30.32449561,78.05704294,15,640,,4.23,68,24,30,,
208,T,3/8/2019 11:49,30.3245106,78.05711286,15,639,,4.45,72,24,30,,
209,T,3/8/2019 11:49,30.3245002,78.05718189,14,639,,5.24,79,24,30,,
210,T,3/8/2019 11:49,30.32450446,78.05721225,14,637,,4.37,73,24,30,,
211,T,3/8/2019 11:49,30.32450152,78.05728013,14,637,,4.77,79,24,30,,
212,T,3/8/2019 11:49,30.32451024,78.0573395,14,637,,5.06,75,24,30,,
213,T,3/8/2019 11:49,30.32451614,78.05740033,15,637,,5.22,79,24,30,,
214,T,3/8/2019 11:49,30.32452268,78.05745105,15,636,,4.45,76,24,30,,
215,T,3/8/2019 11:49,30.32451229,78.05748117,15,636,,2.93,95,24,30,,
216,T,3/8/2019 11:49,30.32451877,78.05753777,15,636,,3.63,85,24,30,,
217,T,3/8/2019 11:49,30.32451945,78.05757923,15,635,,3.17,78,24,30,,
218,T,3/8/2019 11:49,30.32453522,78.05761407,15,636,,2.82,63,24,30,,
219,T,3/8/2019 11:49,30.3245464,78.05767262,15,636,,3.56,77,24,30,,
220,T,3/8/2019 11:49,30.32454513,78.05774051,15,634,,3.94,81,24,30,,
221,T,3/8/2019 11:49,30.32454121,78.05779546,17,633,,4.13,84,24,30,,
222,T,3/8/2019 11:49,30.32454964,78.05782828,17,633,,3.52,79,24,30,,
223,T,3/8/2019 11:49,30.32455691,78.0578639,17,632,,3.21,82,24,30,,
224,T,3/8/2019 11:49,30.32455855,78.05789452,17,633,,2.79,83,24,30,,
225,T,3/8/2019 11:49,30.32456442,78.05792389,17,633,,2.89,75,24,30,,
226,T,3/8/2019 11:49,30.32456823,78.05795122,17,633,,2.3,80,24,30,,
227,T,3/8/2019 11:49,30.32457038,78.05796767,17,633,,1.16,80,24,30,,
228,T,3/8/2019 11:49,30.32456804,78.0579818,17,633,,0.95,88,24,30,,
229,T,3/8/2019 11:49,30.3245641,78.05799128,15,632,,0.16,90,24,30,,
230,T,3/8/2019 11:49,30.32456114,78.05800311,15,631,,0,,24,30,,
231,T,3/8/2019 11:49,30.324556,78.05801265,15,631,,0,,24,30,,
232,T,3/8/2019 11:49,30.32455125,78.05802768,15,632,,0,,24,30,,
233,T,3/8/2019 11:49,30.32455484,78.05803604,15,633,,0,,24,30,,
234,T,3/8/2019 11:49,30.32455735,78.05803727,15,633,,0,,24,30,,
235,T,3/8/2019 11:49,30.32455527,78.05804033,15,634,,0,,24,30,,
236,T,3/8/2019 11:49,30.32455464,78.05804269,15,633,,0,,24,30,,
237,T,3/8/2019 11:49,30.32455606,78.05804145,15,634,,0,,24,30,,
238,T,3/8/2019 11:49,30.32455892,78.05804502,14,634,,0,,23,30,,
239,T,3/8/2019 11:49,30.32456034,78.05805039,14,634,,0,,23,30,,
240,T,3/8/2019 11:49,30.32456123,78.05805423,14,634,,0,,23,30,,
241,T,3/8/2019 11:49,30.32456173,78.05805869,14,635,,0,,23,30,,
242,T,3/8/2019 11:49,30.32456141,78.05806,14,635,,0,,22,30,,
243,T,3/8/2019 11:49,30.32456128,78.05806276,14,635,,0,,22,30,,
244,T,3/8/2019 11:49,30.32456181,78.0580639,14,635,,0,,22,30,,
245,T,3/8/2019 11:49,30.32456196,78.05806589,14,635,,0,,22,30,,
246,T,3/8/2019 11:49,30.32456212,78.05806705,14,635,,0,,22,30,,
247,T,3/8/2019 11:49,30.3245624,78.05806962,14,636,,0,,22,30,,
248,T,3/8/2019 11:49,30.32456252,78.0580715,14,636,,0,,22,30,,
249,T,3/8/2019 11:50,30.32456245,78.05807283,14,636,,0,,22,30,,
250,T,3/8/2019 11:50,30.32456248,78.05807445,14,636,,0,,22,30,,
251,T,3/8/2019 11:50,30.32456231,78.05807549,14,636,,0,,22,30,,
252,T,3/8/2019 11:50,30.32456071,78.05809463,14,636,,1.84,96,22,30,,
253,T,3/8/2019 11:50,30.3245566,78.05812656,14,634,,2.27,98,22,30,,
254,T,3/8/2019 11:50,30.32455219,78.0581579,15,633,,2.4,98,22,30,,
255,T,3/8/2019 11:50,30.32454924,78.05819411,15,633,,2.83,97,22,30,,
256,T,3/8/2019 11:50,30.32454632,78.0582395,14,633,,3.36,94,22,30,,
257,T,3/8/2019 11:50,30.32454713,78.05828398,14,634,,3.04,91,23,30,,
258,T,3/8/2019 11:50,30.32454483,78.05832519,14,635,,3.21,90,23,30,,
259,T,3/8/2019 11:50,30.32454586,78.05837126,15,634,,3.51,88,23,30,,
260,T,3/8/2019 11:50,30.32454807,78.05841931,15,633,,3.59,88,23,30,,
261,T,3/8/2019 11:50,30.32455283,78.05846679,17,633,,3.67,87,23,30,,
262,T,3/8/2019 11:50,30.32455526,78.05852203,15,633,,4.23,89,23,30,,
263,T,3/8/2019 11:50,30.32456079,78.05857961,15,633,,3.78,89,23,30,,
264,T,3/8/2019 11:50,30.32456621,78.05863663,15,634,,3.84,89,23,30,,
265,T,3/8/2019 11:50,30.32457362,78.05869281,14,635,,3.62,85,23,30,,
266,T,3/8/2019 11:50,30.32458524,78.0587499,15,636,,4.08,83,23,30,,
267,T,3/8/2019 11:50,30.32459745,78.05880602,15,637,,4.03,81,23,30,,
268,T,3/8/2019 11:50,30.32460946,78.05885226,14,638,,2.9,81,23,30,,
269,T,3/8/2019 11:50,30.32461918,78.0588922,14,639,,2.89,81,23,30,,
270,T,3/8/2019 11:50,30.32462755,78.05893351,14,640,,2.9,80,23,30,,
271,T,3/8/2019 11:50,30.32463607,78.05897291,14,640,,2.9,78,23,30,,
272,T,3/8/2019 11:50,30.32463782,78.05900475,14,641,,1.53,86,23,30,,
273,T,3/8/2019 11:50,30.32463363,78.05903637,14,643,,1.69,94,23,30,,
274,T,3/8/2019 11:50,30.32462655,78.05906415,14,643,,1.55,84,23,30,,
275,T,3/8/2019 11:50,30.32462382,78.05908418,14,642,,1.02,83,23,30,,
276,T,3/8/2019 11:50,30.32461806,78.05910791,14,642,,1.43,84,23,30,,
277,T,3/8/2019 11:50,30.32461128,78.05914064,14,641,,2.12,81,23,30,,
278,T,3/8/2019 11:50,30.32460057,78.05917894,14,640,,2.28,83,23,30,,
279,T,3/8/2019 11:50,30.32459185,78.05922061,14,641,,2.89,81,23,30,,
280,T,3/8/2019 11:50,30.3245818,78.05927022,14,641,,3.63,92,23,30,,
281,T,3/8/2019 11:50,30.32457181,78.05931481,14,641,,3.4,91,23,30,,
282,T,3/8/2019 11:50,30.32457103,78.05935534,14,641,,3.39,81,23,30,,
283,T,3/8/2019 11:50,30.32457187,78.05939556,14,640,,3.36,83,23,30,,
284,T,3/8/2019 11:50,30.32457014,78.059443,14,640,,4.27,83,23,30,,
285,T,3/8/2019 11:50,30.32456773,78.05949649,14,640,,4.41,84,23,30,,
286,T,3/8/2019 11:50,30.32456666,78.05955241,14,640,,4.62,85,23,30,,
287,T,3/8/2019 11:50,30.32454392,78.0596594,14,640,,5.71,92,23,30,,
288,T,3/8/2019 11:50,30.32454736,78.05971438,14,640,,5.2,87,23,30,,
289,T,3/8/2019 11:50,30.3245403,78.05979223,14,641,,6.34,94,23,30,,
290,T,3/8/2019 11:50,30.32451867,78.05986733,14,642,,6.28,96,23,30,,
291,T,3/8/2019 11:50,30.3244961,78.05994138,15,643,,6.46,99,23,30,,
292,T,3/8/2019 11:50,30.32448972,78.06003264,15,643,,7.06,97,23,30,,
293,T,3/8/2019 11:50,30.32447691,78.06011042,14,642,,6.56,103,23,30,,
294,T,3/8/2019 11:50,30.32449923,78.06024266,15,644,,5.35,93,23,30,,
295,T,3/8/2019 11:50,30.32449065,78.0602748,15,644,,4.45,91,23,30,,
296,T,3/8/2019 11:50,30.32451284,78.0603119,15,645,,3.65,72,23,30,,
297,T,3/8/2019 11:50,30.32451172,78.06034251,15,645,,3.29,93,23,30,,
298,T,3/8/2019 11:50,30.32449559,78.06038265,15,645,,3.16,87,23,30,,
299,T,3/8/2019 11:50,30.32447095,78.06042117,15,644,,3.17,89,23,30,,
300,T,3/8/2019 11:50,30.32445418,78.06045372,15,644,,2.77,97,23,30,,
301,T,3/8/2019 11:50,30.32443908,78.06046994,15,643,,2,119,23,30,,
302,T,3/8/2019 11:50,30.3244312,78.06048754,15,643,,1.85,121,23,30,,
303,T,3/8/2019 11:50,30.32442579,78.06049576,15,643,,0.85,130,23,30,,
304,T,3/8/2019 11:50,30.32442064,78.06050821,15,643,,0.79,88,23,30,,
305,T,3/8/2019 11:50,30.32442088,78.06051358,14,643,,0.38,84,23,30,,
306,T,3/8/2019 11:50,30.32442001,78.06051774,14,643,,0.32,70,23,30,,
307,T,3/8/2019 11:50,30.32442093,78.06052604,14,642,,0.73,63,23,30,,
308,T,3/8/2019 11:51,30.32441642,78.06053936,14,641,,0.9,61,23,30,,
309,T,3/8/2019 11:51,30.32441507,78.06055604,14,642,,1.32,61,23,30,,
310,T,3/8/2019 11:51,30.32441297,78.06057125,14,642,,1.08,63,23,30,,
311,T,3/8/2019 11:51,30.324411,78.06058312,14,643,,0.74,62,23,30,,
312,T,3/8/2019 11:51,30.3244051,78.06059191,14,642,,0.52,54,23,30,,
313,T,3/8/2019 11:51,30.32440275,78.0606013,14,643,,0.77,43,23,31,,
314,T,3/8/2019 11:51,30.32439745,78.06060916,14,643,,0.63,50,23,31,,
315,T,3/8/2019 11:51,30.32439331,78.06061895,14,644,,0.82,46,23,31,,
316,T,3/8/2019 11:51,30.3243899,78.06063351,14,643,,1.04,44,23,31,,
317,T,3/8/2019 11:51,30.32438513,78.06064779,14,642,,0.64,35,23,31,,
318,T,3/8/2019 11:51,30.32438017,78.06066209,14,643,,0.79,100,23,31,,
319,T,3/8/2019 11:51,30.3243787,78.06067955,14,643,,1.14,46,23,31,,
320,T,3/8/2019 11:51,30.3243828,78.06069388,14,643,,1.43,49,23,31,,
321,T,3/8/2019 11:51,30.32438548,78.06070739,14,643,,1.19,53,24,31,,
