index,stop points,type,time,latitude,longitude,accuracy (m),altitude (m),speed (m/s),bearing (deg),sat_used,sat_inview
1150,0,T,11/15/2018 3:17,30.3207827,78.07513874,8,636,4.48,297,11,19
1151,0,T,11/15/2018 3:17,30.3208013,78.0750974,9,636,4.47,298,10,19
1152,0,T,11/15/2018 3:17,30.32080674,78.07506459,8,636,3.62,297,12,19
1153,0,T,11/15/2018 3:17,30.32082555,78.07503775,6,635,3.83,291,12,19
1154,0,T,11/15/2018 3:17,30.32083202,78.07501038,6,634,3.48,286,11,18
1155,0,T,11/15/2018 3:17,30.320844,78.07497188,6,634,3.92,289,9,18
1156,0,T,11/15/2018 3:17,30.32085276,78.07494022,8,634,3.82,292,9,18
1157,0,T,11/15/2018 3:17,30.32087107,78.07489877,6,634,3.86,292,10,19
1158,0,T,11/15/2018 3:17,30.32088366,78.07486139,8,634,3.85,293,10,19
1159,0,T,11/15/2018 3:17,30.32087684,78.07482052,6,635,3.44,292,13,19
1160,0,T,11/15/2018 3:17,30.32088667,78.0747838,6,635,4.59,291,13,19
1161,0,T,11/15/2018 3:17,30.32089954,78.07473845,6,635,4.52,292,9,19
1162,0,T,11/15/2018 3:17,30.32091444,78.07469456,8,635,4.52,293,9,19
1163,0,T,11/15/2018 3:17,30.32095125,78.07467246,6,631,4.69,294,9,19
1164,0,T,11/15/2018 3:17,30.32096806,78.07462876,8,631,4.64,294,10,17
1165,1,T,11/15/2018 3:17,30.32097752,78.07460311,8,631,1.64,292,12,18
1166,1,T,11/15/2018 3:17,30.32097959,78.07459765,6,632,0,,12,18
1167,1,T,11/15/2018 3:18,30.32098978,78.07459291,6,632,0.92,315,5,32
1168,0,T,11/15/2018 3:18,30.32106341,78.07451069,11,632,3.98,311,13,32
1169,0,T,11/15/2018 3:18,30.32106626,78.07446279,11,633,3.77,299,13,32
1170,0,T,11/15/2018 3:18,30.32107707,78.07444205,9,634,2.15,286,13,32
1171,0,T,11/15/2018 3:18,30.32107913,78.07443488,9,633,1.28,289,10,20
1172,0,T,11/15/2018 3:18,30.32108497,78.07442813,11,634,1.26,291,10,19
1173,0,T,11/15/2018 3:18,30.32108718,78.07441049,11,633,1.29,352,10,19
1174,0,T,11/15/2018 3:18,30.32109584,78.07440261,11,633,1.4,350,10,18
1175,0,T,11/15/2018 3:18,30.32109796,78.07436055,9,631,1.12,349,10,18
1176,2,T,11/15/2018 3:18,30.32109891,78.07434466,8,634,0.89,295,11,20
1177,2,T,11/15/2018 3:18,30.3210966,78.07432517,8,634,0.73,294,11,19
1178,2,T,11/15/2018 3:18,30.32109404,78.0743082,8,637,0.45,294,12,19
1179,2,T,11/15/2018 3:18,30.32109446,78.07430007,9,637,0.45,293,9,16
1180,2,T,11/15/2018 3:18,30.32107814,78.07427922,8,637,0.3,292,8,18
1181,2,T,11/15/2018 3:18,30.32107777,78.07427409,8,637,0.82,292,8,18
1182,2,T,11/15/2018 3:18,30.32107503,78.07426799,8,637,0.82,292,11,18
1183,0,T,11/15/2018 3:18,30.3210795,78.07423471,8,636,2.34,296,11,19
1184,0,T,11/15/2018 3:18,30.32108869,78.07420863,8,637,2.88,296,11,19
1185,0,T,11/15/2018 3:18,30.3211016,78.07417439,8,637,3.78,294,11,19
1186,0,T,11/15/2018 3:18,30.32111502,78.07413283,6,636,4.42,292,10,18
1187,0,T,11/15/2018 3:18,30.32112889,78.07407967,6,636,5.17,292,9,18
1188,0,T,11/15/2018 3:18,30.3211413,78.07402036,6,636,4.94,292,10,17
1189,0,T,11/15/2018 3:18,30.32117697,78.0739651,6,636,5.62,293,10,17
1190,0,T,11/15/2018 3:18,30.3212079,78.07389711,6,636,6.23,293,8,17
1191,0,T,11/15/2018 3:18,30.32122901,78.07383085,8,637,6.56,295,8,17
1192,0,T,11/15/2018 3:18,30.32124988,78.07378589,8,636,6.89,295,9,17
1193,0,T,11/15/2018 3:18,30.32127605,78.07371919,8,636,7.2,297,10,18
1194,0,T,11/15/2018 3:18,30.32130428,78.07365077,8,636,7.52,295,10,18
1195,0,T,11/15/2018 3:18,30.32133247,78.07358243,8,636,7.57,294,8,16
1196,0,T,11/15/2018 3:18,30.32136503,78.07351244,8,635,7.53,295,10,18
1197,0,T,11/15/2018 3:18,30.32138664,78.07343654,8,634,7.68,287,8,17
1198,0,T,11/15/2018 3:18,30.32140592,78.07336255,8,635,7.51,280,8,17
1199,0,T,11/15/2018 3:18,30.32143496,78.07330019,8,633,7.8,270,7,18
1200,0,T,11/15/2018 3:18,30.32144124,78.07321985,9,632,7.75,264,7,18
1201,0,T,11/15/2018 3:18,30.32141567,78.07313155,9,634,8.21,257,12,31
1202,0,T,11/15/2018 3:18,30.32138783,78.07303114,9,633,8.49,249,12,31
1203,0,T,11/15/2018 3:18,30.32134297,78.07295832,9,634,8.61,246,14,32
1204,0,T,11/15/2018 3:18,30.32131454,78.07288921,8,632,8.65,253,14,32
1205,0,T,11/15/2018 3:18,30.32128099,78.07280557,8,631,9.16,245,14,32
1206,0,T,11/15/2018 3:18,30.3212499,78.07271436,8,630,9.41,248,14,32
1207,0,T,11/15/2018 3:18,30.32120798,78.07261093,6,629,9.6,247,14,32
1208,0,T,11/15/2018 3:18,30.32117851,78.07251221,6,629,9.59,251,14,32
1209,0,T,11/15/2018 3:18,30.32116044,78.07242246,8,629,9.29,258,15,32
1210,0,T,11/15/2018 3:18,30.32116019,78.07232277,6,629,9.55,266,15,32
1211,0,T,11/15/2018 3:18,30.32118052,78.07222334,6,629,9.35,279,15,32
1212,0,T,11/15/2018 3:18,30.32121082,78.07213597,6,628,8.73,289,15,32
1213,0,T,11/15/2018 3:18,30.32123896,78.07205347,5,628,8.58,290,17,32
1214,0,T,11/15/2018 3:18,30.32127568,78.0719734,5,628,9.01,299,19,32
1215,0,T,11/15/2018 3:18,30.3213128,78.07189952,5,628,8.37,298,22,32
1216,0,T,11/15/2018 3:18,30.32134576,78.07184641,5,627,7.09,301,23,32
1217,0,T,11/15/2018 3:18,30.32138262,78.07179662,5,627,6.31,306,23,32
1218,0,T,11/15/2018 3:18,30.32143435,78.07174244,5,627,7.01,308,23,32
1219,0,T,11/15/2018 3:18,30.3214775,78.07167603,5,627,7.31,308,10,20
1220,0,T,11/15/2018 3:18,30.32151855,78.07161646,5,627,7.31,310,10,20
1221,0,T,11/15/2018 3:18,30.32156997,78.07154111,5,628,7.98,313,7,17
1222,0,T,11/15/2018 3:18,30.3216201,78.07148149,5,628,7.98,314,7,17
1223,0,T,11/15/2018 3:18,30.32167505,78.0714301,5,629,7.26,315,7,17
1224,0,T,11/15/2018 3:18,30.32172837,78.0713813,5,629,6.98,316,8,17
1225,0,T,11/15/2018 3:18,30.32178044,78.07132805,5,629,7.49,318,8,17
1226,0,T,11/15/2018 3:18,30.32183027,78.07127554,5,629,7.47,314,9,19
1227,0,T,11/15/2018 3:19,30.32189317,78.07122268,5,630,7.59,315,9,19
1228,0,T,11/15/2018 3:19,30.32193778,78.07117308,5,631,6.74,320,7,17
1229,0,T,11/15/2018 3:19,30.32198392,78.07112882,5,631,6.43,321,10,19
1230,0,T,11/15/2018 3:19,30.32202485,78.07108483,6,631,6.01,315,9,18
1231,0,T,11/15/2018 3:19,30.32206637,78.07104454,8,631,6.01,317,9,18
1232,0,T,11/15/2018 3:19,30.32209432,78.07100632,8,632,4.92,316,9,16
1233,0,T,11/15/2018 3:19,30.3221284,78.07099003,8,630,4.17,323,9,17
1234,0,T,11/15/2018 3:19,30.32215762,78.07096072,8,631,3.79,314,9,18
1235,0,T,11/15/2018 3:19,30.32218496,78.07093709,6,630,4.1,320,10,19
1236,0,T,11/15/2018 3:19,30.322213,78.07090935,8,629,4.09,313,10,19
1237,0,T,11/15/2018 3:19,30.32225006,78.07087729,8,628,5.07,316,11,19
1238,0,T,11/15/2018 3:19,30.32228617,78.07084508,9,628,5.05,316,11,19
1239,0,T,11/15/2018 3:19,30.3223302,78.07080785,8,626,4.99,316,13,19
1240,0,T,11/15/2018 3:19,30.32235993,78.07077346,9,627,4.38,313,13,19
1241,0,T,11/15/2018 3:19,30.32238536,78.0707329,9,626,4.46,317,13,19
1242,0,T,11/15/2018 3:19,30.32241111,78.0707134,8,626,3.73,304,11,17
1243,0,T,11/15/2018 3:19,30.32243198,78.07068823,8,625,3.54,310,12,19
1244,0,T,11/15/2018 3:19,30.32244905,78.07066458,8,626,2.85,303,12,18
1245,0,T,11/15/2018 3:19,30.32246335,78.07063977,9,626,2.86,314,12,18
1246,0,T,11/15/2018 3:19,30.32247147,78.07064597,8,627,1.24,322,11,18
1247,0,T,11/15/2018 3:19,30.32248059,78.07063861,9,627,1.23,321,11,18
1248,1,T,11/15/2018 3:19,30.32248328,78.0706425,9,629,0.27,5,11,18
1249,1,T,11/15/2018 3:19,30.32249257,78.0706359,6,628,0.32,349,13,31
1250,1,T,11/15/2018 3:19,30.32249667,78.07063405,8,628,0,,13,31
1251,1,T,11/15/2018 3:19,30.32249639,78.07063058,9,628,0.17,349,13,31
1252,1,T,11/15/2018 3:19,30.32249588,78.07062664,5,629,0,,13,32
1253,1,T,11/15/2018 3:19,30.32249554,78.07062457,5,629,0,,15,32
1254,1,T,11/15/2018 3:19,30.32249593,78.07062281,5,629,0,,15,32
1255,1,T,11/15/2018 3:19,30.32249607,78.07062245,5,629,0,,15,32
1256,1,T,11/15/2018 3:19,30.32249713,78.07062138,5,629,0.21,304,15,32
1257,1,T,11/15/2018 3:19,30.32249273,78.0706216,5,628,0.39,127,16,32
1258,1,T,11/15/2018 3:20,30.32258613,78.07033063,5,633,0,,27,35
1259,1,T,11/15/2018 3:20,30.32258627,78.07032825,5,633,0,,27,35
1260,1,T,11/15/2018 3:20,30.32258632,78.07032713,5,634,0,,27,35
1261,1,T,11/15/2018 3:20,30.32258635,78.07032633,5,634,0,,27,35
1262,1,T,11/15/2018 3:20,30.32258631,78.07032612,5,633,0,,27,35
1263,1,T,11/15/2018 3:20,30.32258637,78.0703261,5,633,0,,27,35
1264,1,T,11/15/2018 3:20,30.32258632,78.07032615,5,633,0,,27,35
1265,1,T,11/15/2018 3:20,30.32258623,78.07032615,5,633,0,,27,35
1266,1,T,11/15/2018 3:20,30.32258163,78.07032496,5,633,0.21,133,27,35
1267,1,T,11/15/2018 3:20,30.32257837,78.07032268,5,633,0.2,216,28,35
1268,1,T,11/15/2018 3:20,30.32256775,78.07031516,5,633,1.2,193,28,35
1269,1,T,11/15/2018 3:20,30.32256248,78.07031025,5,633,0,,28,35
1270,1,T,11/15/2018 3:20,30.32256153,78.07031102,5,633,0,,27,35
1271,1,T,11/15/2018 3:20,30.32256123,78.07031125,5,633,0,,27,35
1272,1,T,11/15/2018 3:20,30.32256096,78.07031115,5,633,0,,28,36
1273,1,T,11/15/2018 3:20,30.32256076,78.07031109,5,633,0,,28,36
1274,1,T,11/15/2018 3:20,30.32256057,78.07031106,5,633,0,,28,36
1275,1,T,11/15/2018 3:20,30.32256035,78.07031105,5,633,0,,28,36
1276,1,T,11/15/2018 3:20,30.32255884,78.07031482,5,634,0.21,66,28,36
1277,1,T,11/15/2018 3:20,30.32256117,78.07031915,5,633,0.26,75,28,36
1278,1,T,11/15/2018 3:20,30.32256322,78.07032158,5,633,0,,28,36
1279,1,T,11/15/2018 3:20,30.32256378,78.07032206,5,633,0,,28,35
1280,1,T,11/15/2018 3:20,30.32256397,78.07032217,5,633,0,,27,35
1281,1,T,11/15/2018 3:20,30.32256404,78.07032213,5,633,0,,27,35
1282,1,T,11/15/2018 3:20,30.3225641,78.07032208,5,633,0,,27,35
1283,1,T,11/15/2018 3:20,30.32256678,78.07032345,5,633,0.24,31,27,35
1284,1,T,11/15/2018 3:20,30.32257566,78.0703223,5,635,0.71,335,28,35
1285,1,T,11/15/2018 3:20,30.32257997,78.07032231,5,634,0.18,276,28,35
1286,1,T,11/15/2018 3:20,30.3225791,78.07032678,5,634,0,,28,35
1287,1,T,11/15/2018 3:20,30.32258441,78.07032634,5,633,0.62,335,28,35
1288,1,T,11/15/2018 3:20,30.32258618,78.07032872,5,633,0,,28,35
1289,1,T,11/15/2018 3:20,30.32258542,78.07032616,5,633,0.39,250,28,35
1290,1,T,11/15/2018 3:20,30.32258473,78.07032286,5,632,0.33,301,28,35
1291,1,T,11/15/2018 3:20,30.32258538,78.0703217,5,633,0,,28,35
1292,1,T,11/15/2018 3:20,30.32258585,78.07031961,5,633,0.32,248,28,35
1293,1,T,11/15/2018 3:20,30.32258608,78.07031832,5,633,0,,28,35
1294,1,T,11/15/2018 3:20,30.32258585,78.07031984,5,633,0,,28,36
1295,1,T,11/15/2018 3:20,30.32258441,78.07032134,5,633,0.33,93,28,36
1296,1,T,11/15/2018 3:20,30.32258311,78.07032343,5,633,0.18,252,28,36
1297,1,T,11/15/2018 3:20,30.3225838,78.07032532,5,633,0,,28,36
1298,1,T,11/15/2018 3:21,30.32258433,78.07032584,5,633,0,,28,35
1299,1,T,11/15/2018 3:21,30.32258459,78.07032612,5,633,0,,28,35
1300,1,T,11/15/2018 3:21,30.3225847,78.07032625,5,633,0,,28,35
1301,1,T,11/15/2018 3:21,30.32258476,78.0703263,5,633,0,,28,35
1302,1,T,11/15/2018 3:21,30.32258479,78.07032636,5,633,0,,27,35
1303,1,T,11/15/2018 3:21,30.32258481,78.0703264,5,633,0,,27,35
1304,1,T,11/15/2018 3:21,30.32258478,78.07032641,5,633,0,,27,35
1305,1,T,11/15/2018 3:21,30.32258483,78.07032639,5,633,0,,27,35
1306,1,T,11/15/2018 3:21,30.32258724,78.07032454,5,633,0,,27,35
1307,1,T,11/15/2018 3:21,30.32258908,78.07032296,5,633,0,,27,35
1308,1,T,11/15/2018 3:21,30.32258957,78.07032026,5,634,0,,27,35
1309,1,T,11/15/2018 3:21,30.32258967,78.07031868,5,634,0,,27,35
1310,1,T,11/15/2018 3:21,30.32258969,78.07031833,5,634,0,,27,35
1311,1,T,11/15/2018 3:21,30.3225897,78.07031825,5,634,0,,28,35
1312,1,T,11/15/2018 3:21,30.32258968,78.07031823,5,634,0,,28,35
1313,1,T,11/15/2018 3:21,30.32258966,78.07031823,5,634,0,,27,36
1314,1,T,11/15/2018 3:21,30.32258963,78.07031825,5,634,0,,27,37
1315,1,T,11/15/2018 3:21,30.32258962,78.07031828,5,634,0,,27,37
1316,1,T,11/15/2018 3:21,30.32258962,78.07031832,5,634,0,,29,37
1317,1,T,11/15/2018 3:21,30.3225896,78.07031832,5,634,0,,29,37
1318,1,T,11/15/2018 3:21,30.32258958,78.07031833,5,634,0,,27,37
1319,1,T,11/15/2018 3:21,30.32259001,78.07031719,5,634,0.15,63,27,37
1320,1,T,11/15/2018 3:21,30.32258966,78.07031694,5,634,0,,27,37
1321,1,T,11/15/2018 3:21,30.32258953,78.07031684,5,634,0,,27,37
1322,1,T,11/15/2018 3:21,30.32258958,78.07031677,5,634,0,,27,37
1323,1,T,11/15/2018 3:21,30.3225896,78.07031675,5,634,0,,27,36
1324,1,T,11/15/2018 3:21,30.3225896,78.07031675,5,634,0,,28,36
1325,1,T,11/15/2018 3:21,30.3225892,78.07031624,5,634,0.21,72,28,37
1326,1,T,11/15/2018 3:21,30.32258819,78.07031593,5,634,0,,28,37
1327,1,T,11/15/2018 3:21,30.32258787,78.07031572,5,634,0,,27,37
1328,1,T,11/15/2018 3:21,30.32258779,78.0703157,5,634,0,,27,37
1329,1,T,11/15/2018 3:21,30.32258778,78.07031571,5,634,0,,27,38
1330,1,T,11/15/2018 3:21,30.32258777,78.07031573,5,634,0,,27,38
1331,1,T,11/15/2018 3:21,30.32258841,78.07031629,5,633,0,,27,38
1332,1,T,11/15/2018 3:21,30.32258864,78.07031634,5,633,0,,27,38
1333,1,T,11/15/2018 3:21,30.32258863,78.07031634,5,633,0,,27,38
1334,1,T,11/15/2018 3:21,30.32258858,78.07031637,5,633,0,,27,38
1335,1,T,11/15/2018 3:21,30.32258864,78.07031613,5,634,0,,27,38
1336,1,T,11/15/2018 3:21,30.32258858,78.07031606,5,634,0,,27,38
1337,1,T,11/15/2018 3:21,30.32258855,78.07031603,5,634,0,,27,38
1338,1,T,11/15/2018 3:21,30.32258852,78.07031603,5,634,0,,27,38
1339,1,T,11/15/2018 3:21,30.32258851,78.0703161,5,634,0,,28,38
1340,1,T,11/15/2018 3:21,30.32258848,78.07031616,5,634,0,,28,38
1341,1,T,11/15/2018 3:21,30.32258844,78.07031623,5,634,0,,28,38
1342,1,T,11/15/2018 3:21,30.32258842,78.07031625,5,634,0,,27,38
1343,1,T,11/15/2018 3:21,30.32258844,78.0703163,5,634,0,,26,38
1344,1,T,11/15/2018 3:21,30.32259359,78.07031652,5,634,0.65,345,26,38
1345,1,T,11/15/2018 3:21,30.3225944,78.07031741,5,634,0,,27,38
1346,1,T,11/15/2018 3:21,30.32259382,78.07032046,5,633,0,,27,38
1347,1,T,11/15/2018 3:21,30.32258907,78.07032624,5,633,0.57,154,27,38
1348,1,T,11/15/2018 3:21,30.32258853,78.07032798,5,632,1.11,334,27,38
1349,1,T,11/15/2018 3:21,30.32259789,78.070321,5,632,1.2,323,27,38
1350,1,T,11/15/2018 3:21,30.32260288,78.07031527,5,632,0.53,280,27,38
1351,1,T,11/15/2018 3:21,30.32260294,78.07031324,5,632,0,,27,38
1352,1,T,11/15/2018 3:21,30.3226027,78.07031177,5,632,0.36,298,27,38
1353,0,T,11/15/2018 3:21,30.32260338,78.07030091,5,632,1.62,278,27,38
1354,0,T,11/15/2018 3:21,30.32260082,78.07027723,5,632,2.47,266,26,38
1355,0,T,11/15/2018 3:21,30.32259787,78.07024362,5,632,3.23,266,26,38
1356,0,T,11/15/2018 3:21,30.3225951,78.0701911,5,633,5.38,266,26,38
1357,0,T,11/15/2018 3:21,30.32259527,78.07012474,5,634,6.23,271,26,38
1358,0,T,11/15/2018 3:22,30.32260387,78.07003143,5,634,6.43,273,26,38
1359,0,T,11/15/2018 3:22,30.3226016,78.06997039,5,634,7.28,273,27,38
1360,0,T,11/15/2018 3:22,30.32260125,78.06989387,5,635,7.77,271,27,38
1361,0,T,11/15/2018 3:22,30.32260442,78.06981612,5,637,7.73,272,27,38
1362,0,T,11/15/2018 3:22,30.32259742,78.06971934,5,636,8.4,270,27,38
1363,0,T,11/15/2018 3:22,30.32260449,78.06963051,5,637,8.61,270,27,38
1364,0,T,11/15/2018 3:22,30.32260158,78.06953346,5,637,9.29,267,27,38
1365,0,T,11/15/2018 3:22,30.3226001,78.06944081,5,637,9.05,267,26,38
1366,0,T,11/15/2018 3:22,30.32259531,78.06934067,5,637,9.34,270,26,38
1367,0,T,11/15/2018 3:22,30.32260035,78.06923847,5,637,9.68,270,26,38
1368,0,T,11/15/2018 3:22,30.32260596,78.06913965,5,637,9.56,270,27,38
1369,0,T,11/15/2018 3:22,30.32261709,78.06904616,5,637,9.58,271,27,38
1370,0,T,11/15/2018 3:22,30.32262299,78.06895417,5,637,9.31,273,27,38
1371,0,T,11/15/2018 3:22,30.32263148,78.06883529,5,635,9.32,274,27,38
1372,0,T,11/15/2018 3:22,30.32266375,78.06874491,5,637,8.78,276,13,23
1373,0,T,11/15/2018 3:22,30.32266735,78.0686619,5,637,8.74,274,13,23
1374,0,T,11/15/2018 3:22,30.32266754,78.06857439,5,638,8.77,274,10,22
1375,0,T,11/15/2018 3:22,30.32267111,78.06848526,5,638,8.87,275,10,22
1376,0,T,11/15/2018 3:22,30.32267294,78.06840507,5,638,8.56,274,10,22
1377,0,T,11/15/2018 3:22,30.32267525,78.06831741,5,638,8.36,271,11,21
1378,0,T,11/15/2018 3:22,30.32267933,78.06822461,6,637,7.98,273,11,21
1379,0,T,11/15/2018 3:22,30.3226912,78.06815755,8,637,6.91,278,8,19
1380,0,T,11/15/2018 3:22,30.32270203,78.06811545,8,637,5.06,279,9,23
1381,0,T,11/15/2018 3:22,30.32270103,78.06808719,8,637,2.78,281,9,23
1382,0,T,11/15/2018 3:22,30.32271442,78.06805425,9,634,2.9,281,9,34
1383,0,T,11/15/2018 3:22,30.32272231,78.06800706,9,637,3.87,282,11,34
1384,0,T,11/15/2018 3:22,30.32273654,78.06795698,11,637,4.49,285,13,34
1385,0,T,11/15/2018 3:22,30.32274828,78.06789361,12,637,5.19,284,13,34
1386,0,T,11/15/2018 3:22,30.3227786,78.06781676,11,637,6.97,288,13,34
1387,0,T,11/15/2018 3:22,30.32280003,78.06772311,9,639,7.46,288,14,35
1388,0,T,11/15/2018 3:22,30.32280573,78.06764201,9,639,7.1,283,14,35
1389,0,T,11/15/2018 3:22,30.32281543,78.06756728,9,639,6.84,284,14,35
1390,0,T,11/15/2018 3:22,30.32284138,78.06750423,9,639,6.7,291,14,35
1391,0,T,11/15/2018 3:22,30.32286076,78.06742252,9,640,6.94,289,15,35
1392,0,T,11/15/2018 3:22,30.32288163,78.06734626,11,641,7.1,288,18,35
1393,0,T,11/15/2018 3:22,30.32289321,78.06727162,11,639,7.21,287,18,35
1394,0,T,11/15/2018 3:22,30.32290722,78.06719659,11,639,7.13,288,24,35
1395,0,T,11/15/2018 3:22,30.32294579,78.06711093,8,639,7.64,287,24,35
1396,0,T,11/15/2018 3:22,30.32298197,78.06703229,8,639,7.75,287,24,35
1397,0,T,11/15/2018 3:22,30.32300068,78.06695081,8,641,7.86,287,24,33
1398,0,T,11/15/2018 3:22,30.32301899,78.0668766,8,641,8.04,289,24,33
1399,0,T,11/15/2018 3:22,30.32304565,78.06677469,8,642,8.68,287,24,33
1400,0,T,11/15/2018 3:22,30.32308648,78.0666823,9,641,8.98,289,25,33
1401,0,T,11/15/2018 3:22,30.32311297,78.06657941,6,642,9.46,287,25,33
1402,0,T,11/15/2018 3:22,30.32313862,78.06646803,6,642,10.08,286,25,33
1403,0,T,11/15/2018 3:22,30.32317107,78.06635505,6,643,10.43,287,25,33
1404,0,T,11/15/2018 3:22,30.32320539,78.06626749,8,642,10.19,288,25,33
1405,0,T,11/15/2018 3:22,30.32322271,78.06616696,8,641,10.21,288,25,33
1406,0,T,11/15/2018 3:22,30.32324559,78.06605887,8,640,10.44,287,25,33
1407,0,T,11/15/2018 3:22,30.32328618,78.06592696,8,643,10.84,289,26,33
1408,0,T,11/15/2018 3:22,30.32330192,78.06579816,8,644,11.18,287,26,33
1409,0,T,11/15/2018 3:22,30.32331809,78.06569088,8,643,10.83,289,26,33
1410,0,T,11/15/2018 3:22,30.32336817,78.06557086,8,644,11.26,290,26,34
1411,0,T,11/15/2018 3:22,30.32338599,78.06550115,6,643,9.8,290,26,34
1412,0,T,11/15/2018 3:22,30.32341521,78.0654062,14,646,9.11,291,26,34
1413,0,T,11/15/2018 3:22,30.32344263,78.06531767,14,645,8.59,286,26,34
1414,0,T,11/15/2018 3:22,30.32346927,78.06523343,14,645,8.51,292,26,34
1415,0,T,11/15/2018 3:22,30.32349539,78.06516405,14,644,8.62,289,26,33
1416,0,T,11/15/2018 3:22,30.32353144,78.06506883,14,643,8.43,285,26,33
1417,0,T,11/15/2018 3:22,30.32355717,78.06498139,14,643,8.56,289,26,33
1418,0,T,11/15/2018 3:23,30.32358399,78.06486994,14,644,9.32,289,26,33
1419,0,T,11/15/2018 3:23,30.3235915,78.06481752,14,644,7.8,289,26,33
1420,0,T,11/15/2018 3:23,30.3236073,78.06474487,14,644,7.28,289,26,33
1421,0,T,11/15/2018 3:23,30.32362245,78.06467525,14,645,7.17,290,26,33
1422,0,T,11/15/2018 3:23,30.32364705,78.06460404,14,645,7.12,288,26,33
1423,0,T,11/15/2018 3:23,30.32366868,78.06452281,14,648,7.04,295,26,33
1424,0,T,11/15/2018 3:23,30.32370049,78.06445075,14,646,7.16,291,26,33
1425,0,T,11/15/2018 3:23,30.3237315,78.06438589,14,646,7.03,291,26,33
1426,0,T,11/15/2018 3:23,30.32375188,78.06431462,14,642,6.66,291,26,33
1427,0,T,11/15/2018 3:23,30.32377235,78.06424611,14,642,6.22,291,26,33
1428,0,T,11/15/2018 3:23,30.32378589,78.06418659,14,643,5.4,299,26,33
1429,0,T,11/15/2018 3:23,30.32381847,78.06412078,14,645,5.63,307,26,33
1430,0,T,11/15/2018 3:23,30.32384269,78.06409001,14,646,5.04,313,26,33
1431,0,T,11/15/2018 3:23,30.32386947,78.06405038,15,647,4.78,314,26,33
1432,0,T,11/15/2018 3:23,30.32387436,78.0640179,15,646,3.42,334,26,33
1433,0,T,11/15/2018 3:23,30.32388797,78.06400737,15,645,2.67,358,26,33
1434,0,T,11/15/2018 3:23,30.32394735,78.06399136,15,645,3.79,22,26,33
1435,0,T,11/15/2018 3:23,30.32400369,78.06402406,14,646,5.4,16,26,33
1436,0,T,11/15/2018 3:23,30.3240348,78.06402608,15,646,5.12,22,26,33
1437,0,T,11/15/2018 3:23,30.32409124,78.06406094,15,646,6.23,25,26,33
1438,0,T,11/15/2018 3:23,30.32417959,78.06412489,14,647,7.78,21,26,33
1439,0,T,11/15/2018 3:23,30.3242539,78.06416999,14,647,8.43,22,26,33
1440,0,T,11/15/2018 3:23,30.3243327,78.06420155,14,648,8,24,26,33
1441,0,T,11/15/2018 3:23,30.32440092,78.06424044,14,648,7.41,21,26,33
1442,0,T,11/15/2018 3:23,30.32445589,78.0642547,14,649,6.72,17,26,33
1443,0,T,11/15/2018 3:23,30.32451868,78.06428127,14,650,6.89,15,26,33
1444,0,T,11/15/2018 3:23,30.32457786,78.06429812,14,649,7.13,18,26,33
1445,0,T,11/15/2018 3:23,30.32463303,78.06432038,14,648,7.1,18,26,33
1446,0,T,11/15/2018 3:23,30.32468864,78.0643337,14,649,6.11,2,26,33
1447,0,T,11/15/2018 3:23,30.32473998,78.06433618,14,648,5.28,335,26,33
1448,0,T,11/15/2018 3:23,30.3247872,78.06430314,14,647,5.95,313,26,33
1449,0,T,11/15/2018 3:23,30.32482547,78.06427191,14,646,5.64,309,26,33
1450,0,T,11/15/2018 3:23,30.32486467,78.06422878,14,645,5.89,315,26,33
1451,0,T,11/15/2018 3:23,30.32490592,78.06417941,14,645,6.2,318,26,32
1452,0,T,11/15/2018 3:23,30.32496773,78.06412787,14,646,7.47,323,26,32
1453,0,T,11/15/2018 3:23,30.3250189,78.06406805,14,645,7.85,317,26,32
1454,0,T,11/15/2018 3:23,30.32506302,78.06402354,14,646,7.5,318,26,32
1455,0,T,11/15/2018 3:23,30.32511245,78.06398115,15,642,7.08,317,26,32
1456,0,T,11/15/2018 3:23,30.32516192,78.06393748,15,644,6.76,316,26,32
1457,0,T,11/15/2018 3:23,30.32518981,78.06389812,14,644,5.68,313,26,32
1458,0,T,11/15/2018 3:23,30.32522251,78.06386633,14,644,4.98,309,26,32
1459,0,T,11/15/2018 3:23,30.32523461,78.06384722,14,643,2.92,313,26,32
1460,0,T,11/15/2018 3:23,30.32524013,78.06382695,15,642,2.46,313,26,33
1461,0,T,11/15/2018 3:23,30.32525057,78.0638119,15,642,2.31,316,26,33
1462,0,T,11/15/2018 3:23,30.32526245,78.06378812,15,643,2.35,319,26,33
1463,0,T,11/15/2018 3:23,30.32529573,78.06375133,15,643,3.16,315,26,33
1464,0,T,11/15/2018 3:23,30.32531983,78.06371232,15,643,3.93,311,26,33
1465,0,T,11/15/2018 3:23,30.32534204,78.0636836,15,643,0,,26,33
1466,0,T,11/15/2018 3:23,30.32535904,78.06367661,15,644,3.77,321,26,33
1467,0,T,11/15/2018 3:23,30.32540603,78.06361142,15,645,6.19,311,26,33
1468,0,T,11/15/2018 3:23,30.32539889,78.06359278,15,646,6.42,307,26,33
1469,0,T,11/15/2018 3:23,30.32546767,78.063513,15,645,6.92,308,26,33
1470,0,T,11/15/2018 3:23,30.32552689,78.06344249,15,645,7.64,308,26,33
1471,0,T,11/15/2018 3:23,30.32562901,78.06332786,17,647,8.24,309,26,33
