type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-03-09 02:40:31,30.31022271,78.09322990,5,631.000,,0.000,,31,38,20190309-081031,GPS Logger: 20190309-081031
T,2019-03-09 02:40:32,30.31022214,78.09323151,5,631.000,,0.000,,31,38,,
T,2019-03-09 02:40:33,30.31022188,78.09323302,5,631.000,,0.000,,32,38,,
T,2019-03-09 02:40:34,30.31022191,78.09323396,6,631.000,,0.000,,32,38,,
T,2019-03-09 02:40:35,30.31022253,78.09323630,5,632.000,,0.000,,32,38,,
T,2019-03-09 02:40:36,30.31022318,78.09323882,5,632.000,,0.000,,32,38,,
T,2019-03-09 02:40:37,30.31022296,78.09324009,6,632.000,,0.000,,32,38,,
T,2019-03-09 02:40:38,30.31022298,78.09324009,5,632.000,,0.000,,33,38,,
T,2019-03-09 02:40:39,30.31022317,78.09324027,5,632.000,,0.000,,33,38,,
T,2019-03-09 02:40:40,30.31022330,78.09324027,5,632.000,,0.000,,33,38,,
T,2019-03-09 02:40:41,30.31022308,78.09323991,5,632.000,,0.000,,33,38,,
T,2019-03-09 02:40:42,30.31022309,78.09323981,6,632.000,,0.000,,33,38,,
T,2019-03-09 02:40:43,30.31024764,78.09321560,8,631.000,,2.690,331,33,38,,
T,2019-03-09 02:40:44,30.31027200,78.09317484,8,632.000,,3.620,334,33,38,,
T,2019-03-09 02:40:45,30.31028274,78.09310386,6,633.000,,4.670,284,33,38,,
T,2019-03-09 02:40:46,30.31030250,78.09302710,6,631.000,,4.860,287,33,38,,
T,2019-03-09 02:40:47,30.31032269,78.09296294,6,635.000,,4.710,288,33,38,,
T,2019-03-09 02:40:48,30.31034209,78.09289708,6,635.000,,4.930,288,32,37,,
T,2019-03-09 02:40:49,30.31035560,78.09279743,6,634.000,,5.500,283,32,38,,
T,2019-03-09 02:40:50,30.31036284,78.09273117,6,633.000,,5.830,284,32,38,,
T,2019-03-09 02:40:51,30.31037109,78.09267423,5,630.000,,5.620,285,32,38,,
T,2019-03-09 02:40:52,30.31037787,78.09259851,5,631.000,,5.300,284,32,38,,
T,2019-03-09 02:40:53,30.31039696,78.09252653,6,630.000,,6.350,287,32,38,,
T,2019-03-09 02:40:54,30.31041579,78.09247657,6,631.000,,5.860,292,32,38,,
T,2019-03-09 02:40:55,30.31043353,78.09240687,8,632.000,,6.340,296,32,38,,
T,2019-03-09 02:40:56,30.31047295,78.09233392,6,632.000,,6.810,301,32,38,,
T,2019-03-09 02:40:57,30.31051847,78.09227986,8,632.000,,6.280,304,32,38,,
T,2019-03-09 02:40:58,30.31055612,78.09220316,8,632.000,,7.140,304,32,38,,
T,2019-03-09 02:40:59,30.31059623,78.09214664,8,633.000,,6.870,306,31,38,,
T,2019-03-09 02:41:00,30.31065286,78.09206437,8,633.000,,7.350,309,31,38,,
T,2019-03-09 02:41:01,30.31068842,78.09199997,8,633.000,,6.750,309,31,38,,
T,2019-03-09 02:41:02,30.31073900,78.09192017,8,631.000,,7.720,310,31,38,,
T,2019-03-09 02:41:03,30.31079449,78.09184731,8,631.000,,7.580,308,31,38,,
T,2019-03-09 02:41:04,30.31084495,78.09176588,8,629.000,,8.520,307,31,38,,
T,2019-03-09 02:41:05,30.31089065,78.09169547,8,629.000,,8.690,307,31,38,,
T,2019-03-09 02:41:06,30.31094359,78.09161073,8,628.000,,8.970,306,31,38,,
T,2019-03-09 02:41:07,30.31098295,78.09153495,9,630.000,,8.940,303,31,38,,
T,2019-03-09 02:41:08,30.31102482,78.09145596,11,630.000,,8.920,302,32,38,,
T,2019-03-09 02:41:09,30.31107371,78.09136178,11,630.000,,9.200,303,32,38,,
T,2019-03-09 02:41:10,30.31111990,78.09132067,9,630.000,,7.780,313,31,38,,
T,2019-03-09 02:41:11,30.31116283,78.09125701,9,630.000,,7.890,308,31,38,,
T,2019-03-09 02:41:12,30.31121654,78.09119033,9,630.000,,8.320,310,31,38,,
T,2019-03-09 02:41:13,30.31127831,78.09111560,11,631.000,,8.790,310,31,38,,
T,2019-03-09 02:41:14,30.31132129,78.09106863,8,632.000,,7.780,308,31,38,,
T,2019-03-09 02:41:15,30.31136980,78.09101050,8,630.000,,7.280,307,31,38,,
T,2019-03-09 02:41:16,30.31141809,78.09090376,8,630.000,,7.930,307,31,38,,
T,2019-03-09 02:41:17,30.31144642,78.09082020,15,628.000,,8.150,301,32,38,,
T,2019-03-09 02:41:18,30.31148143,78.09076894,15,629.000,,7.090,305,32,38,,
T,2019-03-09 02:41:19,30.31153179,78.09069671,15,628.000,,7.210,306,32,38,,
T,2019-03-09 02:41:20,30.31158894,78.09060233,15,629.000,,8.570,304,32,38,,
T,2019-03-09 02:41:21,30.31164907,78.09049310,15,629.000,,9.310,305,32,38,,
T,2019-03-09 02:41:22,30.31169286,78.09042833,17,630.000,,8.150,305,32,38,,
T,2019-03-09 02:41:23,30.31173492,78.09030964,15,629.000,,8.890,304,32,38,,
T,2019-03-09 02:41:24,30.31177149,78.09020632,15,628.000,,8.170,303,32,38,,
T,2019-03-09 02:41:25,30.31182050,78.09012546,15,627.000,,8.660,307,32,38,,
T,2019-03-09 02:41:26,30.31184980,78.09004132,15,628.000,,8.420,299,32,38,,
T,2019-03-09 02:41:27,30.31188239,78.08996949,15,629.000,,8.100,297,32,38,,
T,2019-03-09 02:41:28,30.31191596,78.08987798,15,630.000,,8.270,298,32,38,,
T,2019-03-09 02:41:29,30.31194797,78.08976799,14,630.000,,8.570,295,32,38,,
T,2019-03-09 02:41:30,30.31198738,78.08968539,14,630.000,,8.910,296,32,38,,
T,2019-03-09 02:41:31,30.31203780,78.08957928,14,629.000,,9.220,297,32,38,,
T,2019-03-09 02:41:32,30.31208736,78.08949056,14,628.000,,9.230,299,32,38,,
T,2019-03-09 02:41:33,30.31214073,78.08940238,14,628.000,,9.200,299,32,38,,
T,2019-03-09 02:41:34,30.31217546,78.08931786,14,629.000,,9.190,298,32,38,,
T,2019-03-09 02:41:35,30.31221713,78.08921978,14,628.000,,9.740,298,32,38,,
T,2019-03-09 02:41:36,30.31225367,78.08911968,14,630.000,,9.580,296,32,38,,
T,2019-03-09 02:41:37,30.31228572,78.08901928,15,629.000,,9.550,296,32,38,,
T,2019-03-09 02:41:38,30.31231960,78.08892832,14,628.000,,9.330,296,32,38,,
T,2019-03-09 02:41:39,30.31234884,78.08883521,14,628.000,,9.350,296,32,38,,
T,2019-03-09 02:41:40,30.31239129,78.08875728,14,629.000,,8.880,296,32,38,,
T,2019-03-09 02:41:41,30.31243096,78.08866488,14,628.000,,8.180,296,32,38,,
T,2019-03-09 02:41:42,30.31245608,78.08858876,14,627.000,,7.050,298,32,38,,
T,2019-03-09 02:41:43,30.31246902,78.08853515,14,627.000,,5.360,293,32,38,,
T,2019-03-09 02:41:44,30.31249469,78.08847359,14,626.000,,5.600,290,32,38,,
T,2019-03-09 02:41:45,30.31251173,78.08842190,14,626.000,,5.780,281,32,38,,
T,2019-03-09 02:41:46,30.31255203,78.08836852,15,625.000,,5.900,280,31,38,,
T,2019-03-09 02:41:47,30.31257550,78.08830377,15,626.000,,6.140,295,31,38,,
T,2019-03-09 02:41:48,30.31259658,78.08824942,15,625.000,,5.670,295,31,38,,
T,2019-03-09 02:41:49,30.31262399,78.08822719,15,624.000,,5.320,298,31,38,,
T,2019-03-09 02:41:50,30.31264673,78.08814603,15,624.000,,6.340,291,31,38,,
T,2019-03-09 02:41:51,30.31268710,78.08809485,15,623.000,,6.750,295,31,38,,
T,2019-03-09 02:41:52,30.31272204,78.08802135,15,621.000,,7.400,298,31,38,,
T,2019-03-09 02:41:53,30.31274865,78.08795450,15,620.000,,6.530,301,31,38,,
T,2019-03-09 02:41:54,30.31276101,78.08787887,15,620.000,,6.320,299,31,38,,
T,2019-03-09 02:41:55,30.31278295,78.08781466,15,620.000,,6.320,298,30,37,,
T,2019-03-09 02:41:56,30.31282654,78.08776123,15,621.000,,6.340,299,30,38,,
T,2019-03-09 02:41:57,30.31286715,78.08768364,15,622.000,,6.940,303,30,38,,
T,2019-03-09 02:41:58,30.31291357,78.08762922,15,623.000,,7.110,308,29,37,,
T,2019-03-09 02:41:59,30.31295299,78.08757095,14,626.000,,7.550,309,29,37,,
T,2019-03-09 02:42:00,30.31299640,78.08751619,14,625.000,,7.200,313,29,38,,
T,2019-03-09 02:42:01,30.31305400,78.08744761,14,624.000,,8.040,313,30,38,,
T,2019-03-09 02:42:02,30.31311256,78.08738217,14,624.000,,8.370,315,30,38,,
T,2019-03-09 02:42:03,30.31318195,78.08733368,14,623.000,,7.730,327,30,38,,
T,2019-03-09 02:42:04,30.31324093,78.08728620,15,623.000,,7.570,327,30,38,,
T,2019-03-09 02:42:05,30.31331394,78.08722373,15,623.000,,8.380,327,30,38,,
T,2019-03-09 02:42:06,30.31339199,78.08715396,17,623.000,,9.590,328,30,38,,
T,2019-03-09 02:42:07,30.31344348,78.08704065,17,625.000,,10.230,319,31,38,,
T,2019-03-09 02:42:08,30.31347658,78.08691010,15,624.000,,10.790,312,31,38,,
T,2019-03-09 02:42:09,30.31354200,78.08682561,15,625.000,,10.640,311,31,38,,
T,2019-03-09 02:42:10,30.31359345,78.08673593,17,624.000,,9.960,308,30,38,,
T,2019-03-09 02:42:11,30.31366173,78.08665107,17,624.000,,9.750,307,30,38,,
T,2019-03-09 02:42:12,30.31370154,78.08655172,17,624.000,,9.830,304,30,38,,
T,2019-03-09 02:42:13,30.31376213,78.08643147,17,624.000,,10.300,302,30,38,,
T,2019-03-09 02:42:14,30.31383127,78.08633384,17,624.000,,10.520,304,30,38,,
T,2019-03-09 02:42:15,30.31389646,78.08622654,17,623.000,,11.540,304,30,38,,
T,2019-03-09 02:42:16,30.31394641,78.08612002,17,624.000,,11.270,304,30,38,,
T,2019-03-09 02:42:17,30.31400227,78.08603270,17,625.000,,10.950,307,30,38,,
T,2019-03-09 02:42:18,30.31402066,78.08591078,17,625.000,,11.280,301,28,37,,
T,2019-03-09 02:42:19,30.31406157,78.08580407,15,625.000,,11.180,303,30,38,,
T,2019-03-09 02:42:20,30.31411880,78.08569400,15,625.000,,11.480,305,30,38,,
T,2019-03-09 02:42:21,30.31418320,78.08558428,15,625.000,,11.750,307,30,38,,
T,2019-03-09 02:42:22,30.31421647,78.08548200,15,623.000,,10.670,305,30,38,,
T,2019-03-09 02:42:23,30.31426345,78.08538817,15,624.000,,9.830,304,30,38,,
T,2019-03-09 02:42:24,30.31431447,78.08530381,14,623.000,,9.190,306,31,39,,
T,2019-03-09 02:42:25,30.31437069,78.08523413,14,623.000,,8.900,308,31,39,,
T,2019-03-09 02:42:26,30.31442567,78.08516609,14,626.000,,8.970,307,31,39,,
T,2019-03-09 02:42:27,30.31448323,78.08509506,14,626.000,,8.270,308,31,39,,
T,2019-03-09 02:42:28,30.31453501,78.08503825,15,625.000,,8.120,310,31,39,,
T,2019-03-09 02:42:29,30.31457476,78.08498479,15,625.000,,7.270,310,31,39,,
T,2019-03-09 02:42:30,30.31460321,78.08494359,15,625.000,,6.030,310,31,39,,
T,2019-03-09 02:42:31,30.31464479,78.08488412,15,626.000,,6.030,308,31,39,,
T,2019-03-09 02:42:32,30.31469191,78.08481254,15,626.000,,6.610,308,31,39,,
T,2019-03-09 02:42:33,30.31471905,78.08480140,15,625.000,,5.330,309,31,39,,
T,2019-03-09 02:42:34,30.31476497,78.08476747,15,626.000,,5.690,312,31,39,,
T,2019-03-09 02:42:35,30.31480863,78.08474107,15,627.000,,5.850,313,31,39,,
T,2019-03-09 02:42:36,30.31486828,78.08469605,15,627.000,,6.100,314,30,39,,
T,2019-03-09 02:42:37,30.31492210,78.08464234,14,628.000,,6.300,314,30,39,,
T,2019-03-09 02:42:38,30.31495441,78.08459135,14,628.000,,5.750,314,31,39,,
T,2019-03-09 02:42:39,30.31500329,78.08453187,14,628.000,,5.820,313,31,39,,
T,2019-03-09 02:42:40,30.31503079,78.08450008,14,627.000,,5.010,312,31,39,,
T,2019-03-09 02:42:41,30.31505809,78.08447222,14,627.000,,4.560,313,31,39,,
T,2019-03-09 02:42:42,30.31508559,78.08443620,14,627.000,,4.440,312,31,39,,
T,2019-03-09 02:42:43,30.31511734,78.08439671,14,627.000,,4.660,312,31,39,,
T,2019-03-09 02:42:44,30.31514109,78.08438014,14,627.000,,4.170,313,31,39,,
T,2019-03-09 02:42:45,30.31516782,78.08433547,14,625.000,,4.250,312,30,39,,
T,2019-03-09 02:42:46,30.31520209,78.08429976,14,625.000,,4.650,312,30,39,,
T,2019-03-09 02:42:47,30.31522270,78.08426922,14,626.000,,4.550,311,30,39,,
T,2019-03-09 02:42:48,30.31525295,78.08423771,14,626.000,,4.800,312,30,39,,
T,2019-03-09 02:42:49,30.31529018,78.08419313,14,628.000,,5.280,312,30,39,,
T,2019-03-09 02:42:50,30.31533545,78.08414464,14,628.000,,5.860,312,30,39,,
T,2019-03-09 02:42:51,30.31536775,78.08411093,15,628.000,,5.040,313,30,39,,
T,2019-03-09 02:42:52,30.31539988,78.08406031,15,628.000,,5.240,312,30,39,,
T,2019-03-09 02:42:53,30.31545883,78.08400166,17,629.000,,6.180,313,30,39,,
T,2019-03-09 02:42:54,30.31548889,78.08395902,17,629.000,,6.010,312,29,39,,
T,2019-03-09 02:42:55,30.31551538,78.08394033,18,629.000,,5.690,311,30,39,,
T,2019-03-09 02:42:56,30.31558000,78.08386992,18,630.000,,6.750,311,30,39,,
T,2019-03-09 02:42:57,30.31561574,78.08377086,17,629.000,,7.240,309,30,39,,
