type,time,latitude,longitude,accuracy (m),altitude (m),speed (m/s),bearing (deg),sat_used,sat_inview,desc
T,12/22/2018 11:34,30.29265943,78.10397437,5,608,0,,23,34,
T,12/22/2018 11:34,30.29265571,78.10397495,5,609,0.24,21,23,34,
T,12/22/2018 11:34,30.29265374,78.10397674,5,609,0,,23,34,
T,12/22/2018 11:34,30.29265146,78.10397563,5,609,0.22,0,24,34,
T,12/22/2018 11:34,30.29264694,78.10397285,5,609,0.27,217,23,33,
T,12/22/2018 11:34,30.29264422,78.10396697,5,609,0.32,290,23,34,
T,12/22/2018 11:34,30.29264146,78.10396324,5,608,0,,23,34,
T,12/22/2018 11:34,30.29264035,78.1039626,5,608,0.21,342,23,34,
T,12/22/2018 11:34,30.29264243,78.10396316,5,608,0.38,43,23,34,
T,12/22/2018 11:34,30.2926445,78.10396295,5,608,0.35,13,23,34,
T,12/22/2018 11:34,30.29265022,78.10395919,5,609,1.21,347,23,34,
T,12/22/2018 11:34,30.29265761,78.10395249,6,609,1.21,336,22,33,
T,12/22/2018 11:34,30.29266331,78.10394642,6,609,1.22,339,22,34,
T,12/22/2018 11:34,30.29266574,78.10393889,15,608,,,22,34,
T,12/22/2018 11:34,30.29265017,78.10393354,6,609,0,,22,34,
T,12/22/2018 11:34,30.29264119,78.10393381,6,609,0,,22,34,
T,12/22/2018 11:34,30.29263893,78.10393438,6,609,0,,22,34,
T,12/22/2018 11:34,30.2926362,78.10393231,5,609,0,,22,34,
T,12/22/2018 11:34,30.29263528,78.1039316,5,609,0,,22,34,
T,12/22/2018 11:34,30.29263463,78.10393055,5,609,0,,22,34,
T,12/22/2018 11:34,30.29263404,78.10393037,5,609,0,,22,34,
T,12/22/2018 11:34,30.29263537,78.10393004,6,609,0,,22,34,
T,12/22/2018 11:34,30.29263551,78.10393863,5,609,1.21,107,22,34,
T,12/22/2018 11:34,30.29262962,78.10395242,5,609,1.21,126,22,34,
T,12/22/2018 11:34,30.2926267,78.10396246,5,610,0,,22,34,
T,12/22/2018 11:34,30.29262768,78.10396458,5,610,0,,22,34,
T,12/22/2018 11:34,30.29262898,78.10396513,5,610,0,,21,34,
T,12/22/2018 11:34,30.29262959,78.10396548,14,610,0,,21,34,
T,12/22/2018 11:34,30.29262992,78.10396567,14,610,0,,21,34,
T,12/22/2018 11:34,30.29263009,78.10396585,14,610,0,,21,34,
T,12/22/2018 11:34,30.29263017,78.10396594,14,610,0,,21,34,
T,12/22/2018 11:34,30.2926302,78.10396606,14,610,0,,21,34,
T,12/22/2018 11:34,30.29263019,78.10396621,14,610,0,,21,34,
T,12/22/2018 11:34,30.29263015,78.10396638,14,610,0,,21,34,
T,12/22/2018 11:34,30.29263011,78.10396649,14,610,0,,21,34,
T,12/22/2018 11:34,30.29263008,78.10396659,14,610,0,,21,34,
T,12/22/2018 11:34,30.29263005,78.10396673,14,610,0,,20,34,
T,12/22/2018 11:35,30.29263001,78.10396684,14,610,0,,20,34,
T,12/22/2018 11:35,30.29262996,78.10396695,14,610,0,,20,34,
T,12/22/2018 11:35,30.29262992,78.10396704,14,610,0,,20,34,
T,12/22/2018 11:35,30.29262989,78.10396718,14,610,0,,20,34,
