type,time,latitude,longitude,accuracy (m),altitude (m),speed (m/s),bearing (deg),sat_used,sat_inview,desc
T,12/22/2018 10:24,30.3995043,78.07620319,5,856,0,,19,32,
T,12/22/2018 10:24,30.39950336,78.07621098,5,856,1.21,97,20,32,
T,12/22/2018 10:24,30.39950236,78.07621037,5,856,1.21,271,19,32,
T,12/22/2018 10:24,30.39950205,78.07620395,5,856,0,,19,32,
T,12/22/2018 10:24,30.39950286,78.07620695,5,856,0,,19,32,
T,12/22/2018 10:24,30.39950262,78.07620789,5,856,0,,20,32,
T,12/22/2018 10:24,30.39950251,78.07620876,5,856,0,,21,32,
T,12/22/2018 10:24,30.39950261,78.07620904,5,856,0,,21,32,
T,12/22/2018 10:24,30.39950262,78.07620919,5,856,0,,21,32,
T,12/22/2018 10:24,30.39950261,78.07620925,5,856,0,,21,32,
T,12/22/2018 10:24,30.39950259,78.07620931,5,856,0,,21,32,
T,12/22/2018 10:24,30.39950256,78.07620935,5,856,0,,21,32,
T,12/22/2018 10:24,30.39950253,78.07620936,5,856,0,,21,32,
T,12/22/2018 10:24,30.3995025,78.07620938,5,856,0,,21,32,
T,12/22/2018 10:24,30.39950247,78.07620938,5,856,0,,21,33,
T,12/22/2018 10:24,30.39950146,78.07620912,5,856,0.19,181,21,33,
T,12/22/2018 10:24,30.39949932,78.0762108,5,856,0.32,112,21,33,
T,12/22/2018 10:24,30.39949729,78.0762096,5,856,0,,21,33,
T,12/22/2018 10:24,30.39949655,78.07620822,5,856,0,,21,33,
T,12/22/2018 10:24,30.39949619,78.07620751,5,856,0,,21,33,
T,12/22/2018 10:24,30.39949604,78.07620717,5,856,0,,22,33,
T,12/22/2018 10:24,30.39949597,78.076207,5,856,0,,22,33,
T,12/22/2018 10:24,30.39949593,78.07620692,5,856,0,,21,33,
T,12/22/2018 10:24,30.39949595,78.07620691,5,856,0,,23,33,
T,12/22/2018 10:24,30.39949601,78.07620692,5,856,0,,23,33,
T,12/22/2018 10:24,30.39949606,78.07620691,5,856,0,,23,33,
T,12/22/2018 10:24,30.39949612,78.07620691,5,856,0,,23,32,
T,12/22/2018 10:24,30.39949614,78.07620692,5,856,0,,23,32,
T,12/22/2018 10:24,30.39949615,78.07620693,5,856,0,,23,32,
T,12/22/2018 10:24,30.39949614,78.07620691,5,856,0,,23,32,
T,12/22/2018 10:24,30.39949611,78.07620688,5,856,0,,23,32,
T,12/22/2018 10:24,30.39949609,78.07620684,5,856,0,,23,32,
T,12/22/2018 10:24,30.3994961,78.0762068,5,856,0,,23,32,
T,12/22/2018 10:24,30.39949607,78.07620676,5,856,0,,23,32,
T,12/22/2018 10:24,30.39949606,78.07620672,5,856,0,,23,32,
T,12/22/2018 10:24,30.39949605,78.0762067,5,856,0,,22,32,
T,12/22/2018 10:24,30.39949605,78.07620668,5,856,0,,22,32,
T,12/22/2018 10:24,30.39949603,78.07620664,5,856,0,,22,32,
T,12/22/2018 10:24,30.39949577,78.07620486,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949559,78.07620381,5,856,0,,21,32,
T,12/22/2018 10:24,30.3994955,78.07620327,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949546,78.07620302,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949547,78.0762029,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949549,78.07620285,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949551,78.07620283,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949553,78.07620282,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949556,78.07620282,5,856,0,,22,32,
T,12/22/2018 10:24,30.39949557,78.07620283,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949558,78.07620284,5,856,0,,21,32,
T,12/22/2018 10:24,30.3994956,78.07620283,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949565,78.07620282,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949567,78.07620281,5,856,0,,21,32,
T,12/22/2018 10:24,30.3994957,78.07620279,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949572,78.07620276,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949574,78.07620273,5,856,0,,21,32,
T,12/22/2018 10:24,30.39949575,78.07620272,5,856,0,,20,32,
T,12/22/2018 10:24,30.39949575,78.0762027,5,856,0,,22,33,
T,12/22/2018 10:24,30.39949576,78.0762027,5,856,0,,22,33,
T,12/22/2018 10:24,30.39949852,78.07619967,5,856,1.21,312,22,33,
T,12/22/2018 10:25,30.39950415,78.07619423,5,856,0.71,333,22,33,
T,12/22/2018 10:25,30.39950566,78.07619202,5,856,0,,22,33,
T,12/22/2018 10:25,30.39950431,78.07619166,5,857,0,,22,33,
T,12/22/2018 10:25,30.39950374,78.07619174,5,857,0,,22,33,
T,12/22/2018 10:25,30.39950268,78.07619495,5,857,0.48,100,22,33,
T,12/22/2018 10:25,30.39950343,78.07619942,5,857,0.41,44,22,33,
T,12/22/2018 10:25,30.39950522,78.0762059,5,857,0.7,73,22,33,
T,12/22/2018 10:25,30.39950726,78.07621764,5,857,1.21,74,23,33,
T,12/22/2018 10:25,30.39950673,78.0762347,5,857,1.21,99,23,33,
T,12/22/2018 10:25,30.39949717,78.0762425,5,857,1.21,186,21,32,
T,12/22/2018 10:25,30.39949132,78.07625416,5,857,1.21,83,21,33,
T,12/22/2018 10:25,30.39949417,78.07627078,5,857,1.21,73,20,33,
T,12/22/2018 10:25,30.39949742,78.07628608,5,857,1.21,79,20,33,
T,12/22/2018 10:25,30.399504,78.07629636,5,857,1.2,39,21,33,
T,12/22/2018 10:25,30.39950708,78.07630676,5,857,1.2,93,21,33,
T,12/22/2018 10:25,30.39950865,78.07631774,5,857,1.2,66,22,33,
T,12/22/2018 10:25,30.39951389,78.07632787,5,857,1.2,67,22,33,
T,12/22/2018 10:25,30.39951944,78.07633272,5,857,1.2,49,21,33,
T,12/22/2018 10:25,30.39952605,78.07633644,5,857,1.2,59,21,33,
T,12/22/2018 10:25,30.39952786,78.07633942,5,858,0.79,82,22,33,
T,12/22/2018 10:25,30.3995321,78.07634436,5,858,1.19,55,22,33,
T,12/22/2018 10:25,30.39953161,78.07635023,5,858,1.19,110,22,33,
T,12/22/2018 10:25,30.39953131,78.07635736,5,857,1.19,74,22,33,
T,12/22/2018 10:25,30.39953241,78.07636373,5,857,1.19,80,23,33,
T,12/22/2018 10:25,30.39953372,78.07636954,5,857,1.18,72,23,33,
T,12/22/2018 10:25,30.39953209,78.07637342,5,857,1.18,116,23,34,
T,12/22/2018 10:25,30.39953677,78.0763754,5,857,1.18,37,23,34,
T,12/22/2018 10:25,30.39954478,78.07637663,5,857,1.18,56,23,34,
T,12/22/2018 10:25,30.39955157,78.07638054,5,857,1.18,53,23,34,
T,12/22/2018 10:25,30.39955462,78.07638696,5,857,1.18,77,23,34,
T,12/22/2018 10:25,30.39955813,78.07639477,5,857,1.17,63,23,34,
T,12/22/2018 10:25,30.3995635,78.0764025,5,858,1.17,61,23,34,
T,12/22/2018 10:25,30.39957126,78.07640583,5,858,1.17,26,23,34,
T,12/22/2018 10:25,30.39957698,78.07641209,5,858,1.17,80,23,34,
T,12/22/2018 10:25,30.39958201,78.07642049,5,858,1.17,64,23,34,
T,12/22/2018 10:25,30.39959015,78.07642599,5,859,1.17,41,23,34,
T,12/22/2018 10:25,30.39959786,78.07643116,5,858,1.17,54,23,34,
T,12/22/2018 10:25,30.39960437,78.07643823,5,858,1.17,53,23,34,
T,12/22/2018 10:25,30.39960856,78.0764477,5,859,1.17,72,21,34,
T,12/22/2018 10:25,30.39960985,78.07645935,5,859,1.17,87,21,34,
T,12/22/2018 10:25,30.39960981,78.07646905,5,859,1.17,82,21,34,
T,12/22/2018 10:25,30.39961235,78.07647591,5,859,1.16,65,21,34,
T,12/22/2018 10:25,30.39961783,78.07648248,5,859,1.16,50,23,34,
T,12/22/2018 10:25,30.3996245,78.07648796,5,859,1.16,49,23,34,
T,12/22/2018 10:25,30.39963256,78.07649352,5,859,1.16,38,22,34,
T,12/22/2018 10:25,30.3996399,78.07649817,5,859,1.16,36,22,34,
T,12/22/2018 10:25,30.39964733,78.07650198,5,860,1.16,28,22,34,
T,12/22/2018 10:25,30.3996546,78.07650718,5,860,1.16,40,23,34,
T,12/22/2018 10:25,30.39966095,78.07651537,5,860,1.16,48,23,34,
T,12/22/2018 10:25,30.39966549,78.0765252,5,860,1.16,60,22,34,
T,12/22/2018 10:25,30.39966832,78.0765338,5,860,1.16,58,23,34,
T,12/22/2018 10:25,30.39967156,78.076541,5,860,1.16,54,22,34,
T,12/22/2018 10:25,30.39967511,78.07654837,5,860,1.16,57,22,34,
T,12/22/2018 10:25,30.39967933,78.07655534,5,860,1.16,50,22,34,
T,12/22/2018 10:25,30.39968459,78.07656327,5,860,1.16,54,22,34,
T,12/22/2018 10:25,30.39969138,78.07657376,5,860,1.16,54,22,34,
T,12/22/2018 10:25,30.39969741,78.0765846,5,860,1.16,59,22,34,
T,12/22/2018 10:25,30.39970316,78.07659401,5,860,1.16,53,21,34,
T,12/22/2018 10:25,30.39970992,78.07660357,5,860,1.16,51,21,34,
T,12/22/2018 10:25,30.39971786,78.07661105,5,860,1.16,40,21,34,
T,12/22/2018 10:26,30.39972538,78.07661784,5,860,1.16,42,21,34,
T,12/22/2018 10:26,30.39973223,78.07662709,5,860,1.16,57,21,34,
T,12/22/2018 10:26,30.3997378,78.07663616,5,860,1.16,51,22,34,
T,12/22/2018 10:26,30.39974285,78.07664382,5,861,1.15,49,22,34,
T,12/22/2018 10:26,30.3997489,78.07664988,5,861,1.15,38,22,34,
T,12/22/2018 10:26,30.39975397,78.07665578,5,861,1.15,45,21,34,
T,12/22/2018 10:26,30.39975825,78.07666323,5,861,1.15,51,21,34,
T,12/22/2018 10:26,30.39976106,78.07667202,5,861,1.15,64,21,35,
T,12/22/2018 10:26,30.39976521,78.07668316,5,861,1.15,66,19,35,
T,12/22/2018 10:26,30.3997704,78.07669495,5,861,1.15,62,18,35,
T,12/22/2018 10:26,30.39977531,78.07670609,5,862,1.15,59,18,35,
T,12/22/2018 10:26,30.39977962,78.07671667,5,862,1.15,65,19,35,
T,12/22/2018 10:26,30.39978422,78.07672787,5,862,1.15,59,19,35,
T,12/22/2018 10:26,30.39978879,78.07673997,5,862,1.15,65,19,35,
T,12/22/2018 10:26,30.39979243,78.0767521,5,862,1.15,68,19,35,
T,12/22/2018 10:26,30.39979691,78.07676292,5,862,1.15,56,19,34,
T,12/22/2018 10:26,30.39980183,78.07677248,5,862,1.15,56,20,34,
T,12/22/2018 10:26,30.39980795,78.07678318,5,862,1.15,57,20,33,
T,12/22/2018 10:26,30.3998141,78.07679172,5,862,1.15,48,20,33,
T,12/22/2018 10:26,30.39982076,78.07680208,5,862,1.15,54,20,33,
T,12/22/2018 10:26,30.39982451,78.07681217,5,862,1.15,63,22,33,
T,12/22/2018 10:26,30.39982862,78.07682276,5,862,1.15,62,22,33,
T,12/22/2018 10:26,30.39983456,78.07683543,5,863,1.15,60,22,33,
T,12/22/2018 10:26,30.39983764,78.07685017,5,863,1.15,89,23,33,
T,12/22/2018 10:26,30.3998428,78.07686446,5,863,1.15,66,23,33,
T,12/22/2018 10:26,30.39984905,78.07687741,5,863,1.15,58,23,33,
T,12/22/2018 10:26,30.39985688,78.0768879,5,863,1.16,44,23,33,
T,12/22/2018 10:26,30.39986295,78.07689952,5,863,1.16,65,22,33,
T,12/22/2018 10:26,30.39986753,78.07691361,5,863,1.16,68,22,33,
T,12/22/2018 10:26,30.39987268,78.07692813,5,863,1.16,67,22,33,
T,12/22/2018 10:26,30.39987633,78.07694078,5,863,1.16,66,22,33,
T,12/22/2018 10:26,30.39987973,78.07695375,5,863,1.16,71,21,31,
T,12/22/2018 10:26,30.39988394,78.07696688,5,863,1.16,67,21,32,
T,12/22/2018 10:26,30.39988921,78.07697905,5,863,1.16,66,21,32,
T,12/22/2018 10:26,30.39989326,78.0769914,5,863,1.16,69,20,31,
T,12/22/2018 10:26,30.39989877,78.07700364,5,864,1.16,59,20,31,
T,12/22/2018 10:26,30.39990496,78.07701321,5,864,1.16,56,20,31,
T,12/22/2018 10:26,30.39991027,78.07702318,5,864,1.16,64,20,31,
T,12/22/2018 10:26,30.39991185,78.07703513,5,864,1.16,72,20,31,
T,12/22/2018 10:26,30.39991555,78.07704673,5,863,1.16,63,21,31,
T,12/22/2018 10:26,30.39992128,78.077057,5,863,1.16,57,22,31,
T,12/22/2018 10:26,30.39992771,78.07706717,5,864,1.16,59,22,31,
T,12/22/2018 10:26,30.3999345,78.07707806,5,864,1.16,64,22,31,
T,12/22/2018 10:26,30.39994018,78.07709073,5,863,1.16,69,22,31,
T,12/22/2018 10:26,30.39994657,78.07710302,5,864,1.16,61,22,31,
T,12/22/2018 10:26,30.39995354,78.07711571,5,864,1.16,64,22,31,
T,12/22/2018 10:26,30.39996014,78.07712491,5,863,1.16,57,22,31,
T,12/22/2018 10:26,30.39996785,78.07713501,5,864,1.16,52,23,31,
T,12/22/2018 10:26,30.39997577,78.07714446,5,864,1.16,49,22,31,
T,12/22/2018 10:26,30.39998459,78.07715409,5,864,1.16,44,22,31,
T,12/22/2018 10:26,30.39999412,78.07716337,5,864,1.16,43,22,31,
T,12/22/2018 10:26,30.40000264,78.07717214,5,864,1.16,43,23,31,
T,12/22/2018 10:26,30.40000981,78.07718104,5,864,1.16,49,20,31,
T,12/22/2018 10:26,30.40001721,78.07719073,5,864,1.16,47,20,31,
T,12/22/2018 10:26,30.40002434,78.07720053,5,864,1.16,48,20,31,
T,12/22/2018 10:26,30.40003148,78.07721069,5,864,1.16,49,20,31,
T,12/22/2018 10:26,30.40003823,78.07722314,5,864,1.16,59,21,31,
T,12/22/2018 10:26,30.40004426,78.07723551,5,864,1.16,53,21,31,
T,12/22/2018 10:26,30.40005122,78.07724713,5,864,1.16,49,21,31,
T,12/22/2018 10:26,30.40005849,78.07725764,5,864,1.16,49,21,31,
T,12/22/2018 10:27,30.40006754,78.07726749,5,864,1.16,37,21,31,
T,12/22/2018 10:27,30.40007478,78.07727572,5,864,1.16,45,22,31,
T,12/22/2018 10:27,30.4000797,78.07728345,5,864,1.16,50,22,31,
T,12/22/2018 10:27,30.40008398,78.0772913,5,864,1.16,53,22,31,
T,12/22/2018 10:27,30.40008926,78.07729922,5,864,1.16,51,22,31,
T,12/22/2018 10:27,30.40009403,78.07730542,5,864,1.15,45,22,31,
T,12/22/2018 10:27,30.40010152,78.07731436,5,864,1.16,44,23,31,
T,12/22/2018 10:27,30.40010895,78.07732308,5,864,1.16,47,23,31,
T,12/22/2018 10:27,30.40011461,78.07733055,5,864,1.15,50,23,31,
T,12/22/2018 10:27,30.40012297,78.07733565,5,864,1.15,23,23,31,
T,12/22/2018 10:27,30.4001299,78.07734114,5,864,1.15,41,23,31,
T,12/22/2018 10:27,30.4001369,78.07734959,5,864,1.15,41,24,31,
T,12/22/2018 10:27,30.40014546,78.07735931,5,864,1.15,43,25,31,
T,12/22/2018 10:27,30.40015508,78.07736972,5,864,1.16,42,25,31,
T,12/22/2018 10:27,30.40016387,78.0773796,5,864,1.16,45,25,31,
T,12/22/2018 10:27,30.40017321,78.07738801,5,864,1.16,38,25,31,
T,12/22/2018 10:27,30.40018163,78.07739644,5,864,1.15,40,24,31,
T,12/22/2018 10:27,30.40018959,78.07740358,5,864,1.15,36,24,31,
T,12/22/2018 10:27,30.40019812,78.07741095,5,864,1.15,37,24,31,
T,12/22/2018 10:27,30.40020768,78.0774193,5,864,1.16,38,24,31,
T,12/22/2018 10:27,30.40021687,78.07742677,5,865,1.16,35,24,31,
T,12/22/2018 10:27,30.40022698,78.07743605,5,865,1.16,41,25,31,
T,12/22/2018 10:27,30.40023734,78.07744673,5,865,1.16,41,25,31,
T,12/22/2018 10:27,30.40024655,78.07745516,5,865,1.16,44,25,31,
T,12/22/2018 10:27,30.40025618,78.07746417,5,865,1.16,47,25,31,
T,12/22/2018 10:27,30.40026326,78.07747344,5,865,1.16,54,24,31,
T,12/22/2018 10:27,30.40027012,78.0774844,5,865,1.16,57,24,31,
T,12/22/2018 10:27,30.40027608,78.07749539,5,865,1.15,58,24,31,
T,12/22/2018 10:27,30.40028158,78.0775036,5,865,1.15,49,24,31,
T,12/22/2018 10:27,30.40028859,78.0775094,5,865,1.16,34,23,31,
T,12/22/2018 10:27,30.40029619,78.07751481,5,865,1.15,39,23,31,
T,12/22/2018 10:27,30.40030371,78.0775225,5,865,1.15,43,23,31,
T,12/22/2018 10:27,30.40031187,78.07753211,5,865,1.15,44,24,31,
T,12/22/2018 10:27,30.40031856,78.07754071,5,865,1.15,46,24,31,
T,12/22/2018 10:27,30.4003249,78.07754789,5,865,1.15,44,23,31,
T,12/22/2018 10:27,30.40033179,78.07755675,5,865,1.15,52,23,31,
T,12/22/2018 10:27,30.40033975,78.07756717,5,865,1.15,46,23,31,
T,12/22/2018 10:27,30.40034886,78.07757784,5,865,1.15,45,24,31,
T,12/22/2018 10:27,30.40036042,78.07758565,5,865,1.15,26,24,31,
T,12/22/2018 10:27,30.40037141,78.07759489,5,865,1.16,39,22,31,
T,12/22/2018 10:27,30.40038106,78.07760397,5,865,1.15,41,22,31,
T,12/22/2018 10:27,30.40038928,78.07761228,5,865,1.15,45,22,31,
T,12/22/2018 10:27,30.40039673,78.07761888,5,865,1.15,39,22,31,
T,12/22/2018 10:27,30.40040448,78.07762483,5,865,1.15,37,23,31,
T,12/22/2018 10:27,30.40041246,78.07763261,5,866,1.15,50,23,31,
T,12/22/2018 10:27,30.4004218,78.0776427,5,866,1.15,46,23,31,
T,12/22/2018 10:27,30.40043036,78.07765236,5,866,1.15,49,24,31,
T,12/22/2018 10:27,30.40043747,78.0776617,5,866,1.15,57,23,31,
T,12/22/2018 10:27,30.40044161,78.07767307,5,866,1.15,72,23,31,
T,12/22/2018 10:27,30.40044438,78.07768449,5,866,1.15,63,24,31,
T,12/22/2018 10:27,30.40044928,78.07768965,5,867,1.15,41,25,31,
T,12/22/2018 10:27,30.40045738,78.07769116,5,867,1.15,11,25,31,
T,12/22/2018 10:27,30.40046575,78.07768854,5,867,1.15,5,24,31,
T,12/22/2018 10:27,30.40047369,78.07768997,5,867,1.15,28,24,31,
T,12/22/2018 10:27,30.40047794,78.07770014,5,867,1.15,62,25,31,
T,12/22/2018 10:27,30.40048233,78.07771476,5,867,1.15,73,26,31,
T,12/22/2018 10:27,30.40048886,78.07772739,5,867,1.15,66,24,31,
T,12/22/2018 10:27,30.4004971,78.0777351,5,868,1.15,44,24,31,
T,12/22/2018 10:27,30.40050777,78.07773876,5,868,1.15,24,24,31,
T,12/22/2018 10:27,30.40051945,78.07773747,5,869,1.15,355,24,31,
T,12/22/2018 10:28,30.40053017,78.07773183,5,869,1.15,349,24,31,
T,12/22/2018 10:28,30.40053866,78.07773047,5,869,1.15,23,24,31,
T,12/22/2018 10:28,30.40054581,78.07773543,5,869,1.15,45,24,31,
T,12/22/2018 10:28,30.40055339,78.07774349,5,869,1.15,54,24,31,
T,12/22/2018 10:28,30.40056049,78.07774942,5,869,1.15,37,25,31,
T,12/22/2018 10:28,30.40056949,78.07775164,5,870,1.15,14,24,31,
T,12/22/2018 10:28,30.40057888,78.07774936,5,870,1.15,351,25,31,
T,12/22/2018 10:28,30.4005902,78.07774457,5,870,1.15,350,25,31,
T,12/22/2018 10:28,30.4006002,78.0777391,5,870,1.15,351,25,31,
T,12/22/2018 10:28,30.40060796,78.07773498,5,871,1.15,11,24,31,
T,12/22/2018 10:28,30.40061804,78.07773995,5,871,1.15,24,25,31,
T,12/22/2018 10:28,30.40062625,78.0777494,5,871,1.15,39,25,31,
T,12/22/2018 10:28,30.40063568,78.07775898,5,871,1.15,32,26,31,
T,12/22/2018 10:28,30.40064654,78.07776441,5,872,1.15,10,26,31,
T,12/22/2018 10:28,30.40065659,78.07776112,5,872,1.15,346,25,31,
T,12/22/2018 10:28,30.40066597,78.0777548,5,873,1.14,344,25,32,
T,12/22/2018 10:28,30.40067465,78.07775412,5,873,1.14,9,25,33,
T,12/22/2018 10:28,30.40068885,78.07775563,5,874,1.15,27,24,33,
T,12/22/2018 10:28,30.40070361,78.07775939,5,875,1.15,25,25,33,
T,12/22/2018 10:28,30.40071903,78.07775975,5,876,1.15,8,27,33,
T,12/22/2018 10:28,30.40073588,78.07776199,5,877,1.15,11,26,33,
T,12/22/2018 10:28,30.40074762,78.07776501,5,877,1.14,19,25,33,
T,12/22/2018 10:28,30.40075821,78.07776832,5,877,1.15,15,25,33,
T,12/22/2018 10:28,30.40076793,78.07777126,5,877,1.14,21,25,33,
T,12/22/2018 10:28,30.40077933,78.07777635,5,879,1.15,24,25,33,
T,12/22/2018 10:28,30.40079104,78.07778022,5,877,1.15,17,25,33,
T,12/22/2018 10:28,30.40079898,78.07778242,5,876,1.14,18,25,33,
T,12/22/2018 10:28,30.40080812,78.07778806,5,876,1.14,34,25,33,
T,12/22/2018 10:28,30.4008168,78.07779417,5,875,1.14,29,25,34,
T,12/22/2018 10:28,30.40082905,78.07780264,5,875,1.15,29,25,34,
T,12/22/2018 10:28,30.40084072,78.0778062,5,876,1.14,16,26,34,
T,12/22/2018 10:28,30.40085259,78.07780724,5,876,1.14,22,25,34,
T,12/22/2018 10:28,30.40086387,78.07780783,5,875,1.14,24,25,34,
T,12/22/2018 10:28,30.40087497,78.07780853,5,875,1.14,13,25,34,
T,12/22/2018 10:28,30.40088555,78.07780784,5,875,1.14,10,25,34,
T,12/22/2018 10:28,30.40089201,78.07780484,5,874,1.14,5,25,34,
T,12/22/2018 10:28,30.40090118,78.07780201,5,875,1.14,358,25,34,
T,12/22/2018 10:28,30.4009097,78.07780321,5,874,1.14,17,25,34,
T,12/22/2018 10:28,30.40091957,78.07780591,5,875,1.14,16,25,34,
T,12/22/2018 10:28,30.40093015,78.07780624,5,875,1.14,5,25,34,
T,12/22/2018 10:28,30.40093963,78.07780843,5,875,1.14,21,25,34,
T,12/22/2018 10:28,30.40094867,78.07781143,5,875,1.14,21,25,34,
T,12/22/2018 10:28,30.40095713,78.07781368,5,876,1.14,15,25,34,
T,12/22/2018 10:28,30.40096563,78.07781673,5,876,1.14,23,25,34,
T,12/22/2018 10:28,30.40097485,78.07781767,5,876,1.14,5,25,34,
T,12/22/2018 10:28,30.40098475,78.07781883,5,876,1.14,13,25,34,
T,12/22/2018 10:28,30.40099298,78.07782592,5,876,1.14,42,25,34,
T,12/22/2018 10:28,30.40100073,78.07783503,5,876,1.14,37,26,34,
T,12/22/2018 10:28,30.40100914,78.07784216,5,876,1.14,30,26,34,
T,12/22/2018 10:28,30.40101627,78.07785134,5,876,1.14,46,26,34,
T,12/22/2018 10:28,30.40102591,78.07786244,5,876,1.14,42,26,34,
T,12/22/2018 10:28,30.40103601,78.0778729,5,877,1.14,65,26,34,
T,12/22/2018 10:28,30.40104277,78.07788507,5,877,1.14,79,26,34,
T,12/22/2018 10:28,30.40104168,78.07789884,5,877,1.14,108,26,34,
T,12/22/2018 10:28,30.40103119,78.07790365,5,877,1.14,169,25,34,
T,12/22/2018 10:28,30.40101843,78.07789914,5,877,1.14,226,25,34,
T,12/22/2018 10:28,30.40101158,78.07788762,5,877,1.14,256,25,34,
T,12/22/2018 10:28,30.40100129,78.07788084,5,877,1.14,218,25,34,
T,12/22/2018 10:28,30.40099012,78.07787312,5,877,1.14,240,24,34,
T,12/22/2018 10:28,30.40098249,78.0778641,5,877,1.14,250,24,34,
T,12/22/2018 10:29,30.40098281,78.0778532,5,877,1.14,328,24,34,
T,12/22/2018 10:29,30.40099116,78.07784823,5,877,1.14,10,24,34,
T,12/22/2018 10:29,30.40099761,78.07785467,5,877,1.14,61,25,34,
T,12/22/2018 10:29,30.40100784,78.07786518,5,878,1.14,55,26,34,
T,12/22/2018 10:29,30.40101548,78.07787173,5,878,1.14,79,26,34,
T,12/22/2018 10:29,30.40102392,78.07787652,5,879,1.14,57,26,34,
T,12/22/2018 10:29,30.40103705,78.07788304,5,879,1.14,58,25,34,
T,12/22/2018 10:29,30.40104314,78.07789342,5,880,1.14,69,25,34,
T,12/22/2018 10:29,30.40105685,78.0779024,5,880,1.14,46,26,34,
T,12/22/2018 10:29,30.40106655,78.07791082,5,881,1.13,61,26,34,
T,12/22/2018 10:29,30.40107095,78.07792198,5,881,1.13,74,26,34,
T,12/22/2018 10:29,30.40107362,78.07793793,5,880,1.13,84,26,34,
T,12/22/2018 10:29,30.40107905,78.07795241,5,879,1.13,80,26,34,
T,12/22/2018 10:29,30.4010763,78.07796816,5,878,1.13,90,26,34,
T,12/22/2018 10:29,30.40107107,78.07798674,5,878,1.13,87,26,34,
T,12/22/2018 10:29,30.40106739,78.07800804,5,877,1.13,80,26,34,
T,12/22/2018 10:29,30.4010675,78.07803025,5,877,1.14,85,26,34,
T,12/22/2018 10:29,30.40106695,78.07804862,5,877,1.14,88,27,34,
T,12/22/2018 10:29,30.40106161,78.07806081,5,875,1.13,87,26,34,
T,12/22/2018 10:29,30.40105742,78.07806881,5,876,1.13,74,26,34,
T,12/22/2018 10:29,30.40105649,78.07807813,5,876,1.14,64,26,34,
T,12/22/2018 10:29,30.40105851,78.07808851,5,876,1.14,57,26,34,
T,12/22/2018 10:29,30.40106401,78.07809823,5,877,1.14,54,26,34,
T,12/22/2018 10:29,30.401071,78.07810198,5,878,1.13,39,27,34,
T,12/22/2018 10:29,30.40107995,78.07810613,5,878,1.13,44,27,34,
T,12/22/2018 10:29,30.40108517,78.07811457,5,878,1.14,70,27,34,
T,12/22/2018 10:29,30.40108482,78.07812586,5,878,1.13,91,27,34,
T,12/22/2018 10:29,30.40108415,78.07813703,5,878,1.13,103,27,34,
T,12/22/2018 10:29,30.40108003,78.07814765,5,878,1.13,114,27,34,
T,12/22/2018 10:29,30.40107466,78.07816007,5,878,1.14,116,27,34,
T,12/22/2018 10:29,30.40106913,78.07817238,5,878,1.13,116,27,34,
T,12/22/2018 10:29,30.40106436,78.07818751,5,877,1.14,108,27,34,
T,12/22/2018 10:29,30.40105993,78.07820139,5,877,1.14,111,27,34,
T,12/22/2018 10:29,30.40105609,78.0782127,5,877,1.14,109,27,34,
T,12/22/2018 10:29,30.40104832,78.07822064,5,877,1.13,140,27,34,
T,12/22/2018 10:29,30.40103784,78.07822846,5,878,1.13,145,27,34,
T,12/22/2018 10:29,30.40103155,78.07824124,5,878,1.14,120,26,34,
T,12/22/2018 10:29,30.40102751,78.0782563,5,878,1.14,119,26,34,
T,12/22/2018 10:29,30.40102861,78.07827312,5,878,1.14,93,26,34,
T,12/22/2018 10:29,30.4010262,78.07828884,5,878,1.14,103,25,34,
T,12/22/2018 10:29,30.4010226,78.07830013,5,878,1.14,109,26,34,
T,12/22/2018 10:29,30.40101747,78.0783133,5,878,1.14,111,27,34,
T,12/22/2018 10:29,30.40101437,78.07832679,5,879,1.14,99,27,34,
T,12/22/2018 10:29,30.40101651,78.07834121,5,878,1.14,88,27,34,
T,12/22/2018 10:29,30.40101941,78.07835834,5,878,1.14,89,27,34,
T,12/22/2018 10:29,30.40102033,78.07837618,5,879,1.14,99,27,34,
T,12/22/2018 10:29,30.40102029,78.0783924,5,879,1.14,102,27,34,
T,12/22/2018 10:29,30.40101384,78.07840283,5,879,1.14,162,27,34,
T,12/22/2018 10:29,30.40100631,78.07841047,5,879,1.14,150,26,34,
T,12/22/2018 10:29,30.40100509,78.07842326,5,879,1.14,99,27,34,
T,12/22/2018 10:29,30.40101024,78.07843808,5,879,1.14,82,27,34,
T,12/22/2018 10:29,30.40101524,78.07844973,5,879,1.14,82,27,34,
T,12/22/2018 10:29,30.40101859,78.07845932,5,879,1.14,85,27,34,
T,12/22/2018 10:29,30.40102247,78.07847198,5,879,1.14,84,27,34,
