type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-04-12 02:53:10,30.31047827,78.09229867,12,624.000,,6.880,308,22,37,20190412-082310,GPS Logger: 20190412-082310
T,2019-04-12 02:53:11,30.31049927,78.09224776,9,625.000,,6.780,308,23,37,,
T,2019-04-12 02:53:12,30.31055463,78.09217162,9,625.000,,7.280,309,23,37,,
T,2019-04-12 02:53:13,30.31061669,78.09210751,11,625.000,,7.470,311,23,37,,
T,2019-04-12 02:53:14,30.31064352,78.09204536,12,625.000,,7.370,309,23,37,,
T,2019-04-12 02:53:15,30.31070435,78.09195034,12,624.000,,8.190,311,23,37,,
T,2019-04-12 02:53:16,30.31085474,78.09177362,11,624.000,,11.200,309,23,37,,
T,2019-04-12 02:53:17,30.31090432,78.09170651,9,624.000,,9.160,313,23,37,,
T,2019-04-12 02:53:18,30.31097063,78.09162029,9,623.000,,9.320,309,23,37,,
T,2019-04-12 02:53:19,30.31102166,78.09154455,9,622.000,,9.290,305,23,37,,
T,2019-04-12 02:53:20,30.31104014,78.09144381,11,622.000,,9.510,304,23,37,,
T,2019-04-12 02:53:21,30.31106567,78.09134006,11,622.000,,9.660,298,23,37,,
T,2019-04-12 02:53:22,30.31110794,78.09129859,11,622.000,,7.970,307,23,37,,
T,2019-04-12 02:53:23,30.31116415,78.09122986,9,623.000,,7.690,310,23,37,,
T,2019-04-12 02:53:24,30.31117799,78.09118225,9,623.000,,7.740,303,23,37,,
T,2019-04-12 02:53:25,30.31121302,78.09110044,9,622.000,,7.370,304,23,37,,
T,2019-04-12 02:53:26,30.31127003,78.09099747,8,619.000,,8.600,306,24,37,,
T,2019-04-12 02:53:27,30.31132510,78.09092295,9,619.000,,8.470,305,24,37,,
T,2019-04-12 02:53:28,30.31134652,78.09088891,9,621.000,,6.710,300,24,37,,
T,2019-04-12 02:53:29,30.31137849,78.09083042,9,620.000,,6.690,299,24,37,,
T,2019-04-12 02:53:30,30.31143524,78.09074000,8,620.000,,6.960,303,24,37,,
