index,type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
1023,T,3/8/2019 11:16,30.33453003,78.05268781,18,641,,0.58,258,20,31,,
1024,T,3/8/2019 11:16,30.334534,78.05268637,18,640,,0.59,258,19,31,,
1025,T,3/8/2019 11:16,30.33453768,78.05268538,18,640,,0.57,258,19,31,,
1026,T,3/8/2019 11:16,30.33452232,78.05269187,18,645,,0,,18,31,,
1027,T,3/8/2019 11:16,30.33451783,78.05269119,20,647,,0,,18,31,,
1028,T,3/8/2019 11:16,30.33451663,78.05269049,20,647,,0,,17,31,,
1029,T,3/8/2019 11:16,30.33451362,78.05268804,20,647,,0,,16,30,,
1030,T,3/8/2019 11:16,30.33451266,78.05268547,20,647,,0,,16,31,,
1031,T,3/8/2019 11:16,30.33451194,78.05268632,20,647,,0,,16,31,,
1032,T,3/8/2019 11:16,30.33451277,78.05268717,18,647,,0,,15,31,,
1033,T,3/8/2019 11:16,30.33451208,78.05268634,20,647,,0,,15,31,,
1034,T,3/8/2019 11:16,30.33451227,78.05268729,18,647,,0,,15,31,,
1035,T,3/8/2019 11:16,30.33451269,78.05268776,20,647,,0,,15,31,,
1036,T,3/8/2019 11:16,30.33451128,78.05268501,20,647,,0.47,258,16,31,,
1037,T,3/8/2019 11:16,30.33450761,78.05267098,18,647,,1.26,258,16,31,,
1038,T,3/8/2019 11:16,30.33450267,78.05265017,20,648,,2.19,258,16,31,,
1039,T,3/8/2019 11:16,30.3344984,78.05262889,18,648,,2.33,258,16,31,,
1040,T,3/8/2019 11:16,30.33449254,78.05260156,18,648,,2.75,257,16,31,,
1041,T,3/8/2019 11:16,30.33448593,78.05257207,20,648,,3.06,256,16,31,,
1042,T,3/8/2019 11:16,30.33447714,78.05254015,18,649,,2.9,253,16,31,,
1043,T,3/8/2019 11:16,30.3344652,78.05250271,18,649,,3.22,251,15,31,,
1044,T,3/8/2019 11:16,30.33445176,78.05247237,17,649,,3.81,251,15,31,,
1045,T,3/8/2019 11:16,30.33443791,78.05245707,17,648,,3.7,250,15,31,,
1046,T,3/8/2019 11:16,30.33442769,78.05242645,17,648,,3.68,250,15,31,,
1047,T,3/8/2019 11:16,30.33441936,78.05240588,17,648,,3.63,250,15,31,,
1048,T,3/8/2019 11:17,30.3344061,78.05236329,18,648,,4.06,250,15,31,,
1049,T,3/8/2019 11:17,30.33439184,78.05231435,18,648,,4.2,252,15,31,,
1050,T,3/8/2019 11:17,30.33437996,78.05227338,18,648,,4.08,252,15,31,,
1051,T,3/8/2019 11:17,30.33436874,78.05221172,20,648,,4.27,253,15,31,,
1052,T,3/8/2019 11:17,30.33435538,78.05216603,20,648,,4.15,253,15,31,,
1053,T,3/8/2019 11:17,30.33434437,78.05211859,20,649,,4.02,253,15,31,,
1054,T,3/8/2019 11:17,30.33433681,78.05210051,21,649,,4.1,252,15,31,,
1055,T,3/8/2019 11:17,30.33433264,78.0520966,21,649,,4.05,251,15,31,,
1056,T,3/8/2019 11:17,30.33431429,78.05204301,21,649,,4.51,250,15,31,,
1057,T,3/8/2019 11:17,30.33428747,78.05197625,21,649,,5,248,15,31,,
1058,T,3/8/2019 11:17,30.3342696,78.051943,23,649,,4.85,248,15,31,,
1059,T,3/8/2019 11:17,30.33424549,78.05189756,21,649,,4.73,247,15,31,,
1060,T,3/8/2019 11:17,30.3342326,78.05187357,23,650,,4.34,247,15,31,,
1061,T,3/8/2019 11:17,30.33420889,78.05181222,23,650,,4.62,248,13,31,,
1062,T,3/8/2019 11:17,30.33417755,78.051743,23,650,,5.18,247,13,31,,
1063,T,3/8/2019 11:17,30.33412299,78.05164685,50,649,,5.81,246,12,30,,
1064,T,3/8/2019 11:17,30.33407048,78.05157849,56,650,,5.88,244,12,30,,
1065,T,3/8/2019 11:17,30.33401333,78.05151098,64,650,,5.86,243,12,31,,
1066,T,3/8/2019 11:17,30.33398743,78.05148345,70,651,,5.61,243,12,31,,
1067,T,3/8/2019 11:17,30.3339135,78.05139273,74,652,,6.28,242,12,31,,
1068,T,3/8/2019 11:17,30.33385038,78.05132277,80,651,,6.3,241,12,31,,
1069,T,3/8/2019 11:17,30.33380805,78.0512419,79,651,,6.32,241,12,31,,
1070,T,3/8/2019 11:17,30.33377877,78.05120799,82,652,,5.44,241,12,31,,
1071,T,3/8/2019 11:17,30.33375396,78.05114003,80,652,,4.76,240,12,31,,
1072,T,3/8/2019 11:17,30.33373783,78.05108601,83,651,,3.54,240,12,31,,
1073,T,3/8/2019 11:17,30.33370649,78.05103126,82,651,,2.31,240,10,30,,
1074,T,3/8/2019 11:17,30.33367537,78.0509831,79,649,,1.02,238,11,31,,
1075,T,3/8/2019 11:17,30.33365933,78.05098766,79,649,,0,,11,31,,
1076,T,3/8/2019 11:17,30.33366812,78.05097731,82,649,,0.51,238,11,31,,
1077,T,3/8/2019 11:17,30.33366822,78.0509659,85,650,,1.45,238,11,31,,
1078,T,3/8/2019 11:17,30.33361498,78.05094173,83,648,,2.81,237,11,31,,
1079,T,3/8/2019 11:17,30.33362501,78.05093662,88,649,,3.46,239,10,31,,
1080,T,3/8/2019 11:17,30.3336316,78.05100546,106,649,,2.67,241,10,31,,
1081,T,3/8/2019 11:17,30.33362866,78.0510375,137,650,,0.96,245,10,31,,
1082,T,3/8/2019 11:17,30.33357356,78.05099689,155,650,,0.42,247,10,31,,
1083,T,3/8/2019 11:17,30.33359839,78.05100114,164,650,,0.63,248,10,31,,
1084,T,3/8/2019 11:17,30.33357586,78.05096802,168,651,,0.27,249,10,30,,
1085,T,3/8/2019 11:17,30.33357277,78.05093227,164,651,,0.32,247,10,31,,
1086,T,3/8/2019 11:17,30.33358574,78.05091422,162,652,,0.7,245,10,31,,
1087,T,3/8/2019 11:17,30.33343807,78.05072847,173,652,,1.99,246,10,31,,
1088,T,3/8/2019 11:17,30.33345044,78.05070376,179,653,,2.1,248,10,31,,
1089,T,3/8/2019 11:17,30.33347841,78.0506645,177,653,,2.27,251,9,30,,
1090,T,3/8/2019 11:17,30.33346919,78.05052899,171,654,,3.19,253,9,31,,
1091,T,3/8/2019 11:17,30.33343579,78.05029987,164,655,,4.98,257,9,31,,
1092,T,3/8/2019 11:17,30.33337429,78.05006848,173,657,,6.41,259,9,31,,
1093,T,3/8/2019 11:17,30.33338125,78.05002782,179,657,,6.34,259,9,31,,
1094,T,3/8/2019 11:17,30.33326967,78.0500086,185,656,,6.44,259,9,31,,
1095,T,3/8/2019 11:17,30.33320857,78.05005652,187,657,,5.8,259,9,31,,
1096,T,3/8/2019 11:17,30.33321337,78.05003723,188,660,,6.25,259,9,31,,
1097,T,3/8/2019 11:17,30.33324939,78.04996583,187,661,,6.82,258,9,31,,
1098,T,3/8/2019 11:17,30.3332521,78.04994759,182,661,,6.73,258,8,31,,
1099,T,3/8/2019 11:17,30.33326211,78.04993554,187,661,,6.56,259,8,31,,
1100,T,3/8/2019 11:17,30.33323729,78.04992905,190,663,,5.71,260,8,31,,
1101,T,3/8/2019 11:17,30.33329009,78.04987732,190,664,,5.85,261,9,31,,
1102,T,3/8/2019 11:17,30.33327363,78.04986483,196,665,,5.43,262,9,31,,
1103,T,3/8/2019 11:17,30.33323845,78.04984362,199,666,,5.1,262,9,31,,
1104,T,3/8/2019 11:17,30.33326124,78.0498386,197,665,,4.63,261,9,31,,
1105,T,3/8/2019 11:17,30.33318721,78.04980301,199,665,,4.57,261,9,31,,
1106,T,3/8/2019 11:17,30.33314404,78.04978152,202,665,,4.45,261,9,31,,
1107,T,3/8/2019 11:17,30.33305216,78.04981238,200,663,,3.48,260,9,31,,
1108,T,3/8/2019 11:18,30.33285817,78.04980744,208,660,,2.25,260,9,31,,
1109,T,3/8/2019 11:18,30.33285202,78.04975911,214,661,,2.27,259,8,31,,
1110,T,3/8/2019 11:18,30.33280952,78.04970899,218,660,,2.18,259,9,31,,
1111,T,3/8/2019 11:18,30.33276812,78.04966961,220,661,,1.55,259,9,31,,
1112,T,3/8/2019 11:18,30.33267369,78.0496352,232,659,,1.09,259,9,31,,
1113,T,3/8/2019 11:18,30.33234481,78.04956716,269,656,,1.28,259,9,31,,
1114,T,3/8/2019 11:18,30.33211498,78.04945958,273,656,,1.74,259,9,31,,
1115,T,3/8/2019 11:18,30.33216865,78.04945998,279,657,,1.3,259,9,31,,
1116,T,3/8/2019 11:18,30.331977,78.04935785,27,655,,6.38,223,9,31,,
1117,T,3/8/2019 11:18,30.33181103,78.04924154,29,654,,6.35,223,9,31,,
1118,T,3/8/2019 11:18,30.33167997,78.04913286,32,654,,6.82,227,9,31,,
1119,T,3/8/2019 11:18,30.33163786,78.04908123,35,655,,6.82,227,9,31,,
1120,T,3/8/2019 11:18,30.33161809,78.04905599,38,655,,5.42,227,9,31,,
1121,T,3/8/2019 11:18,30.33163063,78.04906364,41,655,,4.06,277,9,31,,
1122,T,3/8/2019 11:18,30.33165103,78.04908629,44,655,,2.9,277,9,31,,
1123,T,3/8/2019 11:18,30.33164861,78.04909396,50,656,,2.53,277,9,31,,
1124,T,3/8/2019 11:18,30.33164926,78.04910397,55,656,,2.27,278,9,31,,
1125,T,3/8/2019 11:18,30.33162876,78.04908429,55,656,,2.27,278,9,31,,
1126,T,3/8/2019 11:18,30.33162512,78.0490775,50,655,,2.15,278,9,31,,
1127,T,3/8/2019 11:18,30.33164747,78.04906845,46,655,,1.52,279,9,31,,
1128,T,3/8/2019 11:18,30.33165375,78.04905258,47,655,,1.62,279,9,31,,
1129,T,3/8/2019 11:18,30.33165522,78.04903708,50,655,,1.62,280,9,31,,
1130,T,3/8/2019 11:18,30.33163429,78.04900243,55,655,,2.51,281,8,30,,
1131,T,3/8/2019 11:18,30.33159446,78.0489515,58,654,,2.9,282,8,30,,
1132,T,3/8/2019 11:18,30.33157528,78.04893272,55,654,,2.68,283,8,30,,
1133,T,3/8/2019 11:18,30.33159304,78.04921511,59,653,,2.88,283,8,30,,
1134,T,3/8/2019 11:18,30.33160811,78.04927558,64,652,,3.29,283,8,30,,
1135,T,3/8/2019 11:18,30.33164261,78.04923959,58,651,,3.46,283,9,30,,
1136,T,3/8/2019 11:18,30.33162788,78.04924156,46,652,,3.93,283,9,30,,
1137,T,3/8/2019 11:18,30.3316162,78.04921623,36,651,,4.43,283,9,30,,
1138,T,3/8/2019 11:18,30.33162439,78.04915284,30,650,,5.1,283,10,30,,
1139,T,3/8/2019 11:18,30.33162177,78.04909376,27,649,,5.1,283,10,30,,
1140,T,3/8/2019 11:18,30.33154629,78.0490192,26,650,,5.58,232,10,30,,
1141,T,3/8/2019 11:18,30.33146655,78.04899345,24,650,,6.27,223,10,30,,
1142,T,3/8/2019 11:18,30.33142915,78.048934,24,650,,6.65,219,10,30,,
1143,T,3/8/2019 11:18,30.33141786,78.04886897,24,650,,6.11,226,10,30,,
1144,T,3/8/2019 11:18,30.33138826,78.04878903,26,651,,6.04,227,10,30,,
1145,T,3/8/2019 11:18,30.3313537,78.04874283,27,651,,5.98,227,10,30,,
1146,T,3/8/2019 11:18,30.33129972,78.04867355,29,651,,6.03,227,10,30,,
1147,T,3/8/2019 11:18,30.33129878,78.04870326,27,651,,5.27,226,10,30,,
1148,T,3/8/2019 11:18,30.33126766,78.04866173,30,651,,5.31,226,10,30,,
1149,T,3/8/2019 11:18,30.33123732,78.04860904,32,651,,5.22,227,11,30,,
1150,T,3/8/2019 11:18,30.33118602,78.04856938,32,650,,6.09,224,11,30,,
1151,T,3/8/2019 11:18,30.3311888,78.04853717,29,651,,5.05,241,11,30,,
1152,T,3/8/2019 11:18,30.33115935,78.04849153,30,650,,4.79,235,11,30,,
1153,T,3/8/2019 11:18,30.33113236,78.04838364,35,650,,5.19,231,11,30,,
1154,T,3/8/2019 11:18,30.3310991,78.04833109,36,649,,5.13,230,11,30,,
1155,T,3/8/2019 11:18,30.33107204,78.04829867,33,649,,5.17,228,10,30,,
1156,T,3/8/2019 11:18,30.3310274,78.04827035,33,649,,5.2,228,10,30,,
1157,T,3/8/2019 11:18,30.33099069,78.04823397,36,649,,5.26,229,10,30,,
1158,T,3/8/2019 11:18,30.33090914,78.04814069,32,649,,6.54,227,11,30,,
1159,T,3/8/2019 11:18,30.33090274,78.04808804,29,649,,6.77,226,11,30,,
1160,T,3/8/2019 11:18,30.3308452,78.04803597,29,649,,7.02,227,11,30,,
1161,T,3/8/2019 11:18,30.33072394,78.04793252,29,650,,7.6,218,11,30,,
1162,T,3/8/2019 11:18,30.33064847,78.04787488,30,650,,7.74,217,12,30,,
1163,T,3/8/2019 11:18,30.33059024,78.04783419,30,650,,8.32,218,12,30,,
1164,T,3/8/2019 11:18,30.33058516,78.0477524,29,650,,8.01,216,12,30,,
1165,T,3/8/2019 11:18,30.33045218,78.04761465,26,651,,8.46,217,11,29,,
1166,T,3/8/2019 11:18,30.33034528,78.04753097,26,651,,8.62,216,11,30,,
1167,T,3/8/2019 11:18,30.33024457,78.04744437,23,651,,7.26,217,11,30,,
1168,T,3/8/2019 11:19,30.33015734,78.04736281,21,651,,6.93,216,11,30,,
1169,T,3/8/2019 11:19,30.33009599,78.04731255,23,651,,6.73,215,10,29,,
1170,T,3/8/2019 11:19,30.33003705,78.04723679,21,652,,6.76,214,10,30,,
1171,T,3/8/2019 11:19,30.32999093,78.04720633,23,654,,6.25,213,10,30,,
1172,T,3/8/2019 11:19,30.32992548,78.04715634,23,654,,6.77,212,10,30,,
1173,T,3/8/2019 11:19,30.32988325,78.04713157,21,655,,6.51,210,9,29,,
1174,T,3/8/2019 11:19,30.32980598,78.04710636,21,656,,6.5,205,9,30,,
1175,T,3/8/2019 11:19,30.32975814,78.04706564,20,657,,6.39,204,10,30,,
1176,T,3/8/2019 11:19,30.32971258,78.04705855,20,657,,5.93,202,10,30,,
1177,T,3/8/2019 11:19,30.32966675,78.04703184,18,658,,5.13,202,10,30,,
1178,T,3/8/2019 11:19,30.32965014,78.0469925,18,656,,4.17,203,10,30,,
1179,T,3/8/2019 11:19,30.32961397,78.04696891,20,655,,3.76,202,10,30,,
1180,T,3/8/2019 11:19,30.32957923,78.04694814,20,655,,3.51,202,12,30,,
1181,T,3/8/2019 11:19,30.32956134,78.04696907,18,655,,1.84,200,12,30,,
1182,T,3/8/2019 11:19,30.32957032,78.04695964,18,658,,0.49,200,12,30,,
1183,T,3/8/2019 11:19,30.32961496,78.04697892,20,657,,0.74,200,12,30,,
1184,T,3/8/2019 11:19,30.32962963,78.04697872,20,657,,0.68,199,12,30,,
1185,T,3/8/2019 11:19,30.32960898,78.04702759,20,654,,0.27,198,12,30,,
1186,T,3/8/2019 11:19,30.32962246,78.04702272,18,654,,0.51,198,12,30,,
1187,T,3/8/2019 11:19,30.32960773,78.0470281,18,654,,0.34,197,12,30,,
1188,T,3/8/2019 11:19,30.32961069,78.04703002,18,653,,0.53,196,12,30,,
1189,T,3/8/2019 11:19,30.32961779,78.04704257,18,652,,0.47,196,12,30,,
1190,T,3/8/2019 11:19,30.32962004,78.04704208,18,653,,0.68,195,12,30,,
1191,T,3/8/2019 11:19,30.32961789,78.04704657,18,653,,0.78,195,12,30,,
1192,T,3/8/2019 11:19,30.32962155,78.04705096,20,652,,0.28,194,12,30,,
1193,T,3/8/2019 11:19,30.32961863,78.0470568,20,654,,0.57,193,12,30,,
1194,T,3/8/2019 11:19,30.32961241,78.0470611,20,654,,0.66,193,12,30,,
1195,T,3/8/2019 11:19,30.32960814,78.04706475,21,653,,0.42,192,12,30,,
1196,T,3/8/2019 11:19,30.32959592,78.04706433,21,653,,1.03,192,11,30,,
1197,T,3/8/2019 11:19,30.32958296,78.0470617,21,652,,1.17,192,11,30,,
1198,T,3/8/2019 11:19,30.32956222,78.04705326,21,652,,2.02,192,11,30,,
1199,T,3/8/2019 11:19,30.32954188,78.04705029,21,651,,2,190,11,30,,
1200,T,3/8/2019 11:19,30.32951107,78.04704489,20,651,,2.82,189,11,30,,
1201,T,3/8/2019 11:19,30.32947872,78.0470397,20,651,,2.99,188,11,30,,
1202,T,3/8/2019 11:19,30.32945028,78.04703574,21,650,,2.86,187,12,30,,
1203,T,3/8/2019 11:19,30.3294098,78.04702747,21,650,,3.52,188,12,30,,
1204,T,3/8/2019 11:19,30.32937586,78.04700948,21,651,,3.42,191,12,30,,
1205,T,3/8/2019 11:19,30.32935148,78.04699588,20,651,,2.98,191,12,30,,
1206,T,3/8/2019 11:19,30.32932776,78.0469716,20,652,,2.85,194,12,30,,
1207,T,3/8/2019 11:19,30.32930208,78.04694974,18,652,,2.94,195,12,30,,
1208,T,3/8/2019 11:19,30.32932643,78.04693838,18,651,,2.08,196,12,30,,
1209,T,3/8/2019 11:19,30.32933069,78.04692042,20,651,,1.13,197,12,30,,
1210,T,3/8/2019 11:19,30.32931473,78.04691423,20,649,,1.39,196,12,30,,
1211,T,3/8/2019 11:19,30.3292937,78.04690792,20,649,,1.37,196,12,30,,
1212,T,3/8/2019 11:19,30.3292756,78.04689857,20,647,,0.7,196,12,30,,
1213,T,3/8/2019 11:19,30.32925928,78.04689002,20,647,,0.81,196,12,30,,
1214,T,3/8/2019 11:19,30.32923807,78.04688098,20,646,,1.38,196,12,30,,
1215,T,3/8/2019 11:19,30.3292205,78.0468699,21,646,,0.97,197,12,30,,
1216,T,3/8/2019 11:19,30.32921009,78.04685911,21,646,,0.77,197,12,30,,
1217,T,3/8/2019 11:19,30.32920401,78.04684679,20,645,,0.96,198,12,30,,
1218,T,3/8/2019 11:19,30.32920302,78.04683608,20,645,,0.62,198,12,30,,
1219,T,3/8/2019 11:19,30.32920209,78.04683338,20,646,,0.32,197,12,30,,
1220,T,3/8/2019 11:19,30.32921757,78.04682869,20,646,,0.21,198,12,30,,
1221,T,3/8/2019 11:19,30.3292251,78.04682037,20,645,,0.33,199,12,30,,
1222,T,3/8/2019 11:19,30.32921884,78.04680802,20,644,,1.6,198,11,30,,
1223,T,3/8/2019 11:19,30.32920908,78.04678953,21,644,,1.81,197,11,30,,
1224,T,3/8/2019 11:19,30.32920223,78.04678715,21,643,,1.59,190,11,30,,
1225,T,3/8/2019 11:19,30.32919385,78.04679212,21,644,,1.59,183,11,30,,
1226,T,3/8/2019 11:19,30.32918261,78.04679481,21,644,,1.82,174,11,30,,
1227,T,3/8/2019 11:19,30.32916812,78.04679552,21,643,,1.75,162,11,30,,
1228,T,3/8/2019 11:20,30.3291552,78.04679695,21,643,,1.28,152,11,30,,
1229,T,3/8/2019 11:20,30.32913451,78.04680617,23,644,,1.57,145,10,30,,
1230,T,3/8/2019 11:20,30.3291195,78.04681733,23,644,,1.46,137,10,30,,
1231,T,3/8/2019 11:20,30.32911212,78.04683416,23,644,,1.38,130,10,30,,
1232,T,3/8/2019 11:20,30.32910411,78.04684155,26,644,,1.2,126,11,30,,
1233,T,3/8/2019 11:20,30.3290973,78.04684876,27,644,,1.11,123,11,30,,
1234,T,3/8/2019 11:20,30.32908729,78.04685986,29,644,,1.61,122,11,30,,
1235,T,3/8/2019 11:20,30.32907556,78.04687492,29,644,,1.71,121,13,30,,
1236,T,3/8/2019 11:20,30.32905802,78.0469009,27,644,,2.35,121,14,30,,
1237,T,3/8/2019 11:20,30.32902201,78.04695805,24,643,,3.66,121,14,30,,
1238,T,3/8/2019 11:20,30.32898604,78.04701386,26,646,,3.64,122,14,30,,
1239,T,3/8/2019 11:20,30.32894402,78.04707982,27,645,,4.46,122,14,30,,
1240,T,3/8/2019 11:20,30.32885062,78.04719991,29,644,,5.42,123,14,30,,
1241,T,3/8/2019 11:20,30.32881214,78.0472758,29,644,,6.17,123,14,30,,
1242,T,3/8/2019 11:20,30.32875281,78.04735742,26,642,,6.08,123,14,30,,
1243,T,3/8/2019 11:20,30.32868765,78.04739727,24,641,,6.14,128,14,30,,
1244,T,3/8/2019 11:20,30.32865823,78.04745577,24,641,,5.66,128,14,30,,
1245,T,3/8/2019 11:20,30.32862431,78.04749391,24,641,,5.4,128,14,30,,
1246,T,3/8/2019 11:20,30.32856222,78.04752112,23,640,,6.11,130,14,30,,
1247,T,3/8/2019 11:20,30.32846035,78.04753872,21,639,,5.67,133,14,30,,
1248,T,3/8/2019 11:20,30.32841392,78.04763271,21,639,,6.9,131,13,29,,
1249,T,3/8/2019 11:20,30.32837469,78.04772247,21,639,,7.51,130,12,29,,
1250,T,3/8/2019 11:20,30.32833026,78.04779169,21,639,,7.87,130,12,30,,
1251,T,3/8/2019 11:20,30.32827768,78.04788632,21,639,,8.98,129,12,30,,
1252,T,3/8/2019 11:20,30.32825,78.04790987,21,640,,8.77,129,12,30,,
1253,T,3/8/2019 11:20,30.32820404,78.04798522,21,640,,8.16,130,12,30,,
1254,T,3/8/2019 11:20,30.32814753,78.04805602,23,639,,7.89,130,11,30,,
1255,T,3/8/2019 11:20,30.32811816,78.04813537,23,645,,7.66,129,11,30,,
1256,T,3/8/2019 11:20,30.32808296,78.04816563,24,644,,7.07,129,11,30,,
1257,T,3/8/2019 11:20,30.32804788,78.0482181,27,643,,6.89,128,11,30,,
1258,T,3/8/2019 11:20,30.32806715,78.04827987,29,643,,5.96,125,11,30,,
1259,T,3/8/2019 11:20,30.32806039,78.04831048,30,643,,4.86,128,11,30,,
1260,T,3/8/2019 11:20,30.32808132,78.04836316,35,643,,4.54,132,11,30,,
1261,T,3/8/2019 11:20,30.32805692,78.04838723,36,643,,3.93,143,10,30,,
1262,T,3/8/2019 11:20,30.32803618,78.04843222,36,642,,3.78,150,10,30,,
1263,T,3/8/2019 11:20,30.32803294,78.04851209,35,642,,3.32,160,10,30,,
1264,T,3/8/2019 11:20,30.32800763,78.04854084,30,642,,3.17,168,10,30,,
1265,T,3/8/2019 11:20,30.32798602,78.04854979,30,643,,2.88,175,11,30,,
1266,T,3/8/2019 11:20,30.32797794,78.04854744,30,643,,2.31,185,11,30,,
1267,T,3/8/2019 11:20,30.32794408,78.04852585,29,642,,2.65,195,11,30,,
1268,T,3/8/2019 11:20,30.32790493,78.04850258,27,641,,2.92,206,10,29,,
1269,T,3/8/2019 11:20,30.32787829,78.04846614,24,641,,2.62,215,11,30,,
1270,T,3/8/2019 11:20,30.32784723,78.04843185,24,640,,2.84,217,11,30,,
1271,T,3/8/2019 11:20,30.3278189,78.04840151,24,640,,3.12,215,11,30,,
1272,T,3/8/2019 11:20,30.32778455,78.04836286,24,640,,3.74,215,11,30,,
1273,T,3/8/2019 11:20,30.32775035,78.04832734,26,639,,3.8,215,11,30,,
1274,T,3/8/2019 11:20,30.32772475,78.04829502,20,639,,4.31,213,11,30,,
1275,T,3/8/2019 11:20,30.32768915,78.04826067,20,638,,4.86,213,12,30,,
1276,T,3/8/2019 11:20,30.32764667,78.04823034,18,638,,4.73,213,12,30,,
1277,T,3/8/2019 11:20,30.32758844,78.04818603,18,638,,5.35,213,13,30,,
1278,T,3/8/2019 11:20,30.32754826,78.04811391,17,636,,5.27,213,13,30,,
1279,T,3/8/2019 11:20,30.32748974,78.04806361,17,637,,5.95,212,14,30,,
1280,T,3/8/2019 11:20,30.32744517,78.04803189,17,637,,5.31,212,14,30,,
1281,T,3/8/2019 11:20,30.3273791,78.04797084,17,636,,5.12,214,14,30,,
1282,T,3/8/2019 11:20,30.32731772,78.04793071,18,636,,5.26,215,14,30,,
1283,T,3/8/2019 11:20,30.32728288,78.04787563,18,635,,4.57,216,14,30,,
1284,T,3/8/2019 11:20,30.32725187,78.04783869,18,636,,4.91,215,14,30,,
1285,T,3/8/2019 11:20,30.32721104,78.04779166,18,635,,5.37,216,14,30,,
1286,T,3/8/2019 11:20,30.32718258,78.04777733,18,635,,4.53,212,14,30,,
1287,T,3/8/2019 11:20,30.32714513,78.0477428,18,634,,4.47,210,13,30,,
1288,T,3/8/2019 11:21,30.32712139,78.04772093,18,634,,3.97,205,13,30,,
1289,T,3/8/2019 11:21,30.32709507,78.04770841,18,633,,3.74,195,13,30,,
1290,T,3/8/2019 11:21,30.32706399,78.04769856,18,633,,3.6,189,13,30,,
1291,T,3/8/2019 11:21,30.32704691,78.0476981,18,634,,3.12,183,14,30,,
1292,T,3/8/2019 11:21,30.32701853,78.04770355,18,634,,3.06,177,14,30,,
1293,T,3/8/2019 11:21,30.32698164,78.04771002,18,635,,3.32,174,14,30,,
1294,T,3/8/2019 11:21,30.32697846,78.04770721,17,634,,1.89,173,14,30,,
1295,T,3/8/2019 11:21,30.3269848,78.0477063,17,634,,0.9,171,14,30,,
1296,T,3/8/2019 11:21,30.32697991,78.04770433,17,634,,1.05,170,14,30,,
1297,T,3/8/2019 11:21,30.32697537,78.04770239,18,634,,0.91,169,14,30,,
1298,T,3/8/2019 11:21,30.32697469,78.04769873,18,632,,0.61,168,14,30,,
1299,T,3/8/2019 11:21,30.32696151,78.04769836,18,632,,0.81,166,14,30,,
1300,T,3/8/2019 11:21,30.32695715,78.04769461,17,632,,0.35,162,14,30,,
1301,T,3/8/2019 11:21,30.32695583,78.04769451,17,631,,0.3,159,13,29,,
1302,T,3/8/2019 11:21,30.32695476,78.04769204,18,631,,0.46,156,13,30,,
1303,T,3/8/2019 11:21,30.32695349,78.0476894,18,631,,0.45,151,12,30,,
1304,T,3/8/2019 11:21,30.32695671,78.04768607,18,631,,0,,11,29,,
1305,T,3/8/2019 11:21,30.32694708,78.0477104,17,630,,1.13,138,12,30,,
1306,T,3/8/2019 11:21,30.32694869,78.04774561,18,631,,1.04,132,13,30,,
1307,T,3/8/2019 11:21,30.32694233,78.04777347,20,630,,1.28,133,14,30,,
1308,T,3/8/2019 11:21,30.32693444,78.04779602,20,630,,1.36,136,14,30,,
1309,T,3/8/2019 11:21,30.32691667,78.04781622,20,631,,1.89,139,16,30,,
1310,T,3/8/2019 11:21,30.32688453,78.04784124,20,632,,2.53,142,15,30,,
1311,T,3/8/2019 11:21,30.326852,78.04787308,18,632,,3.18,143,15,30,,
1312,T,3/8/2019 11:21,30.32681274,78.0479248,20,634,,3.77,143,15,30,,
1313,T,3/8/2019 11:21,30.32676298,78.04796758,20,635,,4.26,146,16,30,,
1314,T,3/8/2019 11:21,30.32671675,78.04801414,20,635,,4.34,144,16,30,,
1315,T,3/8/2019 11:21,30.32667868,78.04805579,21,635,,4.32,141,16,30,,
1316,T,3/8/2019 11:21,30.32664461,78.04809085,21,636,,4.26,140,16,30,,
1317,T,3/8/2019 11:21,30.32660902,78.04812148,21,635,,4.13,140,16,30,,
1318,T,3/8/2019 11:21,30.32657024,78.04815879,21,635,,4.49,141,16,30,,
1319,T,3/8/2019 11:21,30.32653222,78.04819745,21,635,,4.46,143,18,30,,
1320,T,3/8/2019 11:21,30.32650251,78.04823159,21,635,,4.36,144,18,30,,
1321,T,3/8/2019 11:21,30.32646138,78.04827334,21,634,,4.42,145,18,30,,
1322,T,3/8/2019 11:21,30.32642896,78.0483243,20,635,,4.15,141,18,30,,
1323,T,3/8/2019 11:21,30.32638972,78.04838796,20,638,,4.32,138,18,30,,
1324,T,3/8/2019 11:21,30.32635484,78.04844369,20,638,,4.31,137,18,30,,
1325,T,3/8/2019 11:21,30.32630058,78.04848804,21,637,,4.39,139,18,30,,
1326,T,3/8/2019 11:21,30.32624739,78.04853707,21,639,,4.53,139,18,30,,
1327,T,3/8/2019 11:21,30.32614819,78.04862012,21,639,,5.29,139,18,30,,
1328,T,3/8/2019 11:21,30.32610614,78.04866817,20,640,,5.65,138,18,30,,
1329,T,3/8/2019 11:21,30.32603182,78.04873866,20,643,,6.11,138,17,30,,
1330,T,3/8/2019 11:21,30.3259792,78.04879449,21,643,,6.53,138,17,30,,
1331,T,3/8/2019 11:21,30.32593271,78.04882566,20,644,,6.26,138,17,30,,
1332,T,3/8/2019 11:21,30.32591246,78.04885749,18,646,,5.09,137,17,30,,
