type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-03-14 10:03:58,30.39346801,78.07311753,5,819.000,,10.230,185,26,35,20190314-153358,GPS Logger: 20190314-153358
T,2019-03-14 10:03:59,30.39338499,78.07313625,5,819.000,,9.000,177,26,35,,
T,2019-03-14 10:04:00,30.39330878,78.07312051,6,821.000,,8.590,188,26,35,,
T,2019-03-14 10:04:01,30.39323990,78.07311580,6,823.000,,7.800,188,27,35,,
T,2019-03-14 10:04:02,30.39320566,78.07309904,6,820.000,,5.110,190,28,35,,
T,2019-03-14 10:04:03,30.39321274,78.07311107,6,818.000,,1.440,209,17,22,,
T,2019-03-14 10:04:04,30.39320130,78.07311455,6,818.000,,1.060,190,11,20,,
T,2019-03-14 10:04:05,30.39318368,78.07310908,6,818.000,,1.140,190,10,19,,
T,2019-03-14 10:04:06,30.39318547,78.07310934,8,818.000,,0.000,,10,20,,
T,2019-03-14 10:04:07,30.39318547,78.07310934,8,818.000,,0.000,,10,20,,
T,2019-03-14 10:04:08,30.39318594,78.07310845,8,818.000,,0.000,,8,19,,
T,2019-03-14 10:04:09,30.39318583,78.07310564,8,818.000,,0.000,,11,22,,
T,2019-03-14 10:04:10,30.39318836,78.07310320,8,818.000,,0.000,,12,23,,
T,2019-03-14 10:04:11,30.39319309,78.07309696,8,819.000,,0.000,,12,21,,
T,2019-03-14 10:04:12,30.39319433,78.07309625,9,818.000,,0.000,,14,23,,
T,2019-03-14 10:04:13,30.39313074,78.07307771,8,817.000,,5.630,196,13,22,,
T,2019-03-14 10:04:14,30.39308178,78.07306189,9,816.000,,5.630,196,13,22,,
T,2019-03-14 10:04:15,30.39299357,78.07301843,8,815.000,,6.150,192,13,22,,
T,2019-03-14 10:04:16,30.39293916,78.07300557,9,815.000,,6.150,192,13,22,,
T,2019-03-14 10:04:17,30.39284570,78.07296313,9,816.000,,8.280,196,12,21,,
T,2019-03-14 10:04:18,30.39274038,78.07291181,9,815.000,,10.720,195,15,23,,
T,2019-03-14 10:04:19,30.39264668,78.07288299,11,813.000,,10.690,195,9,17,,
T,2019-03-14 10:04:20,30.39253489,78.07286145,11,817.000,,11.950,195,9,17,,
T,2019-03-14 10:04:21,30.39243055,78.07283038,12,816.000,,11.940,195,9,21,,
T,2019-03-14 10:04:22,30.39227870,78.07274822,9,816.000,,13.210,194,12,22,,
T,2019-03-14 10:04:23,30.39215093,78.07272639,9,813.000,,13.640,194,13,21,,
T,2019-03-14 10:04:24,30.39202235,78.07268995,9,816.000,,13.550,194,12,19,,
T,2019-03-14 10:04:25,30.39190363,78.07265649,9,815.000,,13.550,194,12,19,,
T,2019-03-14 10:04:26,30.39181919,78.07260493,9,815.000,,13.020,193,13,20,,
T,2019-03-14 10:04:27,30.39169869,78.07256171,8,814.000,,12.490,193,10,19,,
