type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-03-15 03:12:42,30.32257053,78.07028228,5,621.000,,0.000,,25,38,20190315-084242,GPS Logger: 20190315-084242
T,2019-03-15 03:12:43,30.32257415,78.07028266,5,622.000,,0.000,,26,38,,
T,2019-03-15 03:12:44,30.32257070,78.07027787,5,622.000,,0.000,,27,39,,
T,2019-03-15 03:12:45,30.32257358,78.07027241,5,623.000,,0.000,,28,39,,
T,2019-03-15 03:12:46,30.32257212,78.07026867,5,622.000,,0.000,,28,39,,
T,2019-03-15 03:12:47,30.32257050,78.07026465,5,622.000,,0.180,214,28,39,,
T,2019-03-15 03:12:48,30.32256317,78.07025479,5,622.000,,0.000,,28,39,,
T,2019-03-15 03:12:49,30.32256061,78.07025377,5,622.000,,0.000,,28,39,,
T,2019-03-15 03:12:50,30.32255921,78.07025060,5,622.000,,0.000,,28,39,,
T,2019-03-15 03:12:51,30.32256085,78.07024753,5,621.000,,0.000,,28,39,,
T,2019-03-15 03:12:52,30.32256111,78.07024682,5,621.000,,0.000,,28,39,,
T,2019-03-15 03:12:53,30.32256704,78.07024624,5,620.000,,0.000,,28,39,,
T,2019-03-15 03:12:54,30.32256658,78.07024421,5,619.000,,0.000,,17,25,,
T,2019-03-15 03:12:55,30.32256715,78.07024463,5,620.000,,0.000,,11,19,,
T,2019-03-15 03:12:56,30.32256715,78.07024463,5,620.000,,0.000,,11,19,,
T,2019-03-15 03:12:57,30.32256871,78.07024265,5,620.000,,0.000,,8,20,,
T,2019-03-15 03:12:58,30.32256876,78.07024250,5,620.000,,0.000,,11,21,,
T,2019-03-15 03:12:59,30.32256876,78.07024250,5,620.000,,0.000,,11,21,,
T,2019-03-15 03:13:00,30.32256789,78.07024172,6,620.000,,0.000,,11,19,,
T,2019-03-15 03:13:01,30.32258849,78.07018452,6,621.000,,4.660,283,13,21,,
T,2019-03-15 03:13:02,30.32260006,78.07011814,6,620.000,,5.680,274,10,18,,
T,2019-03-15 03:13:03,30.32260379,78.07005923,6,620.000,,5.680,274,10,18,,
T,2019-03-15 03:13:04,30.32261712,78.06998811,8,620.000,,6.090,274,10,19,,
T,2019-03-15 03:13:05,30.32261495,78.06990505,6,620.000,,6.770,271,12,36,,
T,2019-03-15 03:13:06,30.32262149,78.06983277,6,621.000,,7.150,272,12,36,,
T,2019-03-15 03:13:07,30.32262801,78.06975172,8,623.000,,7.410,273,15,36,,
T,2019-03-15 03:13:08,30.32260100,78.06967175,6,623.000,,7.710,270,13,20,,
T,2019-03-15 03:13:09,30.32259351,78.06959174,8,622.000,,7.880,269,12,22,,
T,2019-03-15 03:13:10,30.32259907,78.06949254,8,622.000,,8.120,266,12,22,,
T,2019-03-15 03:13:11,30.32258485,78.06939496,8,621.000,,8.180,268,11,19,,
T,2019-03-15 03:13:12,30.32258865,78.06931133,8,621.000,,8.210,267,11,21,,
T,2019-03-15 03:13:13,30.32258496,78.06922269,8,620.000,,8.080,266,14,21,,
T,2019-03-15 03:13:14,30.32258025,78.06913881,9,620.000,,8.080,266,14,21,,
T,2019-03-15 03:13:15,30.32260423,78.06905615,6,621.000,,8.270,273,12,19,,
T,2019-03-15 03:13:16,30.32260866,78.06897032,8,621.000,,8.270,274,12,19,,
T,2019-03-15 03:13:17,30.32260085,78.06889152,8,622.000,,8.390,275,12,19,,
T,2019-03-15 03:13:18,30.32260851,78.06880477,9,622.000,,8.380,275,13,20,,
T,2019-03-15 03:13:19,30.32262077,78.06871518,8,622.000,,8.370,275,11,19,,
T,2019-03-15 03:13:20,30.32262788,78.06865463,5,622.000,,6.900,271,14,36,,
T,2019-03-15 03:13:21,30.32263204,78.06858308,6,623.000,,6.700,273,13,20,,
T,2019-03-15 03:13:22,30.32264161,78.06850867,6,623.000,,6.640,273,10,19,,
T,2019-03-15 03:13:23,30.32264199,78.06844823,6,624.000,,6.410,272,11,20,,
T,2019-03-15 03:13:24,30.32264844,78.06838206,6,625.000,,6.450,273,13,22,,
T,2019-03-15 03:13:25,30.32265185,78.06831507,8,625.000,,6.450,275,13,22,,
T,2019-03-15 03:13:26,30.32264543,78.06824640,6,626.000,,5.800,280,14,21,,
T,2019-03-15 03:13:27,30.32265198,78.06818885,8,626.000,,5.510,278,9,16,,
T,2019-03-15 03:13:28,30.32264246,78.06812982,8,627.000,,4.870,279,11,19,,
T,2019-03-15 03:13:29,30.32265062,78.06808006,9,627.000,,4.860,282,11,19,,
T,2019-03-15 03:13:30,30.32267158,78.06803716,8,627.000,,4.070,279,13,20,,
T,2019-03-15 03:13:31,30.32266803,78.06799349,8,629.000,,4.430,268,11,19,,
T,2019-03-15 03:13:32,30.32266684,78.06794493,8,630.000,,5.070,266,10,20,,
T,2019-03-15 03:13:33,30.32266455,78.06789241,9,630.000,,5.030,281,10,20,,
T,2019-03-15 03:13:34,30.32267788,78.06781681,9,626.000,,6.600,293,10,19,,
T,2019-03-15 03:13:35,30.32269652,78.06775161,11,627.000,,6.600,289,10,19,,
T,2019-03-15 03:13:36,30.32272891,78.06766556,9,628.000,,7.970,292,12,19,,
T,2019-03-15 03:13:37,30.32276768,78.06758473,8,629.000,,8.130,295,10,19,,
T,2019-03-15 03:13:38,30.32279472,78.06750508,8,631.000,,8.640,295,10,19,,
T,2019-03-15 03:13:39,30.32284996,78.06742345,9,628.000,,9.030,295,10,19,,
T,2019-03-15 03:13:40,30.32288746,78.06734338,9,626.000,,9.250,291,13,20,,
T,2019-03-15 03:13:41,30.32291598,78.06725476,11,627.000,,9.320,291,10,18,,
T,2019-03-15 03:13:42,30.32292866,78.06716180,11,626.000,,9.450,289,13,21,,
T,2019-03-15 03:13:43,30.32295168,78.06706498,9,625.000,,9.590,287,12,20,,
T,2019-03-15 03:13:44,30.32296866,78.06697200,9,626.000,,9.900,288,12,18,,
T,2019-03-15 03:13:45,30.32301020,78.06687711,9,627.000,,9.860,288,11,19,,
T,2019-03-15 03:13:46,30.32301724,78.06676740,9,629.000,,9.940,285,12,21,,
T,2019-03-15 03:13:47,30.32306312,78.06666902,9,629.000,,10.370,285,11,19,,
T,2019-03-15 03:13:48,30.32309416,78.06655780,9,628.000,,10.360,286,13,21,,
T,2019-03-15 03:13:49,30.32313133,78.06645624,8,627.000,,10.600,286,12,20,,
T,2019-03-15 03:13:50,30.32314172,78.06635211,8,629.000,,10.580,286,13,20,,
T,2019-03-15 03:13:51,30.32316115,78.06625094,8,629.000,,10.320,285,11,18,,
T,2019-03-15 03:13:52,30.32318231,78.06615036,8,630.000,,10.110,286,13,20,,
T,2019-03-15 03:13:53,30.32318511,78.06604117,8,629.000,,10.280,286,13,20,,
T,2019-03-15 03:13:54,30.32319241,78.06593243,8,630.000,,10.200,288,13,20,,
T,2019-03-15 03:13:55,30.32321631,78.06583217,8,630.000,,10.320,286,12,20,,
T,2019-03-15 03:13:56,30.32324176,78.06572892,8,631.000,,10.320,286,12,20,,
T,2019-03-15 03:13:57,30.32327463,78.06562420,8,631.000,,10.380,288,14,21,,
T,2019-03-15 03:13:58,30.32330162,78.06551517,9,631.000,,10.560,287,14,21,,
T,2019-03-15 03:13:59,30.32333528,78.06540018,9,631.000,,10.770,285,11,19,,
T,2019-03-15 03:14:00,30.32335901,78.06529104,9,631.000,,10.560,284,12,20,,
T,2019-03-15 03:14:01,30.32338965,78.06517346,9,632.000,,10.520,286,13,20,,
T,2019-03-15 03:14:02,30.32341829,78.06506801,9,633.000,,10.380,286,14,19,,
T,2019-03-15 03:14:03,30.32344866,78.06497439,8,633.000,,10.100,287,13,19,,
T,2019-03-15 03:14:04,30.32347956,78.06487394,8,634.000,,9.880,289,13,19,,
T,2019-03-15 03:14:05,30.32351732,78.06477450,9,635.000,,9.610,291,11,19,,
T,2019-03-15 03:14:06,30.32356281,78.06468270,9,635.000,,8.900,291,11,20,,
T,2019-03-15 03:14:07,30.32358521,78.06459609,8,635.000,,8.300,285,12,19,,
T,2019-03-15 03:14:08,30.32360582,78.06451321,9,636.000,,8.290,291,12,19,,
T,2019-03-15 03:14:09,30.32363280,78.06444272,8,636.000,,7.550,292,12,19,,
T,2019-03-15 03:14:10,30.32364752,78.06436591,8,635.000,,7.070,290,16,21,,
T,2019-03-15 03:14:11,30.32366753,78.06430510,8,635.000,,6.520,290,13,18,,
T,2019-03-15 03:14:12,30.32368397,78.06424481,6,636.000,,6.490,290,11,19,,
T,2019-03-15 03:14:13,30.32370113,78.06418947,6,637.000,,5.870,293,12,20,,
T,2019-03-15 03:14:14,30.32372984,78.06414014,6,638.000,,4.680,299,13,20,,
T,2019-03-15 03:14:15,30.32373829,78.06408692,8,638.000,,4.930,304,12,20,,
T,2019-03-15 03:14:16,30.32375838,78.06404538,8,639.000,,4.460,301,11,19,,
T,2019-03-15 03:14:17,30.32377995,78.06400674,9,639.000,,4.380,322,11,19,,
T,2019-03-15 03:14:18,30.32379418,78.06399878,8,643.000,,3.260,335,12,17,,
T,2019-03-15 03:14:19,30.32383962,78.06398645,8,641.000,,3.090,351,9,17,,
T,2019-03-15 03:14:20,30.32385813,78.06397993,9,642.000,,1.660,339,9,17,,
T,2019-03-15 03:14:21,30.32387388,78.06397105,11,643.000,,1.740,339,5,35,,
T,2019-03-15 03:14:22,30.32389216,78.06396672,11,644.000,,1.780,343,5,35,,
T,2019-03-15 03:14:23,30.32391670,78.06397707,11,644.000,,1.780,7,17,35,,
T,2019-03-15 03:14:24,30.32394178,78.06400055,11,644.000,,1.810,27,17,35,,
T,2019-03-15 03:14:25,30.32396644,78.06402970,11,645.000,,1.880,38,23,35,,
T,2019-03-15 03:14:26,30.32401028,78.06406270,9,645.000,,2.030,28,23,35,,
T,2019-03-15 03:14:27,30.32404238,78.06408349,9,646.000,,2.100,27,25,35,,
T,2019-03-15 03:14:28,30.32407490,78.06410296,9,645.000,,2.150,25,25,35,,
T,2019-03-15 03:14:29,30.32411313,78.06411632,9,646.000,,2.280,14,27,35,,
T,2019-03-15 03:14:30,30.32454021,78.06427205,6,646.000,,8.130,20,28,35,,
T,2019-03-15 03:14:31,30.32459955,78.06430917,6,646.000,,7.230,22,28,35,,
T,2019-03-15 03:14:32,30.32465508,78.06434656,6,646.000,,7.250,25,28,36,,
T,2019-03-15 03:21:32,30.33658482,78.05554614,6,663.000,,9.370,54,15,19,,
T,2019-03-15 03:21:33,30.33663036,78.05563901,6,664.000,,9.790,52,15,19,,
T,2019-03-15 03:21:34,30.33668523,78.05571870,8,664.000,,9.780,52,15,19,,
T,2019-03-15 03:21:35,30.33671762,78.05581540,8,662.000,,9.040,54,13,17,,
T,2019-03-15 03:21:36,30.33674824,78.05591092,8,662.000,,9.000,57,14,18,,
T,2019-03-15 03:21:37,30.33680644,78.05598685,8,661.000,,9.110,54,12,17,,
T,2019-03-15 03:21:38,30.33684786,78.05606205,8,661.000,,9.250,53,16,20,,
T,2019-03-15 03:21:39,30.33689809,78.05613891,8,661.000,,9.250,53,16,20,,
T,2019-03-15 03:21:40,30.33695174,78.05624039,9,661.000,,9.740,48,13,17,,
T,2019-03-15 03:21:41,30.33702312,78.05631204,9,661.000,,9.970,41,14,19,,
T,2019-03-15 03:21:42,30.33710694,78.05639487,9,661.000,,10.160,45,14,19,,
T,2019-03-15 03:21:43,30.33716542,78.05645980,9,661.000,,9.870,46,13,18,,
