index,type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
89,T,3/14/2019 10:47,30.3243565,78.057138,17,631,,5.73,92,21,32,,
90,T,3/14/2019 10:47,30.3243313,78.05720616,17,630,,5.96,98,21,32,,
91,T,3/14/2019 10:47,30.32430522,78.05729976,17,631,,6.87,101,22,32,,
92,T,3/14/2019 10:47,30.32432054,78.05737924,18,632,,6.88,93,22,32,,
93,T,3/14/2019 10:47,30.32436314,78.05740561,17,631,,5.67,78,23,32,,
94,T,3/14/2019 10:47,30.32438404,78.0575142,17,632,,6.9,80,23,32,,
95,T,3/14/2019 10:47,30.32440885,78.05762113,17,632,,7.25,79,23,32,,
96,T,3/14/2019 10:47,30.32443111,78.05770635,17,630,,7.51,78,23,31,,
97,T,3/14/2019 10:47,30.32441941,78.05776204,17,630,,6.92,84,23,32,,
98,T,3/14/2019 10:47,30.32439649,78.05782619,17,631,,6.83,90,23,32,,
99,T,3/14/2019 10:47,30.3243705,78.05788077,17,631,,6.65,96,23,32,,
100,T,3/14/2019 10:47,30.32438426,78.05799579,17,631,,7.54,92,23,32,,
101,T,3/14/2019 10:47,30.32439709,78.05807586,18,632,,7.41,88,23,32,,
102,T,3/14/2019 10:47,30.32439965,78.05810489,18,632,,6.38,87,23,32,,
103,T,3/14/2019 10:47,30.3243903,78.05815797,15,632,,4.69,89,23,32,,
104,T,3/14/2019 10:47,30.32440278,78.05823304,15,633,,4.36,85,23,31,,
105,T,3/14/2019 10:47,30.32442519,78.05827794,15,630,,4.48,84,23,31,,
106,T,3/14/2019 10:47,30.32441092,78.05831479,15,630,,4.35,89,24,31,,
107,T,3/14/2019 10:47,30.32442031,78.05836636,15,629,,4.61,89,24,31,,
108,T,3/14/2019 10:47,30.32442313,78.05839294,17,628,,4.19,88,24,31,,
109,T,3/14/2019 10:47,30.32445063,78.05846663,17,626,,4.72,79,24,32,,
110,T,3/14/2019 10:47,30.32445468,78.05847321,15,624,,0.3,75,24,32,,
111,T,3/14/2019 10:47,30.32445547,78.05846731,15,624,,0,,24,32,,
112,T,3/14/2019 10:47,30.32446171,78.05848307,15,625,,1.98,83,25,32,,
113,T,3/14/2019 10:47,30.32446293,78.05856107,15,625,,3.56,87,25,32,,
114,T,3/14/2019 10:47,30.3244635,78.05868826,14,629,,5.17,92,25,32,,
115,T,3/14/2019 10:47,30.32446705,78.05875201,14,630,,5.4,92,25,32,,
116,T,3/14/2019 10:47,30.32446573,78.05881748,14,630,,6.19,100,25,32,,
117,T,3/14/2019 10:47,30.32447017,78.05886628,14,630,,5.74,94,25,32,,
118,T,3/14/2019 10:47,30.32445939,78.05893214,14,631,,5.94,96,25,32,,
119,T,3/14/2019 10:47,30.32445992,78.05897492,14,631,,5.24,94,25,32,,
120,T,3/14/2019 10:47,30.32445688,78.05904249,15,631,,5.48,94,25,32,,
121,T,3/14/2019 10:47,30.3244463,78.05911899,15,630,,5.93,96,25,32,,
122,T,3/14/2019 10:47,30.32444182,78.05916175,14,629,,4.82,92,25,32,,
123,T,3/14/2019 10:47,30.32444063,78.05920056,14,629,,4.24,89,24,32,,
124,T,3/14/2019 10:47,30.32442001,78.05925136,15,627,,4.35,96,24,32,,
125,T,3/14/2019 10:47,30.32440027,78.05931584,14,626,,4.73,100,24,32,,
126,T,3/14/2019 10:47,30.32439824,78.0593554,14,627,,4.89,101,24,32,,
127,T,3/14/2019 10:47,30.32441028,78.0593853,14,627,,3.88,92,24,32,,
128,T,3/14/2019 10:47,30.32440705,78.05943923,14,629,,4.41,93,24,32,,
129,T,3/14/2019 10:47,30.32440588,78.0595079,14,628,,5.05,93,26,33,,
130,T,3/14/2019 10:47,30.32440553,78.05957397,14,629,,5.68,97,26,33,,
131,T,3/14/2019 10:47,30.32440945,78.05963146,14,629,,5.87,95,26,33,,
132,T,3/14/2019 10:47,30.32440517,78.05969828,14,631,,5.58,95,26,33,,
133,T,3/14/2019 10:47,30.32440119,78.05977429,14,631,,6.31,96,26,33,,
134,T,3/14/2019 10:47,30.32439438,78.05983389,14,631,,6.28,96,26,33,,
135,T,3/14/2019 10:47,30.3243925,78.05990165,14,631,,6.52,96,26,33,,
136,T,3/14/2019 10:47,30.32437451,78.05997353,14,631,,6.55,99,26,33,,
137,T,3/14/2019 10:47,30.32437676,78.06003161,14,631,,5.99,96,26,33,,
138,T,3/14/2019 10:47,30.32437498,78.06008228,14,631,,5.43,97,26,33,,
139,T,3/14/2019 10:47,30.32436592,78.06014099,15,632,,5.29,99,26,33,,
140,T,3/14/2019 10:47,30.32437207,78.06017152,14,632,,3.78,95,26,33,,
141,T,3/14/2019 10:47,30.32436735,78.06021456,14,632,,3.34,92,26,33,,
142,T,3/14/2019 10:47,30.32436861,78.06024403,14,632,,2.99,95,26,33,,
143,T,3/14/2019 10:47,30.32437484,78.0602637,14,632,,2.33,93,26,33,,
144,T,3/14/2019 10:47,30.32437319,78.06029766,14,632,,2.42,90,26,33,,
145,T,3/14/2019 10:47,30.32436145,78.06032742,14,631,,2.43,98,26,33,,
146,T,3/14/2019 10:47,30.32435786,78.06035404,14,631,,1.88,95,26,33,,
147,T,3/14/2019 10:47,30.32435256,78.06036597,14,631,,0.22,100,26,33,,
148,T,3/14/2019 10:48,30.32434544,78.06038484,14,631,,1.85,97,26,33,,
149,T,3/14/2019 10:48,30.32431953,78.06044175,14,631,,1.81,96,27,33,,
150,T,3/14/2019 10:48,30.32431143,78.06053891,14,632,,3.84,95,27,33,,
151,T,3/14/2019 10:48,30.32430853,78.06057117,14,632,,3.53,97,27,33,,
152,T,3/14/2019 10:48,30.32430663,78.06061966,14,632,,4.31,95,27,33,,
153,T,3/14/2019 10:48,30.32429519,78.06066754,14,632,,3.63,98,27,33,,
154,T,3/14/2019 10:48,30.32430217,78.06070857,14,633,,3.96,98,27,33,,
155,T,3/14/2019 10:48,30.32429163,78.06074121,14,633,,3.84,99,27,33,,
156,T,3/14/2019 10:48,30.32427352,78.06077553,14,632,,3.67,104,28,33,,
157,T,3/14/2019 10:48,30.32426579,78.06081921,15,631,,3.61,104,28,33,,
158,T,3/14/2019 10:48,30.32426601,78.06084301,14,632,,1.55,96,28,33,,
159,T,3/14/2019 10:48,30.32426267,78.06085856,14,633,,1.53,104,27,33,,
160,T,3/14/2019 10:48,30.32426253,78.0608747,14,632,,1.02,99,27,33,,
161,T,3/14/2019 10:48,30.32425939,78.06089704,14,633,,2.34,99,27,33,,
162,T,3/14/2019 10:48,30.32425503,78.06092701,14,633,,2.76,98,27,33,,
163,T,3/14/2019 10:48,30.32425034,78.06095798,14,633,,2.62,98,27,33,,
164,T,3/14/2019 10:48,30.32424675,78.06099018,14,633,,2.85,97,27,33,,
165,T,3/14/2019 10:48,30.32424363,78.0610183,14,634,,2.21,100,27,33,,
166,T,3/14/2019 10:48,30.32424085,78.06104457,14,633,,2.23,98,27,33,,
167,T,3/14/2019 10:48,30.32423894,78.06106793,14,633,,1.97,98,27,33,,
168,T,3/14/2019 10:48,30.32423577,78.06109467,14,633,,2.52,99,28,33,,
169,T,3/14/2019 10:48,30.32423245,78.06112637,14,633,,2.96,99,28,33,,
170,T,3/14/2019 10:48,30.32423191,78.0611607,14,634,,3.02,98,28,33,,
171,T,3/14/2019 10:48,30.3242335,78.06119711,14,634,,3.28,92,28,33,,
172,T,3/14/2019 10:48,30.32423513,78.0612351,14,634,,3.3,93,28,33,,
173,T,3/14/2019 10:48,30.32423249,78.06127762,14,634,,3.76,96,28,33,,
174,T,3/14/2019 10:48,30.32422744,78.06135264,14,634,,4.38,105,28,33,,
175,T,3/14/2019 10:48,30.32422211,78.06141454,14,635,,4.42,102,28,33,,
176,T,3/14/2019 10:48,30.32422142,78.06147374,15,634,,4.65,98,28,33,,
177,T,3/14/2019 10:48,30.32421985,78.06151439,14,635,,3.72,93,28,33,,
178,T,3/14/2019 10:48,30.32421337,78.06154559,14,637,,3.72,97,28,33,,
179,T,3/14/2019 10:48,30.32421327,78.0615809,14,637,,3.88,98,27,33,,
180,T,3/14/2019 10:48,30.32421908,78.0616313,14,637,,3.88,97,27,33,,
181,T,3/14/2019 10:48,30.3242045,78.0616705,14,636,,4.53,100,27,33,,
182,T,3/14/2019 10:48,30.32420207,78.06169865,14,635,,1.9,99,27,33,,
183,T,3/14/2019 10:48,30.32419967,78.0617221,14,634,,1.89,96,27,33,,
184,T,3/14/2019 10:48,30.32419779,78.06174549,14,634,,2.05,99,27,33,,
185,T,3/14/2019 10:48,30.32419288,78.06178104,14,634,,0.69,97,27,33,,
186,T,3/14/2019 10:48,30.32418385,78.06187297,14,634,,3.56,99,27,33,,
187,T,3/14/2019 10:48,30.32417702,78.06191176,14,633,,3.79,100,27,33,,
188,T,3/14/2019 10:48,30.32417531,78.06196681,14,633,,4.36,97,27,33,,
189,T,3/14/2019 10:48,30.32417097,78.06200309,14,632,,4.23,97,27,33,,
190,T,3/14/2019 10:48,30.32416546,78.06205358,14,632,,4.52,97,27,33,,
191,T,3/14/2019 10:48,30.32416004,78.06209929,14,632,,4.31,95,27,33,,
192,T,3/14/2019 10:48,30.32415143,78.06214997,14,631,,4.28,97,27,33,,
193,T,3/14/2019 10:48,30.3241498,78.0621948,14,632,,4.43,96,27,33,,
194,T,3/14/2019 10:48,30.32414868,78.0622331,14,631,,3.97,94,26,33,,
195,T,3/14/2019 10:48,30.32415151,78.06227895,14,630,,4.22,91,26,33,,
196,T,3/14/2019 10:48,30.32414744,78.06231621,14,630,,1.88,96,26,33,,
197,T,3/14/2019 10:48,30.32414329,78.06234352,14,629,,1.93,98,26,32,,
198,T,3/14/2019 10:48,30.32413988,78.06237179,14,629,,1.71,98,26,33,,
199,T,3/14/2019 10:48,30.32413148,78.06243227,14,629,,0.67,97,27,33,,
200,T,3/14/2019 10:48,30.32411519,78.06255179,14,630,,4.96,99,27,33,,
201,T,3/14/2019 10:48,30.32411122,78.06259871,14,630,,4.9,97,27,33,,
202,T,3/14/2019 10:48,30.32410969,78.06265546,14,631,,4.89,94,27,33,,
203,T,3/14/2019 10:48,30.32410777,78.06268794,14,632,,4.51,97,27,33,,
204,T,3/14/2019 10:48,30.32410606,78.06272648,14,631,,4.58,100,27,33,,
205,T,3/14/2019 10:48,30.32410068,78.06277657,14,631,,4.58,101,27,33,,
206,T,3/14/2019 10:48,30.3240901,78.06283415,14,631,,4.64,104,27,33,,
207,T,3/14/2019 10:48,30.32408046,78.06289097,14,632,,4.82,103,27,33,,
208,T,3/14/2019 10:49,30.32407228,78.06292197,14,632,,1.75,109,27,33,,
209,T,3/14/2019 10:49,30.32406699,78.06293879,14,632,,1.7,104,27,33,,
210,T,3/14/2019 10:49,30.32406373,78.06295665,14,632,,1.7,106,27,33,,
211,T,3/14/2019 10:49,30.32405669,78.06297483,14,631,,1.71,109,27,33,,
212,T,3/14/2019 10:49,30.32404914,78.06299372,14,631,,1.59,113,28,33,,
213,T,3/14/2019 10:49,30.32404409,78.0630164,14,631,,1.73,110,28,33,,
214,T,3/14/2019 10:49,30.32404154,78.06303803,14,632,,0.77,105,28,33,,
215,T,3/14/2019 10:49,30.32405381,78.06311515,14,632,,4.11,101,28,33,,
216,T,3/14/2019 10:49,30.3240218,78.06330674,14,633,,4.63,102,28,33,,
217,T,3/14/2019 10:49,30.32401204,78.06335442,14,635,,4.86,105,28,33,,
218,T,3/14/2019 10:49,30.32401114,78.06339901,14,636,,4.78,103,28,33,,
219,T,3/14/2019 10:49,30.32399697,78.06345131,14,636,,5.06,109,28,33,,
220,T,3/14/2019 10:49,30.32399004,78.06348327,14,634,,4.72,105,28,33,,
221,T,3/14/2019 10:49,30.32398728,78.06353815,14,634,,4.76,101,27,33,,
222,T,3/14/2019 10:49,30.3239798,78.06358025,14,632,,4.58,104,26,33,,
223,T,3/14/2019 10:49,30.32397082,78.06362903,14,632,,4.31,99,25,33,,
224,T,3/14/2019 10:49,30.32396052,78.0636716,14,631,,4,104,25,33,,
225,T,3/14/2019 10:49,30.32395656,78.063717,14,631,,3.79,93,25,33,,
226,T,3/14/2019 10:49,30.32393689,78.06376119,14,630,,3.63,108,24,33,,
227,T,3/14/2019 10:49,30.32393073,78.06378562,14,631,,1.79,107,25,33,,
228,T,3/14/2019 10:49,30.32392442,78.06380446,14,631,,1.87,108,25,33,,
229,T,3/14/2019 10:49,30.32391716,78.0638245,14,631,,1.85,108,25,33,,
230,T,3/14/2019 10:49,30.32391416,78.06383316,14,632,,0,,25,33,,
231,T,3/14/2019 10:49,30.32391134,78.06383882,14,632,,0.66,106,25,33,,
232,T,3/14/2019 10:49,30.32390866,78.06384454,14,632,,0.46,94,25,33,,
233,T,3/14/2019 10:49,30.32390607,78.06385336,14,632,,0.64,94,25,33,,
234,T,3/14/2019 10:49,30.32390276,78.06386267,14,632,,0.66,97,26,33,,
235,T,3/14/2019 10:49,30.3238953,78.06387695,14,632,,1.51,114,26,33,,
236,T,3/14/2019 10:49,30.32388724,78.06389521,14,632,,1.49,112,26,33,,
237,T,3/14/2019 10:49,30.32388009,78.06391327,14,631,,1.66,110,26,33,,
238,T,3/14/2019 10:49,30.32387311,78.06393312,14,631,,1.79,107,26,33,,
239,T,3/14/2019 10:49,30.32386616,78.06395252,14,631,,1.73,112,26,33,,
240,T,3/14/2019 10:49,30.3238542,78.06397647,14,631,,2.63,119,26,33,,
241,T,3/14/2019 10:49,30.32384164,78.06400204,14,631,,2.35,118,26,33,,
242,T,3/14/2019 10:49,30.32382977,78.06402653,14,631,,2.36,118,26,33,,
243,T,3/14/2019 10:49,30.3238203,78.06405025,14,631,,2.43,114,26,33,,
244,T,3/14/2019 10:49,30.32381151,78.06407315,14,631,,2.37,115,26,33,,
245,T,3/14/2019 10:49,30.32380246,78.06409864,14,631,,2.5,112,26,33,,
246,T,3/14/2019 10:49,30.32379503,78.06412578,14,632,,2.25,108,26,33,,
247,T,3/14/2019 10:49,30.32378865,78.06415014,14,632,,2.07,105,26,33,,
248,T,3/14/2019 10:49,30.32378625,78.06417152,14,632,,1.64,98,26,33,,
249,T,3/14/2019 10:49,30.32378577,78.06419039,14,632,,1.62,94,26,33,,
250,T,3/14/2019 10:49,30.32378786,78.06419996,14,632,,0,,26,33,,
251,T,3/14/2019 10:49,30.32378844,78.06420416,14,632,,0,,24,33,,
252,T,3/14/2019 10:49,30.32378871,78.06420631,14,631,,0,,24,33,,
253,T,3/14/2019 10:49,30.32378884,78.06420745,14,632,,0,,23,33,,
254,T,3/14/2019 10:49,30.32378886,78.06420801,14,632,,0,,23,33,,
255,T,3/14/2019 10:49,30.32378882,78.06420831,14,632,,0,,23,33,,
256,T,3/14/2019 10:49,30.32378875,78.06420846,14,632,,0,,23,33,,
257,T,3/14/2019 10:49,30.32378867,78.06420854,14,632,,0,,23,33,,
258,T,3/14/2019 10:49,30.32378864,78.0642086,14,631,,0,,22,33,,
259,T,3/14/2019 10:49,30.32378859,78.06420863,14,631,,0,,22,33,,
260,T,3/14/2019 10:49,30.32378853,78.06420868,14,631,,0,,22,33,,
261,T,3/14/2019 10:49,30.32378848,78.06420875,14,631,,0,,22,33,,
262,T,3/14/2019 10:49,30.32378845,78.06420878,14,631,,0,,22,33,,
263,T,3/14/2019 10:49,30.32378842,78.06420882,14,631,,0,,22,33,,
264,T,3/14/2019 10:49,30.32378855,78.0642099,14,631,,0,,22,33,,
265,T,3/14/2019 10:49,30.32378739,78.06421362,14,631,,0,,22,33,,
266,T,3/14/2019 10:49,30.32378675,78.06421516,14,631,,0,,22,33,,
267,T,3/14/2019 10:49,30.32378642,78.06421593,14,631,,0,,22,33,,
268,T,3/14/2019 10:50,30.32378625,78.06421631,14,631,,0,,22,33,,
269,T,3/14/2019 10:50,30.32378616,78.06421649,14,631,,0,,22,33,,
270,T,3/14/2019 10:50,30.32378607,78.06421657,14,631,,0,,22,33,,
271,T,3/14/2019 10:50,30.32378603,78.06421662,14,631,,0,,22,33,,
272,T,3/14/2019 10:50,30.323786,78.06421663,14,631,,0,,22,33,,
273,T,3/14/2019 10:50,30.32378597,78.06421667,14,631,,0,,22,33,,
274,T,3/14/2019 10:50,30.32378595,78.06421669,14,631,,0,,22,33,,
275,T,3/14/2019 10:50,30.32378716,78.06421814,14,632,,0,,22,33,,
276,T,3/14/2019 10:50,30.32378907,78.06421926,14,633,,0,,22,33,,
277,T,3/14/2019 10:50,30.32379565,78.06421856,14,633,,0,,22,33,,
278,T,3/14/2019 10:50,30.32379536,78.06421825,14,634,,0,,22,33,,
279,T,3/14/2019 10:50,30.32379584,78.06421883,14,634,,0,,22,33,,
280,T,3/14/2019 10:50,30.32379583,78.06421905,14,634,,0,,22,33,,
281,T,3/14/2019 10:50,30.32379582,78.06421914,14,634,,0,,22,33,,
282,T,3/14/2019 10:50,30.3237958,78.06421917,14,634,,0,,22,32,,
283,T,3/14/2019 10:50,30.32379575,78.06421919,14,634,,0,,22,32,,
284,T,3/14/2019 10:50,30.32379572,78.06421917,14,634,,0,,22,32,,
285,T,3/14/2019 10:50,30.32379572,78.06421916,14,634,,0,,22,32,,
286,T,3/14/2019 10:50,30.32379571,78.06421916,14,634,,0,,22,32,,
287,T,3/14/2019 10:50,30.32379572,78.06421915,14,634,,0,,22,32,,
288,T,3/14/2019 10:50,30.32379573,78.06421913,14,634,,0,,22,32,,
289,T,3/14/2019 10:50,30.3237957,78.06421909,14,634,,0,,22,32,,
290,T,3/14/2019 10:50,30.32379568,78.0642191,14,634,,0,,22,32,,
291,T,3/14/2019 10:50,30.32379565,78.06421912,14,634,,0,,22,32,,
292,T,3/14/2019 10:50,30.32379566,78.06421916,14,634,,0,,22,32,,
293,T,3/14/2019 10:50,30.32379567,78.06421919,14,634,,0,,22,32,,
294,T,3/14/2019 10:50,30.32379568,78.06421921,14,634,,0,,22,32,,
295,T,3/14/2019 10:50,30.32379569,78.06421921,14,634,,0,,22,32,,
296,T,3/14/2019 10:50,30.32379568,78.0642192,14,634,,0,,22,32,,
297,T,3/14/2019 10:50,30.32379567,78.06421922,14,634,,0,,22,32,,
298,T,3/14/2019 10:50,30.32379389,78.06422165,14,634,,0,,22,32,,
299,T,3/14/2019 10:50,30.32379299,78.06422362,14,634,,0,,22,32,,
300,T,3/14/2019 10:50,30.32379254,78.06422462,14,634,,0,,22,32,,
301,T,3/14/2019 10:50,30.32379228,78.06422516,14,634,,0,,22,32,,
302,T,3/14/2019 10:50,30.32379213,78.06422549,14,634,,0,,22,32,,
303,T,3/14/2019 10:50,30.32379202,78.06422568,14,634,,0,,22,32,,
304,T,3/14/2019 10:50,30.32379196,78.06422578,14,634,,0,,22,32,,
305,T,3/14/2019 10:50,30.32379068,78.06422638,14,634,,0,,22,32,,
306,T,3/14/2019 10:50,30.32378873,78.06423249,14,634,,0,,22,32,,
307,T,3/14/2019 10:50,30.32378799,78.06423602,14,634,,0,,22,32,,
308,T,3/14/2019 10:50,30.32378761,78.06423782,14,634,,0,,22,32,,
309,T,3/14/2019 10:50,30.32378745,78.06424263,14,634,,0,,22,32,,
310,T,3/14/2019 10:50,30.32378784,78.06424515,14,634,,0,,22,32,,
311,T,3/14/2019 10:50,30.32378802,78.06424647,14,634,,0,,22,32,,
312,T,3/14/2019 10:50,30.32378811,78.06424713,14,634,,0,,21,31,,
313,T,3/14/2019 10:50,30.32378815,78.06424751,14,634,,0,,21,32,,
314,T,3/14/2019 10:50,30.32378817,78.06424773,14,634,,0,,21,32,,
315,T,3/14/2019 10:50,30.32378819,78.0642478,14,634,,0,,21,32,,
316,T,3/14/2019 10:50,30.32378847,78.06425182,14,634,,0.33,84,21,32,,
317,T,3/14/2019 10:50,30.32378169,78.06426515,14,633,,0,,21,31,,
318,T,3/14/2019 10:50,30.32377783,78.06427133,14,633,,0,,22,31,,
319,T,3/14/2019 10:50,30.32377585,78.06427449,14,633,,0,,22,31,,
