type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
W,2019-04-18 10:13:21,30.32262884,78.07058645,11,632.000,,4.520,106,12,20,,scooty end
W,2019-04-18 10:50:01,30.32247034,78.07078230,14,638.000,,5.130,140,26,30,,bus start
W,2019-04-18 11:06:33,30.29112533,78.10339290,5,614.000,,1.280,337,25,32,,Bus end
T,2019-04-18 09:59:16,30.36095336,78.06749713,5,712.000,,7.460,193,22,32,20190418-152916,GPS Logger: 20190418-152916
T,2019-04-18 09:59:17,30.36086906,78.06746543,5,717.000,,7.620,192,22,32,,
T,2019-04-18 09:59:18,30.36079549,78.06744854,6,718.000,,7.180,190,23,32,,
T,2019-04-18 09:59:19,30.36069971,78.06741086,6,722.000,,7.880,188,23,32,,
T,2019-04-18 09:59:20,30.36060890,78.06739604,6,723.000,,7.830,189,24,32,,
T,2019-04-18 09:59:21,30.36053235,78.06740529,8,726.000,,8.040,184,24,32,,
T,2019-04-18 09:59:22,30.36047314,78.06741644,8,726.000,,7.490,183,24,32,,
T,2019-04-18 09:59:23,30.36042375,78.06740009,6,721.000,,6.740,184,24,32,,
T,2019-04-18 09:59:24,30.36039753,78.06740802,6,722.000,,5.080,172,24,33,,
T,2019-04-18 09:59:25,30.36032424,78.06742056,6,723.000,,5.450,171,25,33,,
T,2019-04-18 09:59:26,30.36027370,78.06740138,8,723.000,,5.300,179,26,33,,
T,2019-04-18 09:59:27,30.36024278,78.06739213,6,726.000,,4.040,185,26,33,,
T,2019-04-18 09:59:28,30.36020085,78.06737381,5,725.000,,3.590,200,26,33,,
T,2019-04-18 09:59:29,30.36018174,78.06738582,5,725.000,,2.740,183,27,33,,
T,2019-04-18 09:59:30,30.36014592,78.06738257,5,725.000,,3.260,185,27,33,,
T,2019-04-18 09:59:31,30.36011059,78.06738445,5,725.000,,3.950,178,28,33,,
T,2019-04-18 09:59:32,30.36007126,78.06737575,5,727.000,,4.280,187,28,33,,
T,2019-04-18 09:59:33,30.36002657,78.06736269,5,728.000,,4.910,188,28,33,,
T,2019-04-18 09:59:34,30.35994797,78.06735792,5,728.000,,6.870,186,28,33,,
T,2019-04-18 09:59:35,30.35986759,78.06735081,5,727.000,,7.770,189,28,33,,
T,2019-04-18 09:59:36,30.35980143,78.06733466,5,726.000,,7.830,191,28,33,,
T,2019-04-18 09:59:37,30.35973152,78.06731745,5,726.000,,7.690,195,28,33,,
T,2019-04-18 09:59:38,30.35964305,78.06728806,5,727.000,,8.610,197,28,33,,
T,2019-04-18 09:59:39,30.35957125,78.06727703,5,726.000,,8.580,193,28,33,,
T,2019-04-18 09:59:40,30.35949608,78.06726276,5,725.000,,8.340,191,28,33,,
T,2019-04-18 09:59:41,30.35940912,78.06724827,5,725.000,,9.120,191,17,22,,
T,2019-04-18 09:59:42,30.35931912,78.06721828,5,725.000,,10.430,197,9,18,,
T,2019-04-18 09:59:43,30.35922465,78.06718472,5,725.000,,10.200,200,10,21,,
T,2019-04-18 09:59:44,30.35913901,78.06714237,5,726.000,,10.680,200,11,21,,
T,2019-04-18 09:59:45,30.35905091,78.06710435,5,726.000,,10.390,201,11,20,,
T,2019-04-18 09:59:46,30.35895527,78.06706341,6,725.000,,10.790,201,11,20,,
T,2019-04-18 09:59:47,30.35886681,78.06702609,8,727.000,,10.630,202,11,32,,
T,2019-04-18 09:59:48,30.35877193,78.06697997,9,726.000,,10.840,204,11,21,,
T,2019-04-18 09:59:49,30.35868518,78.06693917,9,725.000,,10.840,200,8,19,,
T,2019-04-18 09:59:50,30.35859579,78.06689544,11,726.000,,10.820,200,9,31,,
T,2019-04-18 09:59:51,30.35850323,78.06686486,12,725.000,,10.860,199,12,33,,
T,2019-04-18 09:59:52,30.35838001,78.06682506,15,724.000,,11.950,197,12,33,,
T,2019-04-18 09:59:53,30.35828995,78.06676798,12,725.000,,11.720,199,17,33,,
T,2019-04-18 09:59:54,30.35819553,78.06674015,11,725.000,,11.180,201,22,33,,
T,2019-04-18 09:59:55,30.35808235,78.06666994,11,725.000,,11.780,202,22,33,,
T,2019-04-18 09:59:55,30.35802576,78.06664374,14,725.000,,11.770,202,1,33,,
T,2019-04-18 09:59:57,30.35792713,78.06658981,12,726.000,,9.620,203,12,33,,
T,2019-04-18 09:59:58,30.35783382,78.06653625,12,727.000,,10.030,203,13,33,,
T,2019-04-18 09:59:59,30.35773655,78.06646809,9,727.000,,10.370,203,13,33,,
T,2019-04-18 10:00:00,30.35764020,78.06641808,9,726.000,,10.690,203,21,31,,
T,2019-04-18 10:00:01,30.35755742,78.06639800,9,726.000,,10.400,201,21,31,,
T,2019-04-18 10:00:02,30.35746604,78.06635110,8,726.000,,10.450,203,22,31,,
T,2019-04-18 10:00:03,30.35738356,78.06628954,8,726.000,,10.290,203,22,31,,
T,2019-04-18 10:00:04,30.35729858,78.06626041,8,724.000,,10.340,203,23,31,,
T,2019-04-18 10:00:05,30.35721904,78.06619785,6,722.000,,11.020,207,23,31,,
T,2019-04-18 10:00:06,30.35711889,78.06613621,6,722.000,,11.110,207,25,31,,
T,2019-04-18 10:00:07,30.35703197,78.06608357,6,724.000,,10.960,209,25,31,,
T,2019-04-18 10:00:08,30.35694137,78.06603416,6,724.000,,11.150,209,25,31,,
T,2019-04-18 10:00:08,30.35689720,78.06599280,8,720.000,,11.090,213,2,31,,
T,2019-04-18 10:00:10,30.35679114,78.06591191,8,722.000,,10.210,215,9,31,,
T,2019-04-18 10:00:11,30.35671099,78.06585063,8,722.000,,10.100,219,10,31,,
T,2019-04-18 10:00:12,30.35663013,78.06575701,6,722.000,,10.460,220,16,31,,
T,2019-04-18 10:00:13,30.35655051,78.06567305,8,723.000,,10.640,221,17,31,,
T,2019-04-18 10:00:14,30.35646300,78.06557047,9,724.000,,11.210,222,19,31,,
T,2019-04-18 10:00:15,30.35635584,78.06545728,9,722.000,,12.520,221,20,31,,
T,2019-04-18 10:00:16,30.35628150,78.06541173,15,721.000,,11.570,219,22,31,,
T,2019-04-18 10:00:17,30.35618987,78.06530558,15,721.000,,12.280,219,22,31,,
T,2019-04-18 10:00:18,30.35608929,78.06522366,15,720.000,,12.480,220,23,31,,
T,2019-04-18 10:00:19,30.35600683,78.06514088,15,719.000,,12.420,220,24,31,,
T,2019-04-18 10:00:20,30.35589719,78.06498190,15,721.000,,14.030,223,24,31,,
T,2019-04-18 10:00:21,30.35582955,78.06490576,14,721.000,,12.510,224,24,31,,
T,2019-04-18 10:00:22,30.35575876,78.06480510,14,720.000,,12.810,224,25,31,,
T,2019-04-18 10:00:23,30.35567418,78.06469226,14,720.000,,13.300,228,25,31,,
T,2019-04-18 10:00:24,30.35557187,78.06459578,14,711.000,,13.880,222,25,31,,
T,2019-04-18 10:00:25,30.35548523,78.06448830,14,713.000,,13.800,223,25,31,,
T,2019-04-18 10:00:27,30.35524143,78.06433249,15,720.000,,14.190,216,4,31,,
T,2019-04-18 10:00:28,30.35512819,78.06426569,15,720.000,,14.230,213,12,31,,
T,2019-04-18 10:00:29,30.35502955,78.06419131,15,718.000,,13.880,213,18,31,,
T,2019-04-18 10:00:30,30.35491389,78.06412779,15,718.000,,14.080,210,19,31,,
T,2019-04-18 10:00:31,30.35480015,78.06407324,15,718.000,,13.760,208,19,31,,
T,2019-04-18 10:00:32,30.35473997,78.06397737,17,716.000,,12.830,213,20,31,,
T,2019-04-18 10:00:33,30.35461645,78.06397260,15,715.000,,13.400,201,21,31,,
T,2019-04-18 10:00:34,30.35448832,78.06392816,15,715.000,,13.200,200,21,31,,
T,2019-04-18 10:00:35,30.35436830,78.06386392,14,715.000,,13.010,201,22,31,,
T,2019-04-18 10:00:36,30.35427622,78.06379279,14,717.000,,11.800,201,22,31,,
T,2019-04-18 10:00:37,30.35417713,78.06374772,14,712.000,,11.760,202,22,31,,
T,2019-04-18 10:00:38,30.35410178,78.06369821,14,713.000,,10.290,205,24,32,,
T,2019-04-18 10:00:39,30.35401831,78.06366000,14,711.000,,10.580,202,24,32,,
T,2019-04-18 10:00:40,30.35393688,78.06362359,14,712.000,,9.800,202,24,32,,
T,2019-04-18 10:00:41,30.35385711,78.06358033,14,713.000,,9.590,203,24,32,,
T,2019-04-18 10:00:42,30.35377952,78.06355661,14,713.000,,8.430,198,24,32,,
T,2019-04-18 10:00:43,30.35370730,78.06354396,14,713.000,,8.170,197,25,32,,
T,2019-04-18 10:00:44,30.35364336,78.06350633,14,713.000,,7.410,200,25,32,,
T,2019-04-18 10:00:45,30.35359052,78.06347498,14,708.000,,5.980,202,25,32,,
T,2019-04-18 10:00:46,30.35354348,78.06346907,14,709.000,,5.000,200,25,32,,
T,2019-04-18 10:00:47,30.35350912,78.06344652,14,710.000,,4.720,200,25,32,,
T,2019-04-18 10:00:48,30.35347232,78.06343704,15,710.000,,4.430,198,27,32,,
T,2019-04-18 10:00:49,30.35343249,78.06341679,15,707.000,,4.500,201,27,32,,
T,2019-04-18 10:00:50,30.35337700,78.06339049,14,708.000,,5.270,198,27,32,,
T,2019-04-18 10:00:51,30.35331110,78.06334915,15,712.000,,6.350,200,26,32,,
T,2019-04-18 10:00:52,30.35323257,78.06329297,14,712.000,,7.860,202,26,32,,
T,2019-04-18 10:00:53,30.35317355,78.06326064,15,714.000,,7.790,200,26,32,,
T,2019-04-18 10:00:54,30.35309832,78.06320261,14,714.000,,8.880,204,26,32,,
T,2019-04-18 10:00:55,30.35302277,78.06316726,14,714.000,,8.890,204,26,32,,
T,2019-04-18 10:00:56,30.35294199,78.06315052,14,713.000,,9.200,204,26,32,,
T,2019-04-18 10:00:57,30.35286880,78.06311623,14,712.000,,9.460,203,26,32,,
T,2019-04-18 10:00:58,30.35276843,78.06306045,15,711.000,,10.370,204,26,32,,
T,2019-04-18 10:00:59,30.35268772,78.06304030,15,712.000,,10.340,199,25,32,,
T,2019-04-18 10:01:00,30.35258896,78.06301212,15,710.000,,10.650,199,25,32,,
T,2019-04-18 10:01:01,30.35248482,78.06297578,15,710.000,,11.140,197,25,32,,
T,2019-04-18 10:01:02,30.35240218,78.06295025,15,711.000,,11.050,196,26,32,,
T,2019-04-18 10:01:03,30.35229144,78.06290618,15,709.000,,11.800,198,27,33,,
T,2019-04-18 10:01:04,30.35217532,78.06288295,15,708.000,,11.950,195,27,33,,
T,2019-04-18 10:01:05,30.35205618,78.06283403,15,708.000,,12.020,200,27,33,,
T,2019-04-18 10:01:06,30.35196434,78.06278947,15,708.000,,11.900,201,27,33,,
T,2019-04-18 10:01:07,30.35187006,78.06275269,15,706.000,,12.170,200,27,33,,
T,2019-04-18 10:01:08,30.35176636,78.06271041,15,706.000,,12.090,200,27,33,,
T,2019-04-18 10:01:09,30.35165799,78.06271049,15,705.000,,11.950,194,27,33,,
T,2019-04-18 10:01:10,30.35156972,78.06265987,15,705.000,,11.930,196,27,33,,
T,2019-04-18 10:01:11,30.35144976,78.06261646,15,704.000,,12.970,196,27,33,,
T,2019-04-18 10:01:12,30.35132454,78.06259139,15,703.000,,12.940,195,28,33,,
T,2019-04-18 10:01:13,30.35120139,78.06254630,15,702.000,,13.050,195,28,33,,
T,2019-04-18 10:01:14,30.35107793,78.06248719,14,702.000,,13.420,199,28,33,,
T,2019-04-18 10:01:15,30.35096033,78.06244346,14,703.000,,13.240,198,28,33,,
T,2019-04-18 10:01:16,30.35084394,78.06240876,14,702.000,,13.430,195,28,33,,
T,2019-04-18 10:01:17,30.35072947,78.06238724,14,701.000,,13.450,193,28,33,,
T,2019-04-18 10:01:18,30.35062017,78.06235811,15,702.000,,13.550,192,27,33,,
T,2019-04-18 10:01:19,30.35048292,78.06233801,15,702.000,,14.150,189,27,33,,
T,2019-04-18 10:01:20,30.35034405,78.06232103,15,702.000,,14.440,186,28,33,,
T,2019-04-18 10:01:21,30.35023610,78.06233921,15,702.000,,13.820,181,27,33,,
T,2019-04-18 10:01:22,30.35010833,78.06233819,15,701.000,,13.900,181,27,33,,
T,2019-04-18 10:01:23,30.34996196,78.06233615,15,700.000,,13.490,178,27,33,,
T,2019-04-18 10:01:24,30.34983904,78.06233939,15,699.000,,13.450,177,27,33,,
T,2019-04-18 10:01:25,30.34970492,78.06239012,15,698.000,,13.900,173,27,33,,
T,2019-04-18 10:01:26,30.34958251,78.06239187,15,699.000,,12.780,175,27,33,,
T,2019-04-18 10:01:27,30.34947156,78.06240123,15,698.000,,11.090,178,27,33,,
T,2019-04-18 10:01:28,30.34936090,78.06239647,15,698.000,,11.530,177,27,33,,
T,2019-04-18 10:01:29,30.34926448,78.06240141,15,696.000,,11.830,178,27,33,,
T,2019-04-18 10:01:30,30.34916900,78.06241152,15,696.000,,11.720,178,27,33,,
T,2019-04-18 10:01:31,30.34903706,78.06238833,17,697.000,,12.450,180,26,32,,
T,2019-04-18 10:01:32,30.34891855,78.06241020,18,695.000,,12.510,177,26,33,,
T,2019-04-18 10:01:33,30.34880086,78.06245570,18,694.000,,12.880,172,26,33,,
T,2019-04-18 10:01:34,30.34869342,78.06243564,17,693.000,,12.550,179,26,33,,
T,2019-04-18 10:01:35,30.34857956,78.06244392,15,693.000,,11.970,175,26,33,,
T,2019-04-18 10:01:36,30.34848284,78.06246285,15,694.000,,12.000,176,26,33,,
T,2019-04-18 10:01:37,30.34837008,78.06246924,15,693.000,,12.640,179,26,33,,
T,2019-04-18 10:01:38,30.34824712,78.06245662,15,692.000,,13.040,180,26,33,,
T,2019-04-18 10:01:39,30.34811511,78.06245037,17,690.000,,13.540,180,26,33,,
T,2019-04-18 10:01:40,30.34798429,78.06244377,17,690.000,,13.710,181,27,33,,
T,2019-04-18 10:01:41,30.34785812,78.06247135,17,689.000,,13.910,179,27,33,,
T,2019-04-18 10:01:42,30.34775065,78.06242726,17,688.000,,13.000,189,27,33,,
T,2019-04-18 10:01:43,30.34762639,78.06242194,17,687.000,,13.330,187,27,33,,
T,2019-04-18 10:01:44,30.34749146,78.06242693,17,687.000,,13.800,185,27,33,,
T,2019-04-18 10:01:45,30.34735926,78.06240395,18,687.000,,14.070,186,27,33,,
T,2019-04-18 10:01:46,30.34724929,78.06238749,18,686.000,,13.850,186,27,33,,
T,2019-04-18 10:01:47,30.34712683,78.06237230,17,686.000,,13.640,187,27,33,,
T,2019-04-18 10:01:48,30.34701346,78.06238961,17,687.000,,13.590,184,27,33,,
T,2019-04-18 10:01:49,30.34687999,78.06236915,17,692.000,,13.870,184,27,33,,
T,2019-04-18 10:01:50,30.34673417,78.06232424,15,692.000,,14.120,186,27,33,,
T,2019-04-18 10:01:51,30.34663385,78.06233335,15,691.000,,13.590,184,26,33,,
T,2019-04-18 10:01:52,30.34650853,78.06233332,15,692.000,,13.550,184,26,33,,
T,2019-04-18 10:01:53,30.34639904,78.06231210,15,690.000,,13.160,186,26,33,,
T,2019-04-18 10:01:54,30.34626272,78.06227078,17,690.000,,13.720,188,26,33,,
T,2019-04-18 10:01:55,30.34614664,78.06227091,15,689.000,,13.020,187,27,33,,
T,2019-04-18 10:01:56,30.34601267,78.06223188,15,690.000,,12.950,191,27,33,,
T,2019-04-18 10:01:57,30.34588960,78.06222244,15,689.000,,12.920,190,27,33,,
T,2019-04-18 10:01:58,30.34577363,78.06217686,17,689.000,,12.990,192,27,33,,
T,2019-04-18 10:01:59,30.34569295,78.06215205,17,688.000,,11.890,194,27,33,,
T,2019-04-18 10:02:00,30.34555614,78.06211513,18,688.000,,13.000,193,27,33,,
T,2019-04-18 10:02:01,30.34543727,78.06209294,15,688.000,,12.920,193,27,33,,
T,2019-04-18 10:02:02,30.34529050,78.06204295,15,688.000,,13.670,194,27,33,,
T,2019-04-18 10:02:03,30.34521042,78.06200808,15,684.000,,13.130,197,26,32,,
T,2019-04-18 10:02:04,30.34510679,78.06194263,15,681.000,,13.550,199,26,33,,
T,2019-04-18 10:02:05,30.34499063,78.06190088,15,681.000,,13.330,199,26,33,,
T,2019-04-18 10:02:06,30.34487064,78.06186424,15,682.000,,13.540,198,26,33,,
T,2019-04-18 10:02:07,30.34475338,78.06183700,15,681.000,,13.350,198,26,33,,
T,2019-04-18 10:02:08,30.34464138,78.06176369,14,681.000,,13.250,201,27,33,,
T,2019-04-18 10:02:09,30.34452307,78.06171093,15,681.000,,13.520,200,27,33,,
T,2019-04-18 10:02:10,30.34441120,78.06166524,15,680.000,,13.850,200,27,33,,
T,2019-04-18 10:02:11,30.34430260,78.06160987,15,679.000,,13.780,201,27,33,,
T,2019-04-18 10:02:12,30.34418535,78.06156635,14,680.000,,13.900,199,27,33,,
T,2019-04-18 10:02:13,30.34406236,78.06151604,14,679.000,,14.140,199,27,33,,
T,2019-04-18 10:02:14,30.34394731,78.06145486,14,677.000,,14.110,200,27,33,,
T,2019-04-18 10:02:15,30.34382810,78.06140852,14,677.000,,13.990,199,27,33,,
T,2019-04-18 10:02:16,30.34370069,78.06134952,15,679.000,,14.440,199,27,33,,
T,2019-04-18 10:02:17,30.34356996,78.06129057,14,680.000,,14.440,199,27,33,,
T,2019-04-18 10:02:18,30.34344282,78.06124962,15,680.000,,14.440,198,27,33,,
T,2019-04-18 10:02:19,30.34330482,78.06116446,17,679.000,,15.130,201,27,33,,
T,2019-04-18 10:02:20,30.34320391,78.06116707,15,681.000,,13.470,197,27,33,,
T,2019-04-18 10:02:21,30.34309782,78.06113787,15,679.000,,13.130,197,27,33,,
T,2019-04-18 10:02:23,30.34291566,78.06108009,15,677.000,,11.670,197,11,33,,
T,2019-04-18 10:02:24,30.34280219,78.06104449,15,677.000,,11.840,196,12,33,,
